Updated.gene.symbol	logFC	P.Value
DPY19L1P1	-0.00613	0.894
DPY19L2	0.0661	0.28
DPY19L2P2	0.0835	0.243
DPY19L2P3	0.066	0.0381
DPY19L2P4	-0.0159	0.577
DPY19L3	0.341	0.0049
DPY19L4	-1.02	4.46e-14
DPY30	-0.651	4.27e-15
MEMO1	-0.876	2.94e-15
DPYD	1.34	2.98e-10
DPYS	0.141	0.0282
DPYSL2	1.96	1.21e-25
DPYSL3	-0.894	5.25e-06
DPYSL4	-0.894	2.64e-05
DPYSL5	-0.0835	0.0542
DQX1	-0.502	1.24e-06
DR1	0.717	6.07e-08
DRAIC	-0.27	0.114
DRAM1	1.88	9.39e-16
DRAM2	0.766	2.3e-09
DRAP1	-0.245	4.69e-05
DRAXIN	-0.262	0.0222
DRC1	0.372	0.00129
DRC3	0.535	7.7e-06
DRC7	0.118	0.0385
DRD1	0.114	0.0024
DRD2	-0.0767	0.0841
DRD3	-0.0448	0.193
DRD4	-0.0568	0.141
DRD5	-0.0156	0.728
DRG1	-0.527	1.7e-08
DRG2	-0.211	0.000412
DRICH1	-0.0518	0.193
DROSHA	-0.927	3.48e-14
DRP2	0.0484	0.0965
DSC1	-0.511	0.0081
DSC2	-1.93	3.52e-12
DSC3	-3.85	1.11e-13
DSCAM	-0.0743	0.127
DSCAM-AS1	-0.299	0.0555
DSCAML1	0.143	0.00271
DSCC1	-1.22	3.16e-14
DSCR10	-0.0988	0.017
VPS26C	0.37	1.36e-08
DSCR4	-0.0914	0.0144
DSCR8	-0.42	0.00753
DSCR9	-0.0745	0.197
DSE	0.133	0.312
DSEL	0.764	8.58e-06
DSERG1	0.55	2.27e-09
DSG1	-0.371	0.00368
DSG2	-2.8	9.9e-27
DSG2-AS1	-0.637	4.91e-09
DSG3	-4.45	1.06e-14
DSG4	-0.0741	0.372
DSN1	-0.782	4.44e-13
DSP	-3.8	7.77e-29
DSPP	0.00555	0.886
DST	-4.52	2.38e-15
DSTN	0.895	1.18e-25
DSTNP2	0.136	0.0191
DSTYK	0.209	0.039
DTD1	-0.303	0.00153
DTD2	-0.363	0.0015
DTHD1	0.174	1.17e-05
DTL	-2.26	9.65e-21
DTNA	0.724	3.88e-06
DTNB	-0.0728	0.399
DTNBP1	0.386	1.94e-07
DTWD1	0.624	4.37e-06
DTWD2	-0.145	0.00355
DTX1	0.153	0.0101
DTX2P1-UPK3BP1-PMS2P11	-0.551	8.04e-10
DTX3	0.144	0.162
DTX3L	0.00311	0.978
DTX4	0.942	4.76e-09
DTYMK	-1.35	3.05e-26
DUBR	0.671	2.56e-07
DUOX1	2.53	1.67e-24
DUOX2	-0.71	0.00277
DUOXA1	1.41	1.78e-18
DUOXA2	-0.265	0.00881
DUS1L	-0.505	1.04e-06
DUS2	-0.107	0.0413
DUS3L	-0.686	3.5e-07
DUS4L	-1.3	1.89e-18
DUSP1	1.97	2.35e-25
DUSP10	-0.565	5.81e-06
DUSP11	-0.444	7.27e-11
DUSP12	-0.277	2.45e-05
DUSP13B	-0.236	0.0141
DUSP14	-0.712	5.27e-06
DUSP15	-0.0666	0.142
DUSP16	0.622	2.28e-06
DUSP18	0.51	2.93e-08
DUSP19	0.091	0.0311
DUSP2	0.767	4.48e-05
DUSP21	-0.0409	0.224
DUSP23	-0.166	0.0748
DUSP26	0.298	2.35e-06
STYXL2	0.149	0.000482
DUSP28	0.418	2.46e-06
DUSP3	0.887	1.08e-22
DUSP4	0.445	0.0589
DUSP5	0.401	0.0512
DUSP5P1	-0.209	0.00207
DUSP6	1.27	5.28e-11
DUSP7	-0.475	3.85e-07
DUSP9	-0.645	7.25e-10
DUT	-0.564	0.000117
DUX1	-0.0291	0.618
DUX3	0.0251	0.46
DUX4L1	-0.05	0.399
DUX4L8	-0.022	0.637
DUXAP10	-2.41	5.1e-17
DVL1	0.0532	0.542
DVL2	-0.506	2.27e-10
DVL3	-1.22	6.91e-17
DXO	-0.149	0.0863
DYDC1	0.102	0.0155
DYDC2	0.372	0.00519
DYM	-0.335	4.28e-05
DYNC1H1	-0.533	5.94e-08
DYNC1I1	-1.21	1.97e-08
DYNC1I2	1.01	2.86e-12
DYNC1LI1	0.533	8.1e-10
DYNC1LI2	0.49	9.65e-08
DYNC2H1	0.329	0.0191
DYNC2LI1	0.852	5.47e-11
DYNLL1	-0.203	0.000307
DYNLL2	-0.667	9.78e-07
DYNLRB1	0.23	0.000307
DYNLRB2	1.33	7.24e-06
DYNLT1	-0.051	0.435
DYNLT3	0.0576	0.621
DYRK1A	0.465	3.6e-10
DYRK1B	-0.0512	0.272
DYRK2	-1.22	4.96e-23
DYRK3	0.41	0.00125
DYRK4	0.107	0.217
DYSF	0.679	1.35e-08
DNAAF4	0.732	2.82e-09
CCPG1	0.81	6.23e-10
DZANK1	0.337	0.000288
DZIP1	-0.314	0.00714
DZIP1L	-0.0781	0.364
DZIP3	0.373	7.93e-05
Dbpht2	0.0254	0.401
E2F1	-0.456	6.9e-11
E2F2	-0.802	6.83e-13
E2F3	-0.747	4.15e-10
E2F4	-0.0712	0.194
E2F5	-0.565	0.000456
E2F6	-0.569	2.81e-10
E2F7	-2.06	7.83e-18
E2F8	-2.09	1.5e-24
E4F1	-0.029	0.548
EAF1	0.201	0.0564
EAF2	-0.188	0.127
EAPP	0.0815	0.297
EARS2	-0.941	9.29e-19
EBAG9	0.465	3.99e-06
EBF1	1.1	5.07e-08
EBF2	0.21	0.0903
EBF3	-0.091	0.173
EBF4	0.00342	0.964
EBI3	-0.0814	0.36
EBLN2	0.369	0.000625
EBLN3P	-0.214	0.00894
EBP	-0.657	9.16e-10
EBPL	-0.266	0.00302
ECD	-0.328	3.32e-06
ECE1	-0.314	3.94e-05
ECE2	-2.29	1.91e-26
ECEL1	-0.38	0.0102
ECH1	-0.0583	0.452
ECHDC1	0.996	3.6e-24
ECHDC2	0.971	8.85e-09
ECHDC3	0.797	1e-04
ECHS1	-0.423	1.16e-07
ECI1	-0.212	0.0113
ECI2	0.371	0.00189
ECM1	-0.873	3.24e-05
ECM2	1.82	1.62e-18
RNASE2CP	-0.0119	0.666
ECSCR	2.54	2.11e-37
ECSIT	-0.306	0.00219
ECT2	-3.09	4.65e-33
EDA	0.213	0.00036
EDA2R	-0.0261	0.646
EDAR	-0.205	0.00146
EDARADD	-0.517	1.65e-05
EDC3	-0.756	6.38e-12
EDC4	0.0274	0.677
EDDM3A	0.0428	0.162
EDDM3B	-0.0415	0.13
EDEM1	0.505	1.23e-06
EDEM2	0.233	0.0164
EDEM3	-0.565	1.47e-05
EDF1	0.183	0.00789
EDIL3	0.261	0.184
EDN1	2.15	2.1e-14
EDN2	-0.614	2.5e-05
EDN3	-0.0779	0.491
EDNRA	1.12	1.56e-07
EDNRB	3.78	2.56e-38
EDNRB-AS1	0.0489	0.168
EDRF1	-0.246	0.00854
EEA1	-0.444	6.49e-06
EED	-0.555	1.49e-12
EEF1A1	1.19	6.4e-09
EEF1A2	-0.989	6.84e-06
EEF1AKMT1	0.603	1.82e-10
EEF1D	-0.395	8.61e-08
EEF1E1	-0.587	3.53e-08
BLOC1S5	0.197	0.00638
EEF2	-0.108	0.0417
EEF2KMT	-0.269	3.05e-05
EEFSEC	-0.377	5.03e-09
EEPD1	0.138	0.000122
CLXN	0.499	0.00286
EFCAB10	-0.0448	0.172
EFCAB11	-1.38	1.8e-16
EFCAB12	0.249	0.000182
EFCAB13	0.242	9.02e-05
EFCAB14	0.666	9.8e-15
EFCAB2	0.357	0.0479
EFCAB5	0.0545	0.065
EFCAB6	-0.108	0.0207
EFCAB7	0.14	0.231
EFCC1	1.31	8.55e-29
EFEMP1	2.29	3.52e-20
EFEMP2	0.892	5.67e-08
EFHB	0.619	3.14e-05
EFHC1	1.03	8.27e-07
EFHC2	0.0528	0.769
EFHD1	0.885	2.18e-06
EFHD2	0.274	0.00447
EFL1	-0.332	0.000135
EFNA1	0.282	0.052
EFNA2	-0.51	0.000827
EFNA3	-0.981	1.54e-16
EFNA4	-1.65	8.44e-32
EFNA5	-0.646	0.00109
EFNB1	-0.204	0.0127
EFNB2	0.6	0.000292
EFNB3	-0.573	0.000249
EFR3A	-0.594	1.29e-09
EFR3B	1.06	1.94e-17
EFS	-1.29	1.35e-08
EFTUD2	-0.725	9.01e-16
EGF	-0.481	0.00014
EGFEM1P	0.0699	0.00931
EGFL6	-0.222	0.25
EGFL7	1.55	2.69e-19
PPT2	-0.105	0.0815
EGFLAM	-0.415	0.00241
EGFLAM-AS2	0.0384	0.24
EGFLAM-AS4	0.0139	0.648
EGFR	-1.39	6.11e-12
EGLN1	-1.06	3.45e-13
EGLN3	-2.25	9.41e-15
EGOT	-0.0702	0.163
EGR1	2.14	6.25e-15
EGR2	1.21	3.31e-08
EGR3	1.87	4.46e-12
EGR4	-0.037	0.441
EHBP1	-0.243	0.027
EHBP1L1	0.238	0.000151
EHD1	0.944	2.48e-13
EHD2	0.867	2.15e-10
EHD3	-0.766	3.06e-08
EHD4	0.922	4.43e-11
EHF	-1.69	1.39e-14
EHHADH	-0.719	7.62e-08
EHMT1	-0.457	7.07e-05
EHMT1-IT1	0.000811	0.983
EHMT2	-0.728	5.01e-11
EI24	-0.65	8.35e-13
EID1	0.433	1.16e-05
EID2	-0.121	0.356
EID2B	0.276	0.0122
EID3	0.309	0.000529
EIF1	1.88	1.93e-32
EIF1AD	-0.451	6.95e-08
EIF1AX	-0.641	7.93e-08
EIF1AY	0.933	0.000456
EIF1B	0.776	1.76e-19
EIF1B-AS1	0.0367	0.399
EIF2A	-0.38	4.26e-07
EIF2AK1	-0.905	5.24e-26
EIF2AK2	-0.329	3.12e-06
EIF2AK3	-0.491	2.87e-09
EIF2AK4	-0.232	0.000354
EIF2B1	-0.176	0.00345
EIF2B2	-0.456	4.73e-08
EIF2B3	-0.272	0.000331
EIF2B4	-0.267	6.75e-06
EIF2B5	-0.834	1.41e-15
EIF2D	0.0585	0.568
EIF2S1	-0.602	7.8e-12
EIF2S2	-0.516	3.28e-11
EIF2S3	-0.675	0.00183
EIF3A	-0.376	3.18e-05
EIF3B	-1.13	1.39e-16
EIF3C	-0.437	1.42e-05
EIF3D	-0.414	3.18e-07
EIF3E	-0.208	0.0492
EIF3F	0.809	2.9e-16
EIF3G	0.16	0.00785
EIF3H	0.882	3.59e-07
EIF3I	-0.613	1.61e-13
EIF3J	-0.513	1.05e-07
EIF3J-DT	0.663	2.87e-10
EIF3K	-0.0933	0.234
EIF3L	0.0829	0.233
EIF3M	0.963	1.48e-24
EIF4A3	-0.431	1.24e-06
EIF4B	-0.384	1.44e-05
EIF4E	0.774	5.03e-08
EIF4E2	0.868	1.7e-13
EIF4E3	1.42	4.27e-20
EIF4EBP1	-1.88	1.06e-21
EIF4EBP2	0.81	1.91e-14
EIF4ENIF1	-0.0748	0.37
EIF4G1	-1.16	4.59e-12
EIF4G2	-0.093	0.0391
EIF4G3	-0.442	1.84e-06
EIF4H	-0.35	1.16e-06
EIF5A	-0.876	0.000223
EIF5A2	-1.26	4.19e-10
EIF5B	-0.638	1.38e-09
EIF6	-0.833	1.49e-18
ELAC1	0.192	0.000259
ELAC2	-0.327	4.21e-05
ELANE	0.252	3.35e-05
ELAVL1	-0.859	1.12e-12
ELAVL2	-0.366	0.00541
ELAVL3	-0.142	0.011
ELAVL4	-0.235	0.00542
ELF1	0.534	3.9e-07
ELF2	0.369	5.92e-08
ELF3	0.911	0.000137
ELF4	-0.125	0.169
ELF5	0.781	0.00248
ELFN1	-0.272	5.29e-06
ELFN1-AS1	-0.0447	0.46
ELFN2	-0.0534	0.62
ELK1	-0.453	5.4e-07
ELK2AP	-0.201	7.63e-05
ELK3	0.407	0.00276
ELK4	-0.443	1.64e-06
ELL	-0.264	8.38e-05
ELL2	1.14	1.49e-10
ELL3	-0.608	8.41e-06
ELMO1	1.23	2.07e-14
ELMO2	0.232	0.00142
ELMO3	-0.69	2.31e-08
ELMOD2	-0.88	3.07e-12
ELMOD3	-0.0614	0.242
MIDEAS	0.28	8.56e-05
ELN	0.962	8.13e-06
ELOF1	-0.0796	0.245
ELOVL2	-0.338	0.00414
ELOVL2-AS1	-0.0604	0.0309
ELOVL3	-0.0125	0.809
ELOVL4	-1.04	2.2e-08
ELOVL5	0.745	6.81e-14
ELOVL6	-1.61	9.3e-14
ELOVL7	0.521	0.0019
ELP2	0.769	1.29e-08
ELP3	0.619	2.15e-07
ELP4	-0.157	0.037
ELP5	-0.408	0.0193
ELP6	-0.263	2.39e-05
ELSPBP1	0.016	0.687
EMB	0.193	0.364
EMC1	-1.47	6.19e-18
EMC10	-0.401	5.46e-05
EMC2	-0.101	0.178
EMC3	0.563	3.11e-10
EMC3-AS1	-0.303	1.92e-05
EMC4	-0.251	0.000549
EMC6	-0.21	0.00923
EMC7	-0.118	0.0504
EMC8	-0.593	5.61e-15
EMC9	-0.856	1.75e-13
EMCN	3.75	3.08e-39
EMD	-0.128	0.0831
EME1	-0.82	1.96e-09
EME2	0.296	0.000119
EMG1	-0.921	4.19e-07
EMID1	0.175	0.134
EMILIN1	-0.49	0.0176
EMILIN2	0.871	2.11e-09
EMILIN3	-0.403	0.000283
EML1	1.09	1.19e-08
EML2	-0.288	5.08e-05
EML2-AS1	-0.0245	0.596
EML3	0.248	0.000678
EML4	-0.408	0.00167
EML5	0.169	0.000191
EML6	-0.42	2.24e-06
EMP1	1.88	3.22e-15
EMP2	2.46	1.43e-29
EMP3	1.34	1.36e-13
EMSY	-0.211	0.02
EMX1	-0.119	0.0134
EMX2	-0.14	0.145
EMX2OS	-0.0784	0.111
EN1	-0.461	0.000123
EN2	-0.371	6.73e-06
ENAH	-1.3	2.79e-18
ENAM	0.0652	0.00961
ENC1	-0.756	0.000108
ENDOD1	-0.723	4.84e-06
ENDOG	-0.318	0.00387
ENDOU	-0.117	0.0946
ENDOV	-0.126	0.0198
ENG	1.41	3.88e-17
ENGASE	0.406	2.44e-05
ENHO	-0.0385	0.593
ENKD1	0.924	6.6e-14
ENKUR	0.256	0.0251
ENO1	-2.22	2.56e-15
ENO1-AS1	-0.0116	0.856
ENO2	-0.778	2.15e-05
ENO3	-0.385	0.0111
ENOPH1	-0.787	7.76e-11
ENOSF1	1.19	9.03e-11
ENOX1	-0.23	0.00487
ENOX2	-0.581	1.43e-09
ENPEP	0.523	0.00918
ENPP1	-0.174	0.142
ENPP2	0.793	0.000207
ENPP3	0.273	0.0369
ENPP4	1.85	3.18e-15
ENPP5	0.728	0.00186
ENPP6	0.11	0.0216
ENPP7	0.0364	0.46
ENSA	-0.565	5.38e-05
ENTHD1	-0.103	0.00125
ENTPD1	0.612	6.29e-08
ENTPD1-AS1	-0.117	0.13
ENTPD2	-0.232	0.0017
ENTPD3	-0.897	2.88e-06
ENTPD3-AS1	0.106	0.000326
ENTPD4	-0.228	0.000799
ENTPD5	-0.471	3.99e-07
ENTPD6	-0.534	1.21e-08
ENTPD7	-0.973	6.74e-17
ENY2	0.704	1.31e-08
EOGT	0.935	3.05e-13
EOMES	0.307	0.0303
EP300	-0.321	0.000454
EP300-AS1	2.33	2.36e-22
EP400	-0.535	3.24e-11
EP400P1	-0.559	4.07e-09
EPAS1	2	3.07e-27
EPB41	0.225	0.0109
EPB41L1	0.438	0.000453
EPB41L2	0.868	6.74e-12
EPB41L3	1.2	6.18e-11
EPB41L4A	1.32	6.56e-15
EPB41L4A-AS1	0.734	5.89e-12
EPB41L4A-DT	0.754	2.15e-15
EPB41L4B	-1.04	2.67e-08
EPB41L5	2.07	3.94e-32
EPB42	0.0941	0.0728
EPC1	0.879	2.62e-14
EPC2	0.235	0.00157
EPCAM	-0.596	0.00342
EPDR1	1.18	1.18e-07
EPG5	0.538	1.95e-05
EPHA1	-0.975	5.04e-08
EPHA1-AS1	0.111	0.000398
EPHA10	-0.193	0.00254
EPHA2	0.0521	0.784
EPHA3	0.562	0.00106
EPHA4	-0.714	1.04e-06
EPHA5	0.0407	0.206
EPHA5-AS1	0.0316	0.524
EPHA6	-0.0992	0.0361
EPHA7	-0.814	2.91e-05
EPHA8	-0.0968	0.067
EPHB1	-1.41	7.07e-08
EPHB2	-1.12	1.8e-11
EPHB3	-1.88	5.11e-24
EPHB4	-0.299	9e-04
EPHB6	-0.188	0.238
EPHX1	0.301	0.054
EPHX2	0.642	5.75e-06
EPHX3	-1.63	8.46e-10
EPHX4	-0.494	0.000348
EPM2A	0.644	1.4e-15
EPM2AIP1	0.647	8.09e-14
EPN1	-0.063	0.146
EPN2-AS1	0.0669	0.0343
EPN2	0.401	1.21e-06
EPN3	-1.81	1.41e-23
EPO	-0.0844	0.0789
EPOR	0.833	6.87e-12
EPPIN	0.0367	0.465
EPPK1	-1.14	4.95e-06
EPRS1	-1.33	1.7e-16
EPS15	1.12	2.07e-18
EPS15L1	-0.783	8.87e-08
EPS8	-0.00618	0.968
EPS8L1	-0.492	0.00122
EPS8L2	0.769	8.87e-07
EPS8L3	-0.0888	0.359
EPSTI1	0.843	4.78e-07
SELENOI	-2.39	9.45e-26
EPX	0.0947	0.0372
EPYC	-0.317	0.000444
EQTN	-0.0435	0.126
ERAL1	-0.727	3.22e-14
ERAP1	0.726	0.000745
ERAP2	0.4	0.235
ERBB2	-0.271	0.0338
ERBB3	-0.127	0.537
ERBB4	1.46	1.16e-21
ERBIN	-0.265	0.0112
ERC1	-0.39	3.35e-05
ERC2	-0.368	5.19e-08
ERC2-IT1	0.0187	0.583
ERCC1	0.642	1.8e-07
ERCC2	-0.291	1.66e-06
ERCC3	-0.175	0.00252
ERCC4	-0.221	0.00111
ERCC5	0.578	1.41e-07
ERCC6	-0.324	1.22e-05
PGBD3	-0.334	5.93e-05
ERCC6L	-1.23	1.2e-16
ERCC6L2	0.878	3.03e-17
ERCC8	-0.737	9.39e-12
EREG	0.673	0.0292
ERF	-0.259	0.0307
ERG	2.08	2.84e-22
ERGIC1	0.426	0.000451
ERGIC2	-0.717	7.4e-15
ERGIC3	-0.517	1.28e-09
ERH	-0.203	0.000359
ERI1	0.191	0.0365
ERI2	-0.59	2.79e-06
ERI3	-0.587	6.29e-08
ERICH1	0.647	8.49e-13
ERICH3	0.65	0.000473
ERICH3-AS1	-0.0478	0.163
ERICH4	0.0339	0.401
ERICH5	-0.484	0.000275
ERICH6	-0.0114	0.751
ERLEC1	-0.262	0.0016
ERLIN1	-0.855	4.57e-06
ERLIN2	-0.917	1.59e-08
ERMAP	0.313	0.00071
ERMARD	0.316	7.8e-05
ERMN	-0.0381	0.257
ERMP1	-0.787	5.74e-06
ERN1	0.644	3.99e-06
ERN2	0.109	0.106
ERO1A	-2.66	1.53e-28
ERO1B	-0.557	0.00021
ERP27	1.75	3.46e-09
ERP29	-0.26	0.000715
ERP44	0.87	3.79e-20
ERRFI1	0.377	0.0515
ERV3-1	-0.0871	0.0882
ERV3-2	0.365	0.000285
ERV9-1	-0.0826	0.305
ERVFH21-1	0.196	1.59e-06
ERVFRD-1	0.379	1.59e-12
ERVH-1	-0.17	0.0479
ERVH-3	0.0284	0.394
ERVH-4	-0.258	0.00358
ERVH-6	-0.312	0.0123
ERVH48-1	-0.102	0.0366
ERVK13-1	0.774	1.9e-10
ERVK3-1	0.233	0.0401
ERVK3-2	0.073	0.0833
ERVMER34-1	-1.62	1.88e-12
ERVMER61-1	-0.00207	0.934
ERVV-1	0.0192	0.588
ERVW-1	0.0642	0.107
ESAM	2.25	3.48e-29
ESCO1	-0.554	7.6e-08
ESCO2	-0.554	1.11e-11
ESD	0.919	1e-22
ESF1	-0.57	8.41e-07
ESM1	-0.356	0.0543
ESPL1	-1.72	1.7e-26
ESPN	-0.601	1.25e-10
ESPNL	-0.158	0.000476
ESR1	0.799	0.000132
ESR2	-0.132	0.0195
ESRP1	-2.29	3e-26
ESRRA	-0.209	5.89e-05
ESRRB	0.138	0.0074
ESRRG	-0.109	0.317
ESX1	-0.145	9.74e-05
ESYT1	0.247	0.000165
ESYT2	-1.12	2.13e-16
ESYT3	1.43	1.23e-24
ETAA1	-0.268	0.000234
ETF1	0.659	1.13e-14
ETFA	-0.448	6.04e-07
ETFB	-0.585	7.24e-05
ETFBKMT	0.172	3.43e-08
ETFDH	-0.0719	0.473
ETHE1	0.21	0.0485
ETNK1	-1.3	1.21e-15
ETNK2	-0.815	2.32e-11
ETNPPL	-0.208	0.0545
ETS1	1.07	1.03e-11
ETS2	1.36	2.18e-16
ETV1	1.62	5.07e-15
ETV2	-0.0298	0.534
ETV3	0.367	2.09e-09
ETV4	-1.29	3.15e-17
ETV5	0.704	4.72e-05
ETV6	-0.472	1.46e-06
ETV7	-0.148	0.066
EVA1A	1.38	2.15e-10
EVA1B	-0.0788	0.266
EVA1C	1.36	1.23e-11
EVC	0.265	0.00644
EVC2	-0.0789	0.0636
EVI2A	1.45	6.78e-13
EVI2B	1.87	1.77e-16
EVI5	0.789	3.73e-16
EVI5L	-0.142	0.0591
EVL	1.03	9.79e-14
EVPL	-0.505	9.55e-05
EVPLL	0.0638	0.31
EVX1	0.114	0.0426
EWSAT1	0.0191	0.684
EWSR1	0.416	2.71e-05
EXD1	0.0639	0.0477
EXD2	-0.294	0.000258
EXD3	0.336	9.7e-09
EXO1	-2.1	4.2e-27
EXO5	-0.17	0.0267
EXOC1	0.0173	0.822
EXOC2	0.382	1.62e-05
EXOC3	-0.381	0.000134
EXOC3-AS1	-0.332	0.000103
EXOC3L1	0.149	0.00648
EXOC3L2	-0.0538	0.41
EXOC3L4	0.222	6.6e-05
EXOC4	-0.597	5.39e-07
EXOC5	-0.63	0.000298
EXOC6	0.765	1.66e-12
EXOC6B	-0.347	0.0196
EXOC7	0.437	2.36e-05
EXOC8	0.142	0.175
EXOG	0.131	0.0396
EXOSC1	-0.4	1.37e-07
EXOSC10	0.0467	0.211
EXOSC2	-0.607	1.31e-09
EXOSC3	-1.02	1.15e-11
EXOSC4	-1.16	3.53e-19
EXOSC5	-0.908	1.55e-16
EXOSC6	-0.288	0.00532
EXOSC7	-0.34	0.000521
CLEC3B	4.42	7.58e-41
EXOSC8	-0.00827	0.919
EXOSC9	-0.0252	0.66
EXPH5	0.801	1.78e-05
EXT1	-0.583	9.93e-08
EXT2	-0.438	5.45e-05
EXTL1	-0.05	0.226
EXTL2	0.143	0.252
EXTL3	-0.443	6.49e-09
EXTL3-AS1	0.157	9.9e-07
EYA1	-0.332	0.0342
EYA2	-1.57	5.26e-10
EYA3	-0.312	2.37e-06
EYA4	1.08	3.45e-06
EYS	-0.0569	0.134
EZH1	1.07	8.72e-24
EZH2	-2.56	9.35e-26
EZR	0.515	6.17e-07
F10	0.447	3.15e-12
F11	0.779	1.98e-19
F11-AS1	-0.0439	0.191
F11R	-1.27	8.83e-11
F12	-2.24	1.23e-23
F13A1	0.88	9.14e-05
F13B	0.00633	0.824
F2	-0.0387	0.454
F2R	-0.282	0.0249
F2RL1	-1.67	1.01e-12
F2RL2	-1.14	1.29e-05
F2RL3	-0.0504	0.106
F3	0.532	0.00417
F5	-0.275	0.0644
F7	-0.176	0.0211
F8	2.32	2.32e-24
F8A1	-0.446	8.33e-07
F9	0.0211	0.465
FA2H	-0.821	0.000476
FAAH	0.349	0.00166
FAAH2	-0.233	0.0545
FAAP100	-0.311	3.26e-05
FAAP20	-0.415	8.2e-05
FAAP24	-0.525	7.84e-12
FABP1	-0.0498	0.129
FABP2	-0.0348	0.333
FABP3	0.887	0.000376
FABP3P2	-0.0127	0.705
FABP4	5.03	1.39e-27
FABP5	0.242	0.318
FABP6	-0.523	0.07
FABP7	-0.771	0.000147
FADD	-0.867	2.74e-07
FADS2	-0.581	6.54e-07
FADS3	1.14	2.97e-11
FAF1	-0.403	0.000336
FAF2	-0.424	0.000142
FAH	-0.259	0.0282
FAHD1	-0.665	5.52e-09
FAHD2A	-0.305	0.000889
FAHD2CP	0.185	0.0482
FAIM	-0.322	0.00347
FAIM2	0.0482	0.722
RFLNB	1.25	3.44e-11
EEIG1	-0.849	1.14e-10
EEIG2	0.558	5.21e-08
RAMAC	-0.542	1.16e-08
VCF1	-0.105	0.0538
VCF2	0.349	0.000346
OTULINL	1.8	4.2e-17
FAM106A	0.0494	0.255
FAM107A	4.95	3.51e-39
FAM107B	1.27	5.99e-11
PHETA1	0.103	0.0313
PHETA2	-0.0752	0.463
FAM110A	-0.499	8.51e-06
FAM110B	0.692	3.39e-06
FAM110C	-0.608	0.0375
FAM110D	0.987	5.11e-23
FAM111A	0.342	0.000107
FAM111B	-0.501	9.49e-13
FAM114A1	-0.91	3.36e-09
FAM114A2	0.609	1.9e-13
FAM117A	0.292	0.00286
FAM117B	-1.19	1.6e-09
FAM118A	-0.409	0.000975
FAM118B	0.568	2.12e-08
FAM120A	-0.418	1.1e-09
FAM120AOS	0.275	0.00133
FAM120B	0.391	5e-05
FAM120C	-0.456	5.86e-08
PABIR1	0.907	2.08e-14
PABIR2	-0.972	2.88e-13
PABIR3	0.242	1.7e-05
FAM124A	0.419	7.22e-05
FAM124B	0.474	8.81e-07
HYCC1	-0.825	4.74e-08
HYCC2	-0.276	0.0412
RTL8C	-0.0521	0.501
RTL8A	-0.457	9.92e-08
NIBAN1	0.386	0.00756
NIBAN2	0.444	1.55e-05
NIBAN3	0.0239	0.51
FAM131A	-0.628	1.33e-06
FAM131B	-0.0843	0.0303
FAM131C	-0.203	8.1e-05
C1QTNF12	-0.802	4.14e-07
FAM133A	-0.824	0.000504
FAM133B	0.188	0.0496
RETREG2	0.637	2.32e-10
RETREG1	1.4	2.86e-09
RETREG3	-0.27	0.000204
FAM135A	-0.383	0.000423
FAM135B	0.0733	0.0331
FAM138F	-0.0236	0.521
FAM13A	0.558	0.0019
FAM13A-AS1	0.743	5.67e-15
FAM13B	1.65	6.06e-25
FAM13C	2.18	1.17e-24
FAM149A	1.02	4.88e-09
FAM149B1	0.54	4.63e-09
ALKAL2	3.72	8.6e-40
FAM151A	-0.0457	0.257
FAM153A	-0.0361	0.44
NALF1	0.259	0.0087
NALF1-IT1	0.0184	0.488
NALF2	-0.541	3.98e-05
FAM156A	0.347	0.00019
SHISAL2A	-0.0298	0.62
FHIP1A	-0.392	7.78e-10
FHIP1B	0.41	1.96e-07
FHIP2A	0.476	4.28e-07
FHIP2B	0.248	5.54e-05
FAM161A	-0.67	3.94e-08
FAM161B	0.653	1.66e-09
FAM162A	-1.22	1.65e-15
FAM162B	2.59	1.25e-28
FAM163A	-0.122	0.00142
FAM163B	-0.109	0.00478
CIMIP2B	0.217	0.00327
FAM167A	1.95	8.88e-18
FAM167A-AS1	-0.0792	0.156
FAM167B	0.965	7.62e-14
FAM168A	-0.203	0.0193
FAM168B	-0.789	1.79e-11
FAM169A	-1.17	1.39e-12
FAM169BP	0.0073	0.854
FAM170A	-0.0749	0.0614
FAM170B	-0.0135	0.728
FAM170B-AS1	-0.0209	0.584
FAM171A1	0.468	0.0077
FAM171A2	-0.0131	0.772
FAM171B	-1.02	7.13e-08
ARB2A	0.176	0.0757
ANTKMT	-0.0599	0.518
ATPSCKMT	-0.76	5.61e-12
FAM174A	0.657	5.45e-09
FAM174B	0.949	7.59e-12
ABRAXAS1	0.119	0.21
ABRAXAS2	0.174	0.00808
FAM178B	-0.0836	0.145
TOGARAM2	0.367	0.000107
TOGARAM1	0.28	0.00928
FAM181A	0.213	0.0135
FAM181A-AS1	-0.0614	0.0947
FAM181B	-0.558	6.08e-06
FAM182A	0.0698	0.0502
LINC02209	0.0342	0.285
FAM184A	1.82	4.03e-30
FAM184B	-0.0734	0.352
FAM185A	-0.0712	0.132
FAM186A	0.021	0.458
FAM186B	0.0728	0.189
CCDC103	0.0658	0.223
FAM187B	-0.00088	0.978
MINDY3	0.604	6.96e-14
ENTREP2	0.297	2.56e-07
ENTREP1	3.22	1.18e-38
