Updated.gene.symbol	logFC	P.Value
DNPH1	-1.0647509	5.04e-17
DNTTIP1	-0.8129036	1.14e-11
DNTTIP2	-0.2542576	0.0343
DOCK1	-0.416445	0.00189
DOCK10	0.7551486	4.89e-05
DOCK11	1.2146447	9.95e-15
DOCK2	0.7968228	6.72e-06
DOCK4	1.9137794	3.53e-23
DOCK5	0.456377	0.0434
DOCK6	1.1469959	7.58e-19
DOCK7	-0.3774568	0.000377
DOCK8	1.3117959	1.37e-09
DOCK9	1.6694854	1.08e-13
DOHH	-0.3137654	3.35e-05
DOK1	0.0809806	0.253
DOK2	1.2993196	1.7e-16
DOK3	0.8363822	2.07e-05
DOK4	1.1346441	7.56e-14
DOK5	-1.3973509	2.35e-07
DOK6	1.6493751	1.69e-23
DOK7	0.8923472	7.94e-07
DOLK	0.1369044	0.112
DOLPP1	-0.4897852	2.84e-11
DONSON	-1.2333839	3.14e-07
DOP1A	0.3613077	0.00113
DOP1B	-0.168413	0.174
DOT1L	0.9282081	6.59e-15
DPAGT1	-0.3781689	2.51e-05
DPCD	-0.7967917	3.99e-08
MUCL3	1.0603933	4.28e-11
DPEP1	-0.5157178	3.09e-05
DPEP2	2.3524476	4.09e-30
DPF1	-0.7216122	7.63e-15
DPF2	-0.1407127	0.0242
DPH2	-0.6591392	1.58e-10
DPH3	0.8358245	4.23e-13
DPH5	-0.4348086	8.46e-13
DPH6	-0.6149263	0.000442
DPH7	0.0759656	0.224
DPM1	-0.4566806	4.6e-07
DPM2	-0.2825949	0.00463
DPM3	-0.4739893	0.000225
DPP10-AS1	-0.6843731	0.00714
DPP3	-0.5944291	3.02e-11
DPP4	0.7029043	0.018
DPP6	1.3540953	4.12e-17
DPP7	0.4496818	0.012
DPP8	0.275694	1.1e-05
DPP9	-0.0097995	0.91
DPT	1.1658575	0.000114
DPY19L1	-1.2197547	7.3e-07
DPY19L3	0.0875469	0.448
DPY19L4	-0.606147	2.24e-06
DPY30	-0.9874326	1.28e-23
MEMO1	-0.6079574	3.69e-09
DPYD	0.7103039	0.00159
DPYSL2	1.662418	6.65e-16
DPYSL3	0.4675075	0.00546
DQX1	-0.6062461	0.000664
DR1	-0.592295	2.89e-05
DRAIC	-0.7176728	0.101
DRAM1	1.6391672	2.95e-12
DRAM2	0.3369046	0.000283
DRC1	0.4894657	7.56e-07
DRC3	1.2836609	5.05e-16
DRD2	-0.319312	1.72e-09
DRG1	-0.5381963	7.67e-06
DRG2	-0.16236	0.0132
DROSHA	-0.8064972	8.31e-08
DRP2	-0.0676241	0.256
DSC2	-1.3545772	4.76e-06
DSC3	-1.4328809	0.0104
DSCAM	-0.3353388	5.24e-08
DSCC1	-1.3999252	1.33e-10
VPS26C	0.2685896	9.02e-05
DSCR8	-0.7616932	0.0109
DSE	-0.1013818	0.608
DSEL	0.7878881	0.00142
DSERG1	1.1000886	8.67e-14
DSG2	-2.0784381	2.36e-17
DSG3	-2.1544048	0.00334
DSN1	-0.4397919	0.000828
DSP	-2.6426202	5.44e-20
DST	2.1787451	3e-18
DSTN	0.4614684	8.33e-07
DSTYK	0.6428784	2.82e-11
DTD1	-0.2490572	0.0434
DTL	-1.692593	2.49e-07
DTNA	1.4774365	6.78e-10
DTNB	-0.3031907	0.000363
DTNBP1	0.3793817	1.83e-05
DTWD1	0.4289396	0.00557
DTWD2	-0.2718539	2e-06
DTX1	0.133276	0.0476
DTX2P1-UPK3BP1-PMS2P11	0.4269629	4.46e-12
DTX3	0.4000058	1.02e-06
DTX3L	-0.1050935	0.27
DTX4	0.6144904	3.56e-06
DTYMK	-1.4728272	1.7e-22
DUBR	1.3116446	5.04e-12
DUOX1	3.2355192	8.92e-22
DUOX2	0.3089772	0.039
DUOXA1	1.9574513	2.18e-19
DUOXA2	-0.6678758	1.29e-11
DUS1L	-0.4680125	8.02e-06
DUS2	-0.1643392	0.00857
DUS3L	-0.0182391	0.852
DUS4L	-1.3002606	3.95e-10
DUSP1	1.6191968	2.58e-12
DUSP10	-0.6524077	0.000202
DUSP11	-0.4169227	2.96e-06
DUSP12	-0.5992261	3.34e-07
DUSP13B	-0.7407344	5.07e-08
DUSP14	-0.2150337	0.127
DUSP16	-0.2352588	0.000428
DUSP18	0.6465374	1.06e-14
DUSP2	0.3478181	0.0646
DUSP23	-0.9978253	1.99e-08
DUSP26	0.4745991	3.01e-09
DUSP28	-0.0843363	0.166
DUSP3	0.541738	2.65e-10
DUSP4	-1.1964479	0.00278
DUSP5	-0.0934108	0.59
DUSP6	0.9530036	0.000207
DUSP7	-0.3512618	0.00171
DUSP9	-0.9701969	4.56e-11
DUT	-0.3716457	0.023
DUXAP10	-0.9164143	4.04e-05
DVL1	-0.0561166	0.54
DVL2	-0.445546	2.98e-07
DVL3	-0.367067	0.0535
DXO	0.1218061	0.122
DYM	-0.2670479	0.0144
DYNC1H1	0.1961514	0.00107
DYNC1I1	-0.859688	0.00422
DYNC1I2	-0.0952206	0.145
DYNC1LI1	0.3649406	0.000184
DYNC1LI2	0.4079637	2.53e-08
DYNC2H1	0.9251625	5.09e-09
DYNC2LI1	0.7139776	5.4e-07
DYNLL1	-0.3177218	1.42e-07
DYNLL2	-0.4844016	9.13e-07
DYNLRB1	-0.0760362	0.0705
DYNLRB2	2.535485	6.49e-14
DYNLT1	-0.3604699	0.000204
DYNLT3	0.2939546	0.000673
DYRK1A	0.3716684	1.76e-05
DYRK1B	0.2652249	0.00308
DYRK2	-0.9299771	9.83e-08
DYRK3	0.3671218	0.000399
DYRK4	0.1026615	0.382
DYSF	0.5482762	1.86e-05
DNAAF4	0.8922696	1.56e-05
CCPG1	0.6671358	8.83e-05
DZANK1	0.281153	0.0147
DZIP1	1.0668082	8.43e-06
DZIP1L	0.2400088	0.002
DZIP3	0.5643501	8.11e-06
E2F1	-0.6291975	5.95e-09
E2F2	-1.177815	1.7e-13
E2F3	-1.2491143	7.33e-12
E2F4	-0.2223796	3.01e-06
E2F5	-1.1053513	0.000555
E2F6	-0.6205198	1.22e-08
E2F7	-2.134169	1.12e-08
E4F1	0.1843305	0.000272
EAF1	-0.0919232	0.343
EAF2	-0.7669273	2.88e-05
EAPP	-0.3085948	0.0495
EARS2	-0.7054013	3.62e-12
EBAG9	-0.0445883	0.611
EBF1	1.6166462	1.95e-13
EBF4	0.071884	0.452
EBI3	-0.3779171	0.00486
EBLN3P	-0.311638	0.0134
EBP	-0.5651685	2.46e-05
EBPL	-0.5175047	4.7e-06
ECD	-0.2579288	0.00245
ECE1	0.237703	0.00551
ECE2	-1.9723464	5.71e-21
ECEL1	-0.4110068	0.0135
ECHDC1	0.4517884	0.000744
ECHDC2	1.1689974	8.73e-17
ECHDC3	0.4039603	0.0682
ECHS1	-0.3201392	0.000355
ECI1	-0.2666442	0.0319
ECI2	0.3039627	0.0871
ECM1	-0.5747029	0.0141
ECM2	1.0551917	7.67e-05
ECSIT	-0.1169674	0.157
ECT2	-2.6128663	2.6e-20
EDA	-0.1643345	0.107
EDAR	-0.305512	0.000619
EDC3	-0.2447802	0.0292
EDC4	0.2117617	0.000927
EDEM1	0.2542586	0.0349
EDEM2	-0.1123191	0.381
EDEM3	-0.4584627	2.06e-06
EDF1	-0.1129886	0.0864
EDIL3	0.5223462	0.0444
EDN1	2.2200274	3.11e-15
EDN2	-0.733572	8.71e-15
EDNRA	0.9383069	0.00317
EDNRB	3.7343365	8.35e-25
EDRF1	0.0732659	0.468
EEA1	0.4595163	2.09e-05
EED	-0.5609317	1.55e-06
EEF1A1	0.9739226	2.11e-07
EEF1A2	-1.7091802	1.77e-05
EEF1AKMT1	-0.0404893	0.646
EEF1D	-0.4979379	1.64e-05
EEF1E1	-1.4083512	1.66e-22
EEF2	0.2424873	4.64e-05
EEF2KMT	-0.1096901	0.13
EEFSEC	-0.190629	0.0305
EEPD1	0.3533403	2.53e-05
CLXN	1.6842067	1.98e-18
EFCAB11	-0.9108592	1.4e-06
EFCAB14	0.6652443	2.48e-11
EFCAB2	0.3433309	0.123
EFCAB7	0.3407076	0.0123
EFCC1	1.6036741	7.63e-37
EFEMP1	1.760959	1.17e-07
EFEMP2	0.623222	0.000571
EFHB	1.7476911	1.94e-17
EFHC1	1.2929167	4.04e-10
EFHC2	0.653837	0.00688
EFHD1	0.4929042	0.132
EFHD2	0.3896214	0.00792
EFL1	-0.1505331	0.0704
EFNA1	-0.2779255	0.117
EFNA3	-1.0214078	6.01e-15
EFNA5	-0.8079246	0.00108
EFNB1	0.4810993	3.12e-06
EFNB2	1.1965163	1.06e-11
EFNB3	-0.287723	5.76e-06
EFR3A	-0.3245825	3.91e-05
EFR3B	1.1336743	1.18e-13
EFS	-0.457461	0.0749
EFTUD2	-0.3059476	0.000206
EGF	-0.5361468	0.00653
EGFL6	0.4632988	0.0229
EGFL7	1.5825291	2.17e-19
PPT2	-0.1939187	0.0595
EGFLAM	-0.3633877	0.0107
EGFR	-0.5475033	0.0971
EGLN1	-0.8606475	1.59e-06
EGLN3	-2.3806983	6.53e-13
EGR1	1.3511382	1.41e-05
EGR2	1.3544207	4.3e-11
EGR3	1.5683973	8.55e-06
EHBP1	-0.1920506	0.11
EHBP1L1	0.5610136	8.76e-07
EHD1	1.148488	1.45e-13
EHD3	0.1973821	0.164
EHD4	1.1372157	7.76e-19
EHF	-1.1152804	4.39e-06
EHHADH	-0.4468913	0.0378
EHMT1	-0.4686471	1.07e-05
EHMT2	-0.4228259	0.000532
EI24	-0.7370066	1.95e-10
EID1	0.4641902	2.91e-06
EID2	-0.144604	0.29
EIF1	1.8909953	1.58e-25
EIF1AD	-0.4715301	1.14e-07
EIF1AX	-0.7039436	4.39e-10
EIF1AY	0.2610319	0.441
EIF1B	0.3874669	5.07e-10
EIF2A	-0.4040707	2.61e-09
EIF2AK2	-0.5206237	1.1e-08
EIF2AK3	-0.3236101	0.000585
EIF2AK4	0.0772333	0.517
EIF2B1	-0.1264504	0.0484
EIF2B2	-0.4735024	2.4e-08
EIF2B3	-0.3492505	3.63e-05
EIF2B4	-0.158508	0.0084
EIF2B5	-0.6401242	0.000653
EIF2D	-0.1764112	0.0958
EIF2S1	-0.9283997	1.91e-17
EIF2S2	-0.4727275	5.85e-07
EIF2S3	-0.5988736	8.31e-08
EIF3A	-0.297085	0.000359
EIF3B	0.6542464	3.51e-05
EIF3D	-0.1615233	0.0216
EIF3E	-0.1561439	0.317
EIF3F	0.0537208	0.386
EIF3G	0.086422	0.114
EIF3H	-0.4279504	6.64e-07
EIF3I	-0.465923	1.45e-07
EIF3J	-0.7064209	5.55e-10
EIF3K	-0.4166706	2.66e-05
EIF3L	0.0441331	0.409
EIF3M	-0.4712364	1.49e-10
EIF4A3	-0.5382592	0.00026
EIF4B	-0.3789207	0.000617
EIF4E	-0.8670356	1.17e-17
EIF4E2	-0.8091753	1.63e-15
EIF4E3	1.3277473	1.11e-17
EIF4EBP1	-1.4651613	1.03e-08
EIF4EBP2	0.9399329	1.03e-12
EIF4ENIF1	0.2413743	0.0197
EIF4G1	-0.6668095	4.94e-09
EIF4G2	0.176907	0.000271
EIF4G3	-0.3200175	0.000264
EIF4H	0.0535825	0.53
EIF5	1.4638656	1.36e-16
EIF5A	-0.5704893	1.48e-05
EIF5A2	-0.3765474	0.0833
EIF5B	-0.5366375	4.31e-06
EIF6	-0.8809632	7.99e-18
ELAC2	-0.2353606	0.00473
ELAVL1	1.0066328	6.19e-11
ELAVL2	-0.5505259	0.0191
ELAVL3	-0.7365661	3.73e-13
ELF1	0.341396	4.27e-06
ELF2	0.1140155	0.0949
ELF3	-0.4611034	0.0346
ELF4	0.0142176	0.903
ELF5	1.7269382	2.99e-10
ELFN1	-0.5569491	2.82e-09
ELFN2	0.2628782	0.27
ELK1	-0.6417785	3.42e-18
ELK3	0.4990026	0.00112
ELL	-0.1975911	0.00493
ELL2	-1.0714435	6.69e-09
ELL3	-0.813647	3.82e-05
ELMO1	1.1965143	8.53e-08
ELMO2	0.5662678	1.1e-06
ELMO3	-0.4896547	0.00649
ELMOD2	-1.2959455	2.14e-16
ELMOD3	-0.213396	0.00131
MIDEAS	0.8416546	3.27e-18
ELN	1.4533453	1.65e-09
ELOF1	-0.2433307	0.000533
ELOVL2	-0.9785692	1.17e-05
ELOVL4	-0.7360517	0.00153
ELOVL5	-0.5625246	2.79e-11
ELOVL6	-1.134625	3.59e-05
ELOVL7	0.1011963	0.778
ELP2	-0.1813647	0.0477
ELP3	0.2494358	0.0471
ELP4	0.0974044	0.265
ELP5	-0.5461603	0.00186
ELP6	-0.2867296	0.000422
EMB	-0.4642283	0.0372
EMC1	-0.5368394	0.000534
EMC10	-0.2901236	0.00591
EMC2	-0.3442606	4.59e-05
EMC3	0.1955304	0.0251
EMC3-AS1	-0.5562951	6.38e-06
EMC4	-0.1988825	0.0382
EMC6	-0.4374289	2.25e-07
EMC7	-0.0642815	0.523
EMC8	-0.5355623	1.46e-11
EMC9	-0.7843934	6.37e-11
EMCN	3.6558876	2.47e-23
EME1	-1.4313017	3.77e-17
EME2	0.6548965	3.2e-13
EMG1	-0.6592333	3.84e-06
EMID1	0.2179048	0.0222
EMILIN1	0.1268126	0.53
EMILIN2	0.6291897	5.96e-06
EMILIN3	-0.190233	0.00344
EML1	2.0515732	1.89e-18
EML2	-0.4431727	5.25e-05
EML2-AS1	-0.5171666	1.74e-11
EML3	0.5278936	3.27e-08
EML4	0.7494849	2.37e-08
EML6	-0.2038311	0.207
EMP1	2.3559253	1.91e-17
EMP2	2.6977641	4.85e-29
EMP3	0.8362436	4.91e-06
EMSY	-0.3402287	0.00202
ENAH	-1.1223981	2.21e-09
ENC1	-1.2524801	3.16e-08
ENDOD1	-0.4561891	0.0231
ENDOG	-0.291751	0.0151
ENDOV	-0.3813761	1.47e-11
ENG	1.7229489	1.63e-22
ENGASE	0.5946304	2.77e-09
ENHO	-0.0404355	0.521
ENKD1	0.7773622	1.23e-10
ENO1	-1.081661	2.47e-08
ENO2	-0.4359234	0.0473
ENO3	-0.5931631	0.00337
ENOPH1	-0.7384708	9.11e-13
ENOSF1	1.2518524	1.23e-10
ENOX1	-0.4044287	0.00472
ENOX2	-0.5523673	1.22e-09
ENPEP	0.8668977	7.27e-06
ENPP1	-0.2861649	0.164
ENPP2	0.9795315	4.53e-05
ENPP3	-0.7187486	0.0344
ENPP4	1.3768459	8.31e-10
ENPP5	0.2718819	0.413
ENSA	-0.7738725	9.79e-06
ENTPD1	0.7449893	3.34e-05
ENTPD1-AS1	-0.0779545	0.368
ENTPD2	-0.7102271	1.7e-12
ENTPD3	-0.6306375	0.00523
ENTPD4	-0.2844294	0.000126
ENTPD5	-0.0895087	0.364
ENTPD6	-0.4301249	1.38e-05
ENTPD7	-0.9110161	1.55e-19
ENY2	-0.6747265	1.08e-13
EOGT	1.0548068	4.05e-11
EOMES	0.1378522	0.362
EP300	0.1335236	0.0563
EP400	0.4957172	1.17e-10
EP400P1	-0.21355	0.00283
EPAS1	2.4660496	3.03e-27
EPB41	-0.0144226	0.885
EPB41L1	0.5118499	0.000909
EPB41L2	1.3765886	1.44e-17
EPB41L3	1.2867848	4.99e-09
EPB41L4A	1.376915	3.75e-08
EPB41L4A-AS1	0.0975399	0.406
EPB41L4A-DT	1.0472401	5.11e-17
EPB41L4B	-0.1642393	0.303
EPB41L5	2.5018621	7.86e-24
EPC1	0.2728731	0.00264
EPC2	-0.0223398	0.829
EPCAM	-1.0009462	1.44e-09
EPDR1	0.9166727	0.00162
EPG5	1.0584731	2.14e-09
EPHA1	-0.2313399	0.064
EPHA10	-0.73444	3.13e-11
EPHA2	0.0804208	0.662
EPHA3	0.3484981	0.363
EPHA4	-0.2999029	0.142
EPHA7	-0.2428893	0.295
EPHA8	-0.3169757	2.97e-05
EPHB1	-0.5721597	0.0188
EPHB2	-1.3641886	1.8e-16
EPHB3	-0.7641737	1.02e-07
EPHB4	-0.5031717	8.52e-08
EPHB6	0.6793959	1.19e-07
EPHX1	0.8553486	0.00275
EPHX2	1.1910225	1.66e-19
EPHX3	-1.5599389	1.62e-11
EPHX4	-1.4178835	1.13e-06
EPM2A	0.6351712	6.13e-10
EPM2AIP1	0.9919615	1.28e-17
EPN1	-0.447076	2.64e-07
EPN2	0.6996406	1.04e-08
EPN3	-2.3559165	1.21e-28
EPOR	0.9387325	2.78e-09
EPPK1	-0.7866399	8.11e-05
EPRS1	-1.0745964	2.82e-09
EPS15	0.9058756	1.15e-18
EPS15L1	-0.1604361	0.0475
EPS8	0.1664098	0.376
EPS8L1	-0.583462	0.000495
EPS8L2	0.4362644	0.00344
EPSTI1	-0.6508365	0.00149
SELENOI	-1.5445103	2.43e-12
EPYC	-1.247815	0.0023
ERAL1	-0.2242172	0.0548
ERAP1	0.7878891	0.000767
ERAP2	0.7945088	0.0777
ERBB2	-0.1741098	0.305
ERBB3	-0.3795268	0.0889
ERBB4	1.7558978	1.51e-13
ERBIN	-0.11857	0.113
ERC1	0.3608815	3.4e-07
ERCC1	-0.6436839	2.78e-07
ERCC2	-0.2924744	0.000489
ERCC3	0.0125543	0.885
ERCC4	0.0971376	0.321
ERCC5	0.4736868	5.37e-06
ERCC6	-0.4593499	5.05e-08
ERCC6L	-1.0849288	5.98e-13
ERCC6L2	0.903876	8.53e-11
ERCC8	-0.7341926	4.58e-05
EREG	0.5896177	0.249
ERF	-0.2826844	0.00186
ERG	2.1925215	1.9e-25
ERGIC1	0.1950573	0.231
ERGIC2	-0.6811422	5.17e-09
ERGIC3	-0.4528826	4.57e-06
ERH	-0.4330808	1.17e-08
ERI1	-0.0998806	0.317
ERI2	-0.4243878	0.000692
ERI3	-0.2500694	0.0533
ERICH1	0.7787334	1.38e-06
ERICH3	1.8359526	1.02e-11
ERICH5	-0.4338206	0.15
ERLEC1	-0.44559	6.46e-08
ERLIN1	-0.3026408	0.0745
ERLIN2	-0.4566933	0.0155
ERMAP	0.6833789	5.66e-11
ERMARD	0.373307	0.000268
ERMP1	-0.3023751	0.113
ERN1	0.012418	0.936
ERN2	-0.4058056	7.04e-06
ERO1A	-2.4534833	3.64e-18
ERO1B	-0.5938905	0.00154
ERP27	0.5130291	0.0847
ERP29	-0.2500472	0.00549
ERP44	0.5497327	1.57e-14
ERRFI1	-0.5126364	0.0203
ERV3-2	1.031889	2.61e-07
ERVH48-1	-0.3987098	0.0316
ESAM	2.2822115	8.03e-31
ESCO1	-0.7359541	7.81e-08
ESD	0.7112312	1.6e-08
ESF1	-0.6395041	9.05e-09
ESM1	-0.8290248	0.00361
ESPL1	-1.6145846	6.84e-13
ESPN	-1.0371094	4.18e-10
ESPNL	-0.5709371	1.79e-19
ESR1	0.4657694	0.101
ESRP1	-1.3859987	6.41e-10
ESRRA	-0.3563003	3.62e-07
ESYT1	0.6663868	4.42e-13
ESYT2	-0.7654899	4.47e-06
ESYT3	1.8334717	9.38e-16
ETAA1	-0.1307744	0.182
ETF1	0.6157434	2.74e-13
ETFA	-0.5634221	2.53e-09
ETFB	-0.272819	0.097
ETFDH	0.3092562	0.0339
ETHE1	-0.2299674	0.127
ETNK1	-0.8786264	1.63e-07
ETNK2	-0.6395997	4.08e-06
ETNPPL	-0.4602866	0.0584
ETS1	0.8827938	8.03e-09
ETS2	1.5614559	3.08e-14
ETV1	1.2705879	1.51e-06
ETV4	-1.304573	2.1e-16
ETV5	0.5907311	8.88e-05
ETV6	0.8215974	4.43e-09
ETV7	-0.6480395	1.58e-08
EVA1A	0.9824858	3.47e-05
EVA1B	-0.5404622	4.37e-10
EVA1C	0.6918431	0.0075
EVC	0.6100681	4.69e-05
EVI2A	0.2434307	0.243
EVI2B	0.8037536	0.000301
EVI5	0.5281067	7.37e-08
EVI5L	0.0449927	0.607
EVL	0.9877615	2.38e-18
EVPL	-0.069771	0.556
EVPLL	-0.1019742	0.436
EVX1	-0.3776735	0.000104
EWSAT1	-0.085248	0.512
EWSR1	0.8157233	6.04e-14
EXD2	0.2680224	0.000167
EXD3	-0.534852	1.41e-11
EXO1	-2.0630572	8.45e-17
EXO5	-0.3419954	0.00596
EXOC1	0.2097495	0.0167
EXOC2	0.3351095	0.000964
EXOC3	0.527762	4.04e-07
EXOC3L1	0.1674805	0.00103
EXOC3L2	-0.1066669	0.0769
EXOC4	-0.3714458	4.83e-06
EXOC5	0.3341914	0.0608
EXOC6	0.5607155	0.00041
EXOC6B	0.2269199	0.0425
EXOC7	0.2759152	0.0026
EXOC8	0.064103	0.581
EXOG	0.4429618	1.24e-07
EXOSC1	-0.668056	3.72e-15
EXOSC10	0.1764983	0.0633
EXOSC2	-0.299685	0.018
EXOSC3	-0.9490842	5.81e-10
EXOSC4	-0.9323951	1.89e-10
EXOSC5	-1.0052337	4.07e-11
EXOSC6	0.3266604	0.00202
EXOSC7	-0.4106235	9.6e-05
CLEC3B	4.0901634	1.33e-31
EXOSC8	-0.2644976	0.0417
EXOSC9	-0.2087132	0.0646
EXPH5	1.1777693	1.38e-08
EXT1	-0.0954986	0.404
EXT2	0.0997404	0.355
EXTL2	-0.0123562	0.909
EXTL3	-0.2061541	0.00354
EYA1	-0.1091114	0.621
EYA2	-0.9219786	0.00276
EYA3	0.1489007	0.0502
EYA4	1.5500383	1.51e-08
EZH1	1.1834678	6.23e-33
EZH2	-1.9587733	6.1e-13
EZR	0.507523	0.00113
F10	0.9400802	8.99e-20
F11R	-0.6934076	0.000126
F12	-1.3443662	1.82e-09
F13A1	0.1847223	0.536
F2	-0.4844303	2.2e-07
F2R	0.163502	0.211
F2RL1	-0.8647841	0.00236
F2RL2	-0.3882382	0.0418
F3	-0.0083447	0.972
F5	-0.9581499	0.000588
F7	-0.3895432	3.47e-09
F8	1.8549303	7.96e-19
F8A1	-0.2782559	0.00908
FA2H	-0.991833	0.00176
FAAH	0.2915001	0.00549
FAAH2	-0.5996112	6.94e-05
FAAP100	-0.2579737	0.000139
FAAP20	-0.3885566	0.000499
FAAP24	-0.8076719	1.67e-14
FABP3	1.2447827	3.33e-09
FABP4	4.7608329	3.32e-22
FABP6	-0.4775985	0.0705
FABP7	-0.4526589	0.0273
FADD	-0.9712076	4.29e-09
FADS2	-0.1330725	0.235
FADS3	1.3174854	4.67e-13
FAF1	-0.3117059	0.00287
FAF2	-0.3362817	0.000821
FAH	-0.1839653	0.202
FAHD1	-0.6187317	1.38e-05
FAHD2A	0.2517135	0.000482
FAHD2CP	-0.2276669	0.00489
FAIM	-0.563008	0.000111
FAIM2	0.2213655	0.297
RFLNB	1.0265799	1.44e-09
EEIG1	-0.3300733	0.00743
EEIG2	-0.0899925	0.635
VCF1	-0.4828898	1.36e-06
VCF2	-0.4970226	1.88e-11
OTULINL	1.0500426	1.83e-07
FAM107A	4.6335678	2.86e-37
FAM107B	-0.1880947	0.274
PHETA1	-0.0992805	0.0755
PHETA2	-0.0614711	0.555
FAM110A	-0.0180859	0.851
FAM110B	0.7687421	2.92e-07
FAM110C	0.0593149	0.873
FAM110D	0.7962202	1.72e-13
FAM111A	0.3613321	0.00119
FAM111B	-1.5593899	7.35e-08
FAM114A1	-0.9093483	5.97e-09
FAM114A2	0.2316163	0.0145
FAM117A	0.2617165	0.0282
FAM117B	-0.6889142	0.00109
FAM118A	0.433471	0.000617
FAM118B	0.286437	0.00538
FAM120A	-0.2140061	0.0702
FAM120AOS	0.2128248	0.0529
FAM120B	0.7623174	1.39e-12
FAM120C	-0.286638	0.00178
PABIR1	1.2043842	9.48e-29
PABIR2	-0.6939892	1.89e-05
FAM124A	0.5399116	0.000417
FAM124B	0.7698773	3.92e-11
HYCC1	-0.5086894	0.00215
HYCC2	0.2566639	0.0203
RTL8C	0.2849322	0.00108
RTL8A	-0.1319924	0.182
NIBAN1	0.6939282	0.00176
NIBAN2	0.6379547	1.24e-09
FAM131A	0.0990366	0.307
C1QTNF12	-0.7810219	0.000101
FAM133A	-1.0447322	0.00407
RETREG2	0.5802833	1.07e-08
RETREG1	1.0110384	4.59e-06
RETREG3	-0.1347641	0.0157
FAM135A	-0.1354189	0.296
FAM13A	0.0865539	0.659
FAM13A-AS1	1.1876222	2.94e-27
FAM13B	0.9430844	1.08e-10
FAM13C	2.0876977	1.69e-16
FAM149A	1.0975898	0.000115
FAM149B1	0.6350504	8.53e-06
ALKAL2	3.4675793	1.26e-27
NALF1	0.312107	0.0233
NALF2	-0.6979198	1.64e-09
FHIP1A	-0.2777603	0.00012
FHIP1B	0.6261057	2.55e-18
FHIP2A	0.4737471	5.11e-05
FHIP2B	0.3189372	4.64e-06
FAM161A	-0.7671242	0.000132
FAM161B	0.5105576	4.39e-08
FAM162A	-1.0039923	2.33e-08
FAM162B	2.5212164	5.43e-22
FAM167A	1.272989	2.58e-07
FAM167B	0.7308375	2.89e-09
FAM168A	-0.1527533	0.0643
FAM168B	-0.8641871	2.19e-10
FAM169A	-1.3503876	5.08e-05
FAM171A1	0.8130258	3.63e-05
FAM171B	-0.2802722	0.164
ARB2A	0.4246374	0.000563
ANTKMT	-0.3809508	0.000939
ATPSCKMT	-0.6864987	1.08e-09
FAM174A	0.160712	0.251
FAM174B	0.7490969	0.000109
ABRAXAS1	-0.3010431	0.0366
ABRAXAS2	-0.1410633	0.0199
FAM178B	-0.353244	3.52e-08
TOGARAM2	1.1219181	1.74e-13
TOGARAM1	0.4839309	1.3e-05
FAM181A	0.0373528	0.734
FAM181B	-0.4832013	0.0409
FAM184A	2.002796	4.29e-26
CCDC103	-0.2355681	3.03e-05
MINDY3	0.2386263	0.0278
ENTREP1	3.0886075	4.19e-29
ENTREP3	-0.5353562	1.22e-05
PSME3IP1	0.3133356	3.01e-06
FAM193A	0.5569536	1.4e-11
FAM193B	0.7429472	9.07e-16
GASK1B	-0.3462225	0.131
FAM199X	-1.8226724	2.71e-24
TAFA5	-0.5479105	0.00194
FAM200A	-0.288398	0.122
FAM200B	0.3592172	0.0281
FAM204A	0.1892206	0.0749
ABITRAM	-0.4237936	5.72e-06
SLX9	-0.8822122	2.58e-20
TASOR	0.6714598	2.73e-09
TASOR2	-0.5708687	5.38e-07
FAM20A	1.1377515	0.000277
FAM20B	0.110114	0.426
FAM20C	-0.4847381	1.4e-06
FAM210A	-1.2497069	1.65e-10
FAM210B	-0.1737644	0.156
INKA1	0.0741703	0.468
PRXL2A	-1.0978276	3.75e-11
PRXL2B	0.0439348	0.689
ATOSA	0.5135862	0.000633
ATOSB	0.2649494	0.0026
FAM216A	-0.3000148	0.0579
FAM216B	1.5670094	3.97e-13
FAM219A	0.0921226	0.239
FAM219B	0.8032068	2.12e-11
FAM220A	-0.9726603	6.55e-12
FAM221A	0.1463665	0.444
FAM222A	-0.4633392	1.82e-05
FAM222B	-0.5336174	3.24e-07
FAM228B	0.8214907	9.47e-08
FAM229A	0.1979898	4.45e-05
FAM229B	0.3255806	0.0194
LINC02591	-0.9427667	7.06e-13
FAM234A	0.0429066	0.617
FAM234B	0.0251028	0.868
FAM24B	-0.6307067	5.4e-07
CALHM5	0.3004142	0.0187
CALHM6	-1.0015157	0.0023
FAM30A	-0.6649344	1.35e-06
FAM32A	0.2262576	0.00039
SHLD2	0.0440189	0.618
FAM3A	-0.2247614	0.00846
FAM3B	-0.0626167	0.886
FAM3C	-0.8462159	8.02e-08
FAM3D	0.1213686	0.293
FAM43A	1.208352	4.11e-07
DENND10P1	-0.5466749	2.25e-06
TENT5A	0.2860401	0.174
TENT5B	1.5967514	3.91e-12
TENT5C	-0.5958663	0.00242
STBD1	0.3616085	0.00403
CYRIA	1.3992845	7.43e-17
CYRIB	-0.8665299	7.02e-19
FAM50A	-0.1844122	0.0872
FAM50B	-0.1236921	0.376
FAM53B	0.2031158	0.0195
FAM53C	0.3356641	3.54e-05
TLCD3A	-0.7549968	2.2e-05
CCNQ	-0.5393121	1.16e-12
SINHCAF	-0.8610001	7.56e-06
