ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title	Retained.original
208707_at	2.18e-15	1.36e-16	9.917673	27.025252	1.4638656	EIF5	eukaryotic translation initiation factor 5	EIF5	eukaryotic translation initiation factor 5	FALSE
201122_x_at	3.79e-05	1.48e-05	-4.553005	1.977848	-0.5704893	EIF5A	eukaryotic translation initiation factor 5A	EIF5A	eukaryotic translation initiation factor 5A	FALSE
235296_at	0.112	0.0833	-1.748941	-5.9956	-0.3765474	EIF5A2	eukaryotic translation initiation factor 5A2	EIF5A2	eukaryotic translation initiation factor 5A2	FALSE
214314_s_at	1.2e-05	4.31e-06	-4.860092	3.170566	-0.5366375	EIF5B	eukaryotic translation initiation factor 5B	EIF5B	eukaryotic translation initiation factor 5B	FALSE
210213_s_at	1.57e-16	7.99e-18	-10.476355	29.843477	-0.8809632	EIF6	eukaryotic translation initiation factor 6	EIF6	eukaryotic translation initiation factor 6	FALSE
201767_s_at	0.00804	0.00473	-2.888694	-3.47642	-0.2353606	ELAC2	elaC ribonuclease Z 2	ELAC2	elaC ribonuclease Z 2	FALSE
227746_at	3.78e-10	6.19e-11	7.317522	14.103667	1.0066328	ELAVL1	ELAV like RNA binding protein 1	ELAVL1	ELAV like RNA binding protein 1	FALSE
228260_at	0.0291	0.0191	-2.381528	-4.734662	-0.5505259	ELAVL2	ELAV like neuron-specific RNA binding protein 2	ELAVL2	ELAV like RNA binding protein 2	FALSE
206338_at	3.28e-12	3.73e-13	-8.35118	19.163249	-0.7365661	ELAVL3	ELAV like neuron-specific RNA binding protein 3	ELAVL3	ELAV like RNA binding protein 3	FALSE
212418_at	1.19e-05	4.27e-06	4.862105	3.178547	0.341396	ELF1	E74 like ETS transcription factor 1	ELF1	E74 like ETS transcription factor 1	FALSE
242735_x_at	0.126	0.0949	1.685917	-6.101488	0.1140155	ELF2	E74 like ETS transcription factor 2	ELF2	E74 like ETS transcription factor 2	FALSE
210827_s_at	0.0501	0.0346	-2.142503	-5.252711	-0.4611034	ELF3	E74 like ETS transcription factor 3	ELF3	E74 like ETS transcription factor 3	FALSE
31845_at	0.919	0.903	0.122704	-7.505121	0.0142176	ELF4	E74 like ETS transcription factor 4	ELF4	E74 like ETS transcription factor 4	FALSE
220625_s_at	1.63e-09	2.99e-10	6.991909	12.549126	1.7269382	ELF5	E74 like ETS transcription factor 5	ELF5	E74 like ETS transcription factor 5	FALSE
229581_at	1.31e-08	2.82e-09	-6.519232	10.337628	-0.5569491	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	ELFN1	extracellular leucine rich repeat and fibronectin type III domain containing 1	FALSE
1559072_a_at	0.322	0.27	1.10808	-6.898253	0.2628782	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	FALSE
203617_x_at	7.12e-17	3.42e-18	-10.643611	30.686163	-0.6417785	ELK1	ELK1, ETS transcription factor	ELK1	ETS transcription factor ELK1	FALSE
221773_at	0.00212	0.00112	3.355236	-2.139769	0.4990026	ELK3	ELK3, ETS transcription factor	ELK3	ETS transcription factor ELK3	FALSE
204095_s_at	0.00835	0.00493	-2.874663	-3.514031	-0.1975911	ELL	elongation factor for RNA polymerase II	ELL	elongation factor for RNA polymerase II	FALSE
214446_at	2.93e-08	6.69e-09	-6.333875	9.487236	-1.0714435	ELL2	elongation factor for RNA polymerase II 2	ELL2	elongation factor for RNA polymerase II 2	FALSE
219518_s_at	9.16e-05	3.82e-05	-4.308626	1.065527	-0.813647	ELL3	elongation factor for RNA polymerase II 3	ELL3	elongation factor for RNA polymerase II 3	FALSE
204513_s_at	3.12e-07	8.53e-08	5.775193	6.991523	1.1965143	ELMO1	engulfment and cell motility 1	ELMO1	engulfment and cell motility 1	FALSE
220363_s_at	3.36e-06	1.1e-06	5.188769	4.499843	0.5662678	ELMO2	engulfment and cell motility 2	ELMO2	engulfment and cell motility 2	FALSE
219411_at	0.0108	0.00649	-2.7796	-3.764752	-0.4896547	ELMO3	engulfment and cell motility 3	ELMO3	engulfment and cell motility 3	FALSE
1553928_at	3.31e-15	2.14e-16	-9.828284	26.574223	-1.2959455	ELMOD2	ELMO domain containing 2	ELMOD2	ELMO domain containing 2	FALSE
226286_at	0.00245	0.00131	-3.306299	-2.287611	-0.213396	ELMOD3	ELMO domain containing 3	ELMOD3	ELMO domain containing 3	FALSE
225980_at	6.84e-17	3.27e-18	10.65247	30.730773	0.8416546	ELMSAN1	ELM2 and Myb/SANT domain containing 1	MIDEAS	mitotic deacetylase associated SANT domain protein	FALSE
212670_at	7.96e-09	1.65e-09	6.632849	10.86381	1.4533453	ELN	elastin	ELN	elastin	FALSE
225156_at	0.00107	0.000533	-3.578245	-1.44435	-0.2433307	ELOF1	elongation factor 1 homolog	ELOF1	elongation factor 1	FALSE
213712_at	3.03e-05	1.17e-05	-4.612671	2.205664	-0.9785692	ELOVL2	ELOVL fatty acid elongase 2	ELOVL2	ELOVL fatty acid elongase 2	FALSE
219532_at	0.00283	0.00153	-3.257698	-2.432708	-0.7360517	ELOVL4	ELOVL fatty acid elongase 4	ELOVL4	ELOVL fatty acid elongase 4	FALSE
215082_at	1.81e-10	2.79e-11	-7.480767	14.891234	-0.5625246	ELOVL5	ELOVL fatty acid elongase 5	ELOVL5	ELOVL fatty acid elongase 5	FALSE
204256_at	8.65e-05	3.59e-05	-4.32451	1.123785	-1.134625	ELOVL6	ELOVL fatty acid elongase 6	ELOVL6	ELOVL fatty acid elongase 6	FALSE
227180_at	0.812	0.778	0.282618	-7.472503	0.1011963	ELOVL7	ELOVL fatty acid elongase 7	ELOVL7	ELOVL fatty acid elongase 7	FALSE
231713_s_at	0.0673	0.0477	-2.004656	-5.528738	-0.1813647	ELP2	elongator acetyltransferase complex subunit 2	ELP2	elongator acetyltransferase complex subunit 2	FALSE
227075_at	0.0666	0.0471	2.010304	-5.51776	0.2494358	ELP3	elongator acetyltransferase complex subunit 3	ELP3	elongator acetyltransferase complex subunit 3	FALSE
203829_at	0.316	0.265	1.120075	-6.88496	0.0974044	ELP4	elongator acetyltransferase complex subunit 4	ELP4	elongator acetyltransferase complex subunit 4	FALSE
219260_s_at	0.00339	0.00186	-3.196807	-2.612037	-0.5461603	ELP5	elongator acetyltransferase complex subunit 5	ELP5	elongator acetyltransferase complex subunit 5	FALSE
229864_at	0.000857	0.000422	-3.646843	-1.223445	-0.2867296	ELP6	elongator acetyltransferase complex subunit 6	ELP6	elongator acetyltransferase complex subunit 6	FALSE
226789_at	0.0537	0.0372	-2.111163	-5.316944	-0.4642283	EMB	embigin	EMB	embigin	FALSE
212396_s_at	0.00107	0.000534	-3.577628	-1.446322	-0.5368394	EMC1	ER membrane protein complex subunit 1	EMC1	ER membrane protein complex subunit 1	FALSE
224727_at	0.00989	0.00591	-2.812173	-3.679654	-0.2901236	EMC10	ER membrane protein complex subunit 10	EMC10	ER membrane protein complex subunit 10	FALSE
203584_at	0.000109	4.59e-05	-4.260439	0.889692	-0.3442606	EMC2	ER membrane protein complex subunit 2	EMC2	ER membrane protein complex subunit 2	FALSE
217882_at	0.0373	0.0251	2.273912	-4.974018	0.1955304	EMC3	ER membrane protein complex subunit 3	EMC3	ER membrane protein complex subunit 3	FALSE
237005_at	1.73e-05	6.38e-06	-4.763384	2.789617	-0.5562951	EMC3-AS1	EMC3 antisense RNA 1	EMC3-AS1	EMC3 antisense RNA 1	FALSE
223857_x_at	0.055	0.0382	-2.100115	-5.339382	-0.1988825	EMC4	ER membrane protein complex subunit 4	EMC4	ER membrane protein complex subunit 4	FALSE
221255_s_at	7.69e-07	2.25e-07	-5.555758	6.042437	-0.4374289	EMC6	ER membrane protein complex subunit 6	EMC6	ER membrane protein complex subunit 6	FALSE
217898_at	0.576	0.523	-0.641395	-7.306	-0.0642815	EMC7	ER membrane protein complex subunit 7	EMC7	ER membrane protein complex subunit 7	FALSE
227363_s_at	9.91e-11	1.46e-11	-7.612096	15.528391	-0.5355623	EMC8	ER membrane protein complex subunit 8	EMC8	ER membrane protein complex subunit 8	FALSE
219203_at	3.89e-10	6.37e-11	-7.311478	14.074612	-0.7843934	EMC9	ER membrane protein complex subunit 9	EMC9	ER membrane protein complex subunit 9	FALSE
227874_at	1.17e-21	2.47e-23	13.016979	42.475926	3.6558876	EMCN	endomucin	EMCN	endomucin	FALSE
234464_s_at	6.72e-16	3.77e-17	-10.169982	28.298372	-1.4313017	EME1	essential meiotic structure-specific endonuclease 1	EME1	essential meiotic structure-specific endonuclease 1	FALSE
1569868_s_at	2.85e-12	3.2e-13	8.381838	19.315519	0.6548965	EME2	essential meiotic structure-specific endonuclease subunit 2	EME2	essential meiotic structure-specific endonuclease subunit 2	FALSE
209233_at	1.08e-05	3.84e-06	-4.887958	3.281221	-0.6592333	EMG1	EMG1, N1-specific pseudouridine methyltransferase	EMG1	EMG1 N1-specific pseudouridine methyltransferase	FALSE
213779_at	0.0334	0.0222	2.322331	-4.867555	0.2179048	EMID1	EMI domain containing 1	EMID1	EMI domain containing 1	FALSE
204163_at	0.582	0.53	0.630742	-7.312796	0.1268126	EMILIN1	elastin microfibril interfacer 1	EMILIN1	elastin microfibril interfacer 1	FALSE
224374_s_at	1.62e-05	5.96e-06	4.780507	2.856719	0.6291897	EMILIN2	elastin microfibril interfacer 2	EMILIN2	elastin microfibril interfacer 2	FALSE
228307_at	0.006	0.00344	-2.99567	-3.184582	-0.190233	EMILIN3	elastin microfibril interfacer 3	EMILIN3	elastin microfibril interfacer 3	FALSE
204796_at	4.14e-17	1.89e-18	10.760682	31.275507	2.0515732	EML1	echinoderm microtubule associated protein like 1	EML1	EMAP like 1	FALSE
204399_s_at	0.000123	5.25e-05	-4.224709	0.760201	-0.4431727	EML2	echinoderm microtubule associated protein like 2	EML2	EMAP like 2	FALSE
234026_at	1.16e-10	1.74e-11	-7.577463	15.360069	-0.5171666	EML2-AS1	EML2 antisense RNA 1	EML2-AS1	EML2 antisense RNA 1	FALSE
212969_x_at	1.28e-07	3.27e-08	5.988489	7.931589	0.5278936	EML3	echinoderm microtubule associated protein like 3	EML3	EMAP like 3	FALSE
232587_at	9.48e-08	2.37e-08	6.058882	8.245409	0.7494849	EML4	echinoderm microtubule associated protein like 4	EML4	EMAP like 4	FALSE
229656_s_at	0.253	0.207	-1.269704	-6.707454	-0.2038311	EML6	echinoderm microtubule associated protein like 6	EML6	EMAP like 6	FALSE
1564796_at	3.56e-16	1.91e-17	10.304023	28.974549	2.3559253	EMP1	epithelial membrane protein 1	EMP1	epithelial membrane protein 1	FALSE
225078_at	5.66e-27	4.85e-29	15.791713	55.568555	2.6977641	EMP2	epithelial membrane protein 2	EMP2	epithelial membrane protein 2	FALSE
203729_at	1.35e-05	4.91e-06	4.828074	3.043914	0.8362436	EMP3	epithelial membrane protein 3	EMP3	epithelial membrane protein 3 (MAM blood group)	FALSE
219012_s_at	0.00367	0.00202	-3.169256	-2.69227	-0.3402287	EMSY	EMSY, BRCA2 interacting transcriptional repressor	EMSY	EMSY transcriptional repressor, BRCA2 interacting	FALSE
1553672_at	1.05e-08	2.21e-09	-6.570649	10.575299	-1.1223981	ENAH	enabled homolog (Drosophila)	ENAH	ENAH actin regulator	FALSE
201340_s_at	1.24e-07	3.16e-08	-5.995387	7.962264	-1.2524801	ENC1	ectodermal-neural cortex 1	ENC1	ectodermal-neural cortex 1	FALSE
212570_at	0.0346	0.0231	-2.307193	-4.901058	-0.4561891	ENDOD1	endonuclease domain containing 1	ENDOD1	endonuclease domain containing 1	FALSE
204824_at	0.0234	0.0151	-2.473405	-4.5225	-0.291751	ENDOG	endonuclease G	ENDOG	endonuclease G	FALSE
238402_s_at	9.97e-11	1.47e-11	-7.610717	15.521688	-0.3813761	ENDOV	endonuclease V	ENDOV	endonuclease V	FALSE
201809_s_at	6.85e-21	1.63e-22	12.632437	40.595215	1.7229489	ENG	endoglin	ENG	endoglin	FALSE
220349_s_at	1.29e-08	2.77e-09	6.522607	10.353208	0.5946304	ENGASE	endo-beta-N-acetylglucosaminidase	ENGASE	endo-beta-N-acetylglucosaminidase	FALSE
228403_at	0.574	0.521	-0.644559	-7.30396	-0.0404355	ENHO	energy homeostasis associated	ENHO	energy homeostasis associated	FALSE
223407_at	7.17e-10	1.23e-10	7.175662	13.423587	0.7773622	ENKD1	enkurin domain containing 1	ENKD1	enkurin domain containing 1	FALSE
217294_s_at	9.83e-08	2.47e-08	-6.050229	8.206737	-1.081661	ENO1	enolase 1	ENO1	enolase 1	FALSE
201313_at	0.0668	0.0473	-2.008383	-5.521497	-0.4359234	ENO2	enolase 2	ENO2	enolase 2	FALSE
204483_at	0.00588	0.00337	-3.003182	-3.163754	-0.5931631	ENO3	enolase 3	ENO3	enolase 3	FALSE
217956_s_at	7.54e-12	9.11e-13	-8.172378	18.277272	-0.7384708	ENOPH1	enolase-phosphatase 1	ENOPH1	enolase-phosphatase 1	FALSE
213645_at	7.17e-10	1.23e-10	7.175907	13.424756	1.2518524	ENOSF1	enolase superfamily member 1	ENOSF1	enolase superfamily member 1	FALSE
219501_at	0.00801	0.00472	-2.889853	-3.473306	-0.4044287	ENOX1	ecto-NOX disulfide-thiol exchanger 1	ENOX1	ecto-NOX disulfide-thiol exchanger 1	FALSE
234003_at	5.99e-09	1.22e-09	-6.697757	11.166007	-0.5523673	ENOX2	ecto-NOX disulfide-thiol exchanger 2	ENOX2	ecto-NOX disulfide-thiol exchanger 2	FALSE
204845_s_at	1.95e-05	7.27e-06	4.731284	2.664239	0.8668977	ENPEP	glutamyl aminopeptidase	ENPEP	glutamyl aminopeptidase	FALSE
205066_s_at	0.205	0.164	-1.403408	-6.530653	-0.2861649	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	FALSE
210839_s_at	0.000107	4.53e-05	4.263915	0.902332	0.9795315	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	FALSE
232737_s_at	0.0499	0.0344	-2.144813	-5.247941	-0.7187486	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	FALSE
204160_s_at	4.21e-09	8.31e-10	6.777781	11.540119	1.3768459	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4	FALSE
227803_at	0.469	0.413	0.821694	-7.173899	0.2718819	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase family member 5	FALSE
228852_at	2.58e-05	9.79e-06	-4.656933	2.375912	-0.7738725	ENSA	endosulfine alpha	ENSA	endosulfine alpha	FALSE
228585_at	8.1e-05	3.34e-05	4.343345	1.193061	0.7449893	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	FALSE
219731_at	0.423	0.368	-0.904613	-7.102361	-0.0779545	ENTPD1-AS1	ENTPD1 antisense RNA 1	ENTPD1-AS1	ENTPD1 antisense RNA 1	FALSE
207372_s_at	1.34e-11	1.7e-12	-8.047258	17.659566	-0.7102271	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	FALSE
1555118_at	0.00882	0.00523	-2.854741	-3.567168	-0.6306375	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	FALSE
204077_x_at	0.000277	0.000126	-3.988844	-0.075158	-0.2844294	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	FALSE
226594_at	0.418	0.364	-0.912358	-7.095333	-0.0895087	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)	FALSE
201704_at	3.56e-05	1.38e-05	-4.57004	2.042695	-0.4301249	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6	FALSE
220153_at	4.08e-18	1.55e-19	-11.256727	33.766595	-0.9110161	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7	FALSE
218482_at	1.04e-12	1.08e-13	-8.598401	20.393767	-0.6747265	ENY2	ENY2, transcription and export complex 2 subunit	ENY2	ENY2 transcription and export complex 2 subunit	FALSE
221935_s_at	2.56e-10	4.05e-11	7.40443	14.522315	1.0548068	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase	FALSE
231776_at	0.416	0.362	0.916435	-7.09161	0.1378522	EOMES	eomesodermin	EOMES	eomesodermin	FALSE
213579_s_at	0.0782	0.0563	1.930886	-5.669496	0.1335236	EP300	E1A binding protein p300	EP300	E1A binding protein p300	FALSE
212375_at	6.84e-10	1.17e-10	7.186315	13.474512	0.4957172	EP400	E1A binding protein p400	EP400	E1A binding protein p400	FALSE
241437_s_at	0.00501	0.00283	-3.060771	-3.002639	-0.21355	EP400NL	EP400 N-terminal like	EP400P1	EP400 pseudogene 1	FALSE
200879_s_at	2.6e-25	3.03e-27	14.897674	51.448983	2.4660496	EPAS1	endothelial PAS domain protein 1	EPAS1	endothelial PAS domain protein 1	FALSE
225051_at	0.904	0.885	-0.14513	-7.502097	-0.0144226	EPB41	erythrocyte membrane protein band 4.1	EPB41	erythrocyte membrane protein band 4.1	FALSE
212339_at	0.00175	0.000909	3.41843	-1.946293	0.5118499	EPB41L1	erythrocyte membrane protein band 4.1 like 1	EPB41L1	erythrocyte membrane protein band 4.1 like 1	FALSE
201718_s_at	2.73e-16	1.44e-17	10.359734	29.255517	1.3765886	EPB41L2	erythrocyte membrane protein band 4.1 like 2	EPB41L2	erythrocyte membrane protein band 4.1 like 2	FALSE
206710_s_at	2.23e-08	4.99e-09	6.397006	9.775721	1.2867848	EPB41L3	erythrocyte membrane protein band 4.1 like 3	EPB41L3	erythrocyte membrane protein band 4.1 like 3	FALSE
228256_s_at	1.45e-07	3.75e-08	5.957918	7.795838	1.376915	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A	FALSE
225698_at	0.461	0.406	0.834763	-7.163074	0.0975399	EPB41L4A-AS1	EPB41L4A antisense RNA 1	EPB41L4A-AS1	EPB41L4A antisense RNA 1	FALSE
220364_at	8.88e-16	5.11e-17	10.110434	27.997921	1.0472401	EPB41L4A-AS2	EPB41L4A antisense RNA 2 (head to head)	EPB41L4A-DT	EPB41L4A divergent transcript	FALSE
220161_s_at	0.355	0.303	-1.036219	-6.974958	-0.1642393	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	FALSE
225855_at	4.01e-22	7.86e-24	13.251947	43.61802	2.5018621	EPB41L5	erythrocyte membrane protein band 4.1 like 5	EPB41L5	erythrocyte membrane protein band 4.1 like 5	FALSE
225417_at	0.0047	0.00264	3.08307	-2.939572	0.2728731	EPC1	enhancer of polycomb homolog 1	EPC1	enhancer of polycomb homolog 1	FALSE
225838_at	0.856	0.829	-0.216856	-7.48903	-0.0223398	EPC2	enhancer of polycomb homolog 2	EPC2	enhancer of polycomb homolog 2	FALSE
201839_s_at	6.99e-09	1.44e-09	-6.662233	11.000473	-1.0009462	EPCAM	epithelial cell adhesion molecule	EPCAM	epithelial cell adhesion molecule	FALSE
223253_at	0.00299	0.00162	3.239599	-2.486297	0.9166727	EPDR1	ependymin related 1	EPDR1	ependymin related 1	FALSE
232030_at	1.01e-08	2.14e-09	6.578319	10.610817	1.0584731	EPG5	ectopic P-granules autophagy protein 5 homolog	EPG5	ectopic P-granules 5 autophagy tethering factor	FALSE
205977_s_at	0.0879	0.064	-1.873051	-5.776419	-0.2313399	EPHA1	EPH receptor A1	EPHA1	EPH receptor A1	FALSE
236073_at	2.01e-10	3.13e-11	-7.457185	14.77715	-0.73444	EPHA10	EPH receptor A10	EPHA10	EPH receptor A10	FALSE
203499_at	0.708	0.662	0.438534	-7.415969	0.0804208	EPHA2	EPH receptor A2	EPHA2	EPH receptor A2	FALSE
206070_s_at	0.417	0.363	0.914673	-7.093221	0.3484981	EPHA3	EPH receptor A3	EPHA3	EPH receptor A3	FALSE
206114_at	0.181	0.142	-1.478613	-6.423735	-0.2999029	EPHA4	EPH receptor A4	EPHA4	EPH receptor A4	FALSE
229288_at	0.347	0.295	-1.052334	-6.958193	-0.2428893	EPHA7	EPH receptor A7	EPHA7	EPH receptor A7	FALSE
231796_at	7.26e-05	2.97e-05	-4.37406	1.306469	-0.3169757	EPHA8	EPH receptor A8	EPHA8	EPH receptor A8	FALSE
230425_at	0.0287	0.0188	-2.38777	-4.720475	-0.5721597	EPHB1	EPH receptor B1	EPHB1	EPH receptor B1	FALSE
211165_x_at	2.82e-15	1.8e-16	-9.86195	26.744083	-1.3641886	EPHB2	EPH receptor B2	EPHB2	EPH receptor B2	FALSE
1438_at	3.68e-07	1.02e-07	-5.735557	6.818699	-0.7641737	EPHB3	EPH receptor B3	EPHB3	EPH receptor B3	FALSE
216680_s_at	3.12e-07	8.52e-08	-5.775296	6.991975	-0.5031717	EPHB4	EPH receptor B4	EPHB4	EPH receptor B4	FALSE
204718_at	4.26e-07	1.19e-07	5.699731	6.663008	0.6793959	EPHB6	EPH receptor B6	EPHB6	EPH receptor B6	FALSE
202017_at	0.00489	0.00275	3.069845	-2.97702	0.8553486	EPHX1	epoxide hydrolase 1	EPHX1	epoxide hydrolase 1	FALSE
209368_at	4.34e-18	1.66e-19	11.243397	33.699804	1.1910225	EPHX2	epoxide hydrolase 2	EPHX2	epoxide hydrolase 2	FALSE
220013_at	1.09e-10	1.62e-11	-7.591713	15.429304	-1.5599389	EPHX3	epoxide hydrolase 3	EPHX3	epoxide hydrolase 3	FALSE
239579_at	3.45e-06	1.13e-06	-5.181618	4.470376	-1.4178835	EPHX4	epoxide hydrolase 4	EPHX4	epoxide hydrolase 4	FALSE
205231_s_at	3.19e-09	6.13e-10	6.841771	11.840463	0.6351712	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	EPM2A	EPM2A glucan phosphatase, laforin	FALSE
202909_at	2.43e-16	1.28e-17	10.383664	29.376185	0.9919615	EPM2AIP1	EPM2A interacting protein 1	EPM2AIP1	EPM2A interacting protein 1	FALSE
221141_x_at	8.94e-07	2.64e-07	-5.518937	5.885069	-0.447076	EPN1	epsin 1	EPN1	epsin 1	FALSE
203464_s_at	4.39e-08	1.04e-08	6.239503	9.058306	0.6996406	EPN2-IT1///EPN2	EPN2 intronic transcript 1///epsin 2	EPN2	epsin 2	FALSE
223895_s_at	1.28e-26	1.21e-28	-15.591936	54.656648	-2.3559165	EPN3	epsin 3	EPN3	epsin 3	FALSE
209962_at	1.3e-08	2.78e-09	6.522008	10.350442	0.9387325	EPOR	erythropoietin receptor	EPOR	erythropoietin receptor	FALSE
208156_x_at	0.000184	8.11e-05	-4.108338	0.343777	-0.7866399	EPPK1	epiplakin 1	EPPK1	epiplakin 1	FALSE
200841_s_at	1.31e-08	2.82e-09	-6.519204	10.3375	-1.0745964	EPRS	glutamyl-prolyl-tRNA synthetase	EPRS1	glutamyl-prolyl-tRNA synthetase 1	FALSE
217886_at	2.57e-17	1.15e-18	10.859932	31.774772	0.9058756	EPS15	epidermal growth factor receptor pathway substrate 15	EPS15	epidermal growth factor receptor pathway substrate 15	FALSE
222113_s_at	0.0672	0.0475	-2.006021	-5.526087	-0.1604361	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1	EPS15L1	epidermal growth factor receptor pathway substrate 15 like 1	FALSE
202609_at	0.431	0.376	0.889409	-7.115985	0.1664098	EPS8	epidermal growth factor receptor pathway substrate 8	EPS8	EGFR pathway substrate 8, signaling adaptor	FALSE
91826_at	0.000995	0.000495	-3.600282	-1.373738	-0.583462	EPS8L1	EPS8 like 1	EPS8L1	EPS8 signaling adaptor L1	FALSE
218180_s_at	0.00599	0.00344	2.99661	-3.181976	0.4362644	EPS8L2	EPS8 like 2	EPS8L2	EPS8 signaling adaptor L2	FALSE
227609_at	0.00276	0.00149	-3.267029	-2.404986	-0.6508365	EPSTI1	epithelial stromal interaction 1 (breast)	EPSTI1	epithelial stromal interaction 1	FALSE
1555274_a_at	1.87e-11	2.43e-12	-7.975679	17.307107	-1.5445103	EPT1	ethanolaminephosphotransferase 1	SELENOI	selenoprotein I	FALSE
206439_at	0.00414	0.0023	-3.128058	-2.811185	-1.247815	EPYC	epiphycan	EPYC	epiphycan	FALSE
212087_s_at	0.0763	0.0548	-1.943314	-5.646125	-0.2242172	ERAL1	Era like 12S mitochondrial rRNA chaperone 1	ERAL1	Era like 12S mitochondrial rRNA chaperone 1	FALSE
214012_at	0.00149	0.000767	3.469884	-1.786652	0.7878891	ERAP1	endoplasmic reticulum aminopeptidase 1	ERAP1	endoplasmic reticulum aminopeptidase 1	FALSE
219759_at	0.105	0.0777	1.782057	-5.938494	0.7945088	ERAP2	endoplasmic reticulum aminopeptidase 2	ERAP2	endoplasmic reticulum aminopeptidase 2	FALSE
216836_s_at	0.358	0.305	-1.030063	-6.981294	-0.1741098	ERBB2	erb-b2 receptor tyrosine kinase 2	ERBB2	erb-b2 receptor tyrosine kinase 2	FALSE
226213_at	0.118	0.0889	-1.717818	-6.048349	-0.3795268	ERBB3	erb-b2 receptor tyrosine kinase 3	ERBB3	erb-b2 receptor tyrosine kinase 3	FALSE
214053_at	1.42e-12	1.51e-13	8.53087	20.057061	1.7558978	ERBB4	erb-b2 receptor tyrosine kinase 4	ERBB4	erb-b2 receptor tyrosine kinase 4	FALSE
217941_s_at	0.147	0.113	-1.599203	-6.241167	-0.11857	ERBIN	erbb2 interacting protein	ERBIN	erbb2 interacting protein	FALSE
226049_at	1.13e-06	3.4e-07	5.461537	5.64087	0.3608815	ERC1	ELKS/RAB6-interacting/CAST family member 1	ERC1	ELKS/RAB6-interacting/CAST family member 1	FALSE
203719_at	9.35e-07	2.78e-07	-5.507799	5.837576	-0.6436839	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	FALSE
213468_at	0.000985	0.000489	-3.6034	-1.363718	-0.2924744	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	FALSE
202176_at	0.904	0.885	0.144658	-7.502166	0.0125543	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	FALSE
235215_at	0.375	0.321	0.99639	-7.015303	0.0971376	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	FALSE
202414_at	1.47e-05	5.37e-06	4.806022	2.956986	0.4736868	ERCC5	ERCC excision repair 5, endonuclease	ERCC5	ERCC excision repair 5, endonuclease	FALSE
230108_at	1.92e-07	5.05e-08	-5.89196	7.504094	-0.4593499	ERCC6	ERCC excision repair 6, chromatin remodeling factor	ERCC6	ERCC excision repair 6, chromatin remodeling factor	FALSE
219650_at	5.1e-12	5.98e-13	-8.256802	18.695146	-1.0849288	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	ERCC6L	ERCC excision repair 6 like, spindle assembly checkpoint helicase	FALSE
