ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title
27090	0.288499	6.04E-02	0.079	-1.878029	-0.14828	915.62	ST6GALNAC4	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4"
64762	0.288592	6.04E-02	0.1052	-1.877788	-0.1974952	822.45	GAREM1	GRB2 associated regulator of MAPK1 subtype 1
1373	0.288619	6.04E-02	0.2642	1.877516	0.4960389	33.19	CPS1	carbamoyl-phosphate synthase 1
81831	0.288619	6.04E-02	0.2334	-1.877519	-0.4382372	101.47	NETO2	neuropilin and tolloid like 2
8711	0.288619	6.05E-02	0.0785	-1.877392	-0.1474622	1000.44	TNK1	tyrosine kinase non receptor 1
57403	0.288619	6.05E-02	0.0542	-1.877349	-0.1017198	1483.35	RAB22A	"RAB22A, member RAS oncogene family"
101928403	0.288761	6.05E-02	0.1286	1.877033	0.2414609	109.29	EIF2AK3-DT	EIF2AK3 divergent transcript
55187	0.288891	6.06E-02	0.1104	-1.876338	-0.2070601	4434.93	VPS13D	vacuolar protein sorting 13 homolog D
57648	0.288891	6.06E-02	0.056	-1.876352	-0.1051498	13462.31	KIAA1522	KIAA1522
8669	0.288891	6.06E-02	0.0694	-1.876657	-0.1302921	1552.68	EIF3J	eukaryotic translation initiation factor 3 subunit J
100507218	0.288891	6.06E-02	0.1309	1.876556	0.2456637	712.78	RNF157-AS1	RNF157 antisense RNA 1
6813	0.288891	6.06E-02	0.1055	-1.87635	-0.1979209	2991.07	STXBP2	syntaxin binding protein 2
22880	0.28896	6.06E-02	0.0486	-1.876133	-0.0912635	977.22	MORC2	MORC family CW-type zinc finger 2
102466722	0.289039	6.07E-02	0.1805	-1.875518	-0.3386173	10.31	MIR6730	microRNA 6730
105374264	0.289039	6.07E-02	0.256	1.875879	0.480167	10.4	LOC105374264	uncharacterized LOC105374264
55345	0.289039	6.07E-02	0.1106	1.875668	0.2074767	155	ZGRF1	zinc finger GRF-type containing 1
26190	0.289039	6.07E-02	0.0474	-1.875582	-0.088952	2233.93	FBXW2	F-box and WD repeat domain containing 2
51182	0.289039	6.07E-02	0.065	-1.875594	-0.1218514	1206.97	HSPA14	heat shock protein family A (Hsp70) member 14
93556	0.289353	6.08E-02	0.3814	1.874634	0.7150648	78.01	EGFEM1P	"EGF like and EMI domain containing 1, pseudogene"
730098	0.289353	6.08E-02	0.0968	1.874773	0.1814681	54.38	LOC730098	uncharacterized LOC730098
80344	0.289353	6.09E-02	0.0535	-1.874544	-0.1003613	4497.41	DCAF11	DDB1 and CUL4 associated factor 11
374879	0.289353	6.08E-02	0.1062	1.874809	0.1990738	126.28	ZNF699	zinc finger protein 699
101928032	0.289353	6.08E-02	0.2246	1.874721	0.4209704	154.82	LOC101928032	uncharacterized LOC101928032
728780	0.289444	6.09E-02	0.1228	1.874306	0.2302571	938	ANKDD1B	ankyrin repeat and death domain containing 1B
389658	0.289516	6.09E-02	0.1989	-1.874097	-0.3727884	33.16	ALKAL1	ALK and LTK ligand 1
101929494	0.289544	6.09E-02	0.1655	1.873955	0.3101152	114.22	LOC101929494	uncharacterized LOC101929494
10753	0.289588	6.10E-02	0.1186	-1.873737	-0.2221592	2950.43	CAPN9	calpain 9
5255	0.289588	6.10E-02	0.0683	-1.873691	-0.1279204	679.28	PHKA1	phosphorylase kinase regulatory subunit alpha 1
22924	0.289784	6.10E-02	0.0978	1.873292	0.1831395	4071.34	MAPRE3	microtubule associated protein RP/EB family member 3
105374772	0.289965	6.11E-02	0.1236	1.872918	0.23152	18.35	LOC105374772	replaced by ID 105374773
8428	0.289992	6.11E-02	0.0747	-1.872732	-0.139895	3750.32	STK24	serine/threonine kinase 24
645426	0.289992	6.11E-02	0.1112	-1.87268	-0.208311	75.45	TMEM191C	transmembrane protein 191C
85414	0.290266	6.12E-02	0.1521	-1.871938	-0.2846605	946.13	SLC45A3	solute carrier family 45 member 3
2859	0.290266	6.13E-02	0.199	-1.871549	-0.3724549	437.9	GPR35	G protein-coupled receptor 35
6608	0.290266	6.13E-02	0.1402	1.871472	0.262353	231.59	SMO	"smoothened, frizzled class receptor"
100506305	0.290266	6.13E-02	0.1074	1.871539	0.2009825	224.07	LINC00958	long intergenic non-protein coding RNA 958
5888	0.290266	6.13E-02	0.1039	-1.871623	-0.1944695	64.64	RAD51	RAD51 recombinase
4166	0.290266	6.13E-02	0.0796	-1.871658	-0.1490614	9128.18	CHST6	carbohydrate sulfotransferase 6
79651	0.290266	6.13E-02	0.1971	-1.87151	-0.3689068	847.04	RHBDF2	rhomboid 5 homolog 2
1829	0.290266	6.13E-02	0.1196	-1.871487	-0.223746	2782.93	DSG2	desmoglein 2
400946	0.290311	6.15E-02	0.1814	1.8698	0.3392106	72.07	LINC00954	long intergenic non-protein coding RNA 954
8647	0.290311	6.15E-02	0.1659	-1.87018	-0.3103455	398.59	ABCB11	ATP binding cassette subfamily B member 11
3628	0.290311	6.17E-02	0.1221	-1.86861	-0.2281235	850.09	INPP1	inositol polyphosphate-1-phosphatase
644714	0.290311	6.16E-02	0.0398	-1.86942	-0.0744583	473.19	LIMD1-AS1	LIMD1 antisense RNA 1
9435	0.290311	6.15E-02	0.283	-1.869642	-0.5290469	191.15	CHST2	carbohydrate sulfotransferase 2
9575	0.290311	6.16E-02	0.0762	-1.86933	-0.1424589	1076.59	CLOCK	clock circadian regulator
107986395	0.290311	6.17E-02	0.3172	1.86855	0.592704	12.49	LOC107986395	uncharacterized LOC107986395
728723	0.290311	6.15E-02	0.1673	-1.870069	-0.3129214	16.85	ZBED3-AS1	ZBED3 antisense RNA 1
102724557	0.290311	6.14E-02	0.3753	-1.870418	-0.7018764	29.69	LOC102724557	uncharacterized LOC102724557
282890	0.290311	6.13E-02	0.1476	1.871034	0.276216	85.61	ZNF311	zinc finger protein 311
5980	0.290311	6.16E-02	0.0946	1.869056	0.1768848	935.07	REV3L	"REV3 like, DNA directed polymerase zeta catalytic subunit"
107986806	0.290311	6.15E-02	0.1691	1.869792	0.3160892	33.43	LINC02848	long intergenic non-protein coding RNA 2848
105377786	0.290311	6.15E-02	0.219	1.869668	0.4094975	65.21	LOC105377786	replaced by ID 105377785
27257	0.290311	6.16E-02	0.0562	-1.869098	-0.1050345	1003.43	LSM1	"LSM1 homolog, mRNA degradation associated"
138050	0.290311	6.16E-02	0.0774	-1.869436	-0.1447743	2716.96	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
158381	0.290311	6.14E-02	0.1201	1.870886	0.2247445	32.28	ATP8B5P	"ATPase phospholipid transporting 8B5, pseudogene"
401509	0.290311	6.14E-02	0.1076	1.870596	0.2012759	214.46	ZNF658B	zinc finger protein 658B (pseudogene)
23446	0.290311	6.13E-02	0.0772	-1.871095	-0.1443792	2209.5	SLC44A1	solute carrier family 44 member 1
100499227	0.290311	6.16E-02	0.1491	1.869367	0.2787161	323.36	USP2-AS1	USP2 antisense RNA 1
23416	0.290311	6.14E-02	0.1105	1.870751	0.2067686	1833.29	KCNH3	potassium voltage-gated channel subfamily H member 3
9671	0.290311	6.15E-02	0.5738	1.869708	1.0728607	14.59	WSCD2	WSC domain containing 2
54916	0.290311	6.14E-02	0.0645	-1.870621	-0.1206676	1244.31	TMEM260	transmembrane protein 260
100529261	0.290311	6.16E-02	0.0491	-1.868981	-0.0918427	599.01	CHURC1-FNTB	CHURC1-FNTB readthrough
10243	0.290311	6.14E-02	0.0557	-1.870407	-0.1042594	387.25	GPHN	gephyrin
6457	0.290311	6.17E-02	0.1849	1.868608	0.3454748	215.85	SH3GL3	"SH3 domain containing GRB2 like 3, endophilin A3"
102723385	0.290311	6.17E-02	0.1204	1.868583	0.2250238	89.72	COQ7-DT	COQ7 divergent transcript
54550	0.290311	6.16E-02	0.4015	1.869098	0.7504413	28.4	NECAB2	N-terminal EF-hand calcium binding protein 2
126432	0.290311	6.17E-02	0.0873	1.868652	0.1630605	225.42	RINL	Ras and Rab interactor like
5634	0.290311	6.16E-02	0.0766	-1.869057	-0.1431471	1766.51	PRPS2	phosphoribosyl pyrophosphate synthetase 2
23317	0.290333	6.19E-02	0.0773	-1.867364	-0.1443208	1324.5	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13
101929134	0.290333	6.18E-02	0.1822	1.867759	0.3402699	18.02	PIGY-DT	PIGY divergent transcript
153733	0.290333	6.17E-02	0.0979	1.868217	0.1828679	222.4	CCDC112	coiled-coil domain containing 112
4796	0.290333	6.18E-02	0.116	-1.867393	-0.2165876	179.36	TONSL	"tonsoku like, DNA repair protein"
55335	0.290333	6.18E-02	0.1134	1.867951	0.2118536	344.84	NIPSNAP3B	nipsnap homolog 3B
35	0.290333	6.19E-02	0.0839	-1.86734	-0.1566678	1060.79	ACADS	acyl-CoA dehydrogenase short chain
2073	0.290333	6.18E-02	0.0455	-1.867655	-0.0849874	1203.54	ERCC5	"ERCC excision repair 5, endonuclease"
51763	0.290333	6.18E-02	0.0873	-1.867487	-0.163062	1164.45	INPP5K	inositol polyphosphate-5-phosphatase K
64149	0.290333	6.17E-02	0.0508	1.868169	0.0948115	924.52	C17orf75	chromosome 17 open reading frame 75
342618	0.290333	6.18E-02	0.1492	1.868026	0.2786882	22.51	SLFN14	schlafen family member 14
50509	0.290333	6.18E-02	0.2163	1.867834	0.4040404	34.04	COL5A3	collagen type V alpha 3 chain
6714	0.290333	6.18E-02	0.1044	-1.867636	-0.1949732	1975.99	SRC	"SRC proto-oncogene, non-receptor tyrosine kinase"
10309	0.290369	6.19E-02	0.16	-1.867188	-0.2987698	4170.81	CCNO	cyclin O
79836	0.29045	6.19E-02	0.1225	1.866966	0.2286102	251.49	LONRF3	LON peptidase N-terminal domain and ring finger 3
587	0.290485	6.19E-02	0.0799	-1.866815	-0.1491329	1069.27	BCAT2	branched chain amino acid transaminase 2
389668	0.290504	6.19E-02	0.2502	1.866688	0.4671315	16.21	XKR9	XK related 9
23043	0.290608	6.20E-02	0.1783	1.866183	0.3328319	258.43	TNIK	TRAF2 and NCK interacting kinase
166647	0.290608	6.20E-02	0.0963	1.866279	0.1797822	1157.69	ADGRA3	adhesion G protein-coupled receptor A3
353088	0.290608	6.20E-02	0.0881	1.866379	0.1643667	901.61	ZNF429	zinc finger protein 429
64073	0.290608	6.20E-02	0.1518	-1.866138	-0.2832213	4035.04	C19orf33	chromosome 19 open reading frame 33
3837	0.290653	6.21E-02	0.0662	-1.865874	-0.1235447	5154.25	KPNB1	karyopherin subunit beta 1
107985694	0.290653	6.20E-02	0.1244	1.865955	0.2320944	44.24	LOC107985694	uncharacterized LOC107985694
26521	0.290742	6.21E-02	0.0759	-1.86564	-0.1416431	1092	TIMM8B	translocase of inner mitochondrial membrane 8 homolog B
285590	0.290904	6.21E-02	0.1127	-1.865295	-0.210137	1855.69	SH3PXD2B	SH3 and PX domains 2B
653275	0.291001	6.22E-02	0.2996	1.86505	0.5588068	36.25	CFC1B	"cripto, FRL-1, cryptic family 1B"
654790	0.291062	6.22E-02	0.1413	1.864859	0.2634908	708.69	PCP4L1	Purkinje cell protein 4 like 1
107986820	0.291123	6.22E-02	0.122	1.864669	0.2275217	23.67	LOC107986820	uncharacterized LOC107986820
9779	0.29121	6.23E-02	0.0742	1.864438	0.1382977	1576.86	TBC1D5	TBC1 domain family member 5
23390	0.29134	6.23E-02	0.0768	1.864143	0.1430903	782.28	ZDHHC17	zinc finger DHHC-type palmitoyltransferase 17
957	0.291416	6.23E-02	0.1175	-1.863929	-0.2189485	1669.1	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)
100129250	0.29147	6.24E-02	0.0702	1.863749	0.1308959	180.91	SMIM27	small integral membrane protein 27
105371254	0.291668	6.24E-02	0.1493	1.863251	0.2781097	20.82	LOC105371254	uncharacterized LOC105371254
651430	0.291668	6.24E-02	0.1552	1.863154	0.2892544	38.26	FLJ38576	uncharacterized LOC651430
84674	0.291668	6.24E-02	0.1169	-1.863233	-0.2178318	472.15	CARD6	caspase recruitment domain family member 6
143662	0.291766	6.25E-02	0.1471	1.86281	0.2740501	2706.27	MUC15	"mucin 15, cell surface associated"
91582	0.291766	6.25E-02	0.0835	-1.862868	-0.1555058	2143.24	RPS19BP1	ribosomal protein S19 binding protein 1
729338	0.292277	6.26E-02	0.1639	1.861936	0.3051307	29.62	CETN4P	"centrin 4, pseudogene"
5522	0.292593	6.27E-02	0.415	-1.861359	-0.772409	35.69	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
105416157	0.292764	6.27E-02	0.1972	-1.861001	-0.3669252	16.6	NKILA	NF-kappaB interacting lncRNA
27345	0.292807	6.28E-02	0.4215	-1.860772	-0.7842528	41.08	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4
2077	0.292807	6.28E-02	0.1025	1.860742	0.1908099	1489.48	ERF	ETS2 repressor factor
8396	0.29286	6.28E-02	0.0467	1.860563	0.0869704	2144.73	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
280636	0.293062	6.29E-02	0.0657	-1.86016	-0.1221207	3414.66	SELENOH	selenoprotein H
389	0.293111	6.29E-02	0.0873	-1.859886	-0.1623766	5194.5	RHOC	ras homolog family member C
199223	0.293111	6.29E-02	0.1031	1.859724	0.1917057	4628.13	TTC21A	tetratricopeptide repeat domain 21A
107986669	0.293111	6.29E-02	0.1688	1.859899	0.313988	4899.64	LOC107986669	uncharacterized LOC107986669
283373	0.293111	6.29E-02	0.0767	-1.859695	-0.1426629	2079.03	ANKRD52	ankyrin repeat domain 52
101929184	0.293242	6.30E-02	0.1929	1.859326	0.3586311	21.16	LINC01031	long intergenic non-protein coding RNA 1031
23051	0.293242	6.30E-02	0.0581	-1.859301	-0.1079743	609.82	ZHX3	zinc fingers and homeoboxes 3
100996419	0.293352	6.30E-02	0.1372	1.859036	0.2550529	152.3	MRNIP-DT	MRNIP divergent transcript
27299	0.293367	6.30E-02	0.381	-1.858917	-0.7082436	66.29	ADAMDEC1	ADAM like decysin 1
55454	0.293511	6.31E-02	0.1283	1.858602	0.2384589	363.51	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2
107987295	0.293575	6.31E-02	0.2211	-1.858406	-0.4109566	29.45	LINC02246	long intergenic non-protein coding RNA 2246
124152	0.293841	6.32E-02	0.0942	1.857907	0.1749866	2188.92	IQCK	IQ motif containing K
132203	0.293958	6.32E-02	0.1362	1.857535	0.2530151	20040.32	SNTN	"sentan, cilia apical structure protein"
60485	0.293958	6.32E-02	0.071	1.85754	0.1318659	1026.14	SAV1	salvador family WW domain containing protein 1
107985263	0.29398	6.33E-02	0.1043	1.857404	0.1936417	611.56	LOC107985263	
11009	0.294162	6.33E-02	0.1144	1.856778	0.212358	30.33	IL24	interleukin 24
9197	0.294162	6.34E-02	0.0691	-1.856448	-0.1282381	1249.78	SLC33A1	solute carrier family 33 member 1
23506	0.294162	6.34E-02	0.0468	1.856643	0.0869794	748.17	BICRAL	BICRA like chromatin remodeling complex associated protein
2309	0.294162	6.34E-02	0.0609	1.85663	0.1131338	2403.97	FOXO3	forkhead box O3
8468	0.294162	6.34E-02	0.1196	1.856533	0.2220704	66.8	FKBP6	FKBP prolyl isomerase family member 6 (inactive)
254048	0.294162	6.33E-02	0.0527	1.856768	0.097922	1750.73	UBN2	ubinuclein 2
105372275	0.294162	6.33E-02	0.1687	1.856967	0.3133604	66.65	LOC105372275	
375035	0.294379	6.35E-02	0.0582	-1.855926	-0.1080627	2173.79	SFT2D2	SFT2 domain containing 2
101927102	0.294379	6.35E-02	0.0651	-1.856006	-0.1207602	182.3	ITFG1-AS1	ITFG1 antisense RNA 1
403323	0.294464	6.35E-02	0.2167	-1.855699	-0.4021917	35.46	LERFS	"lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting"
84100	0.294599	6.35E-02	0.1029	1.855399	0.1909313	1180.05	ARL6	ADP ribosylation factor like GTPase 6
107985065	0.294671	6.36E-02	0.1802	1.855193	0.3343619	13.24	LOC107985065	uncharacterized LOC107985065
54332	0.294918	6.36E-02	0.1049	1.854722	0.1946163	556.49	GDAP1	ganglioside induced differentiation associated protein 1
105377792	0.294948	6.37E-02	0.2906	1.85458	0.5388789	43.12	LOC105377792	replaced by ID 105377785
279	0.295243	6.38E-02	0.151	1.853908	0.2799906	93.19	AMY2A	amylase alpha 2A
81796	0.295243	6.38E-02	0.3651	-1.853746	-0.6768484	399.08	SLCO5A1	solute carrier organic anion transporter family member 5A1
105369325	0.295243	6.37E-02	0.2368	1.85398	0.4389442	128.84	LOC105369325	uncharacterized LOC105369325
105369339	0.295243	6.38E-02	0.1831	1.853821	0.3394255	11.93	LOC105369339	uncharacterized LOC105369339
10290	0.295372	6.38E-02	0.1957	1.85326	0.3626372	100.5	SPEG	striated muscle enriched protein kinase
167227	0.295372	6.38E-02	0.0438	1.853356	0.0812171	1290.53	DCP2	decapping mRNA 2
56946	0.295372	6.38E-02	0.0664	1.85332	0.1230114	843.57	EMSY	"EMSY transcriptional repressor, BRCA2 interacting"
362	0.295412	6.39E-02	0.1336	-1.853102	-0.2476524	12529.88	AQP5	aquaporin 5
728492	0.295494	6.39E-02	0.0848	-1.852688	-0.1571934	381.52	SERF1B	small EDRK-rich factor 1B
107987157	0.295494	6.39E-02	0.323	-1.852828	-0.5983945	16.18	LOC107987157	uncharacterized LOC107987157
338442	0.295494	6.39E-02	0.2666	1.852726	0.4939459	3112.56	HCAR2	hydroxycarboxylic acid receptor 2
3665	0.295665	6.40E-02	0.1687	1.852284	0.312402	1033.15	IRF7	interferon regulatory factor 7
89778	0.295665	6.40E-02	0.3109	-1.852236	-0.5758553	5442.55	SERPINB11	serpin family B member 11
83641	0.295737	6.40E-02	0.0807	-1.852031	-0.1493667	8492.1	FAM107B	family with sequence similarity 107 member B
105376794	0.295772	6.41E-02	0.1519	-1.851603	-0.2811672	1623.5	LOC105376794	
102723582	0.295772	6.41E-02	0.1754	1.851398	0.3247286	36.01	WDR5B-DT	WDR5B divergent transcript
105375273	0.295772	6.41E-02	0.4722	1.85141	0.8742369	27.46	LINC02838	long intergenic non-protein coding RNA 2838
54461	0.295772	6.41E-02	0.1032	-1.851542	-0.1910716	4586.5	FBXW5	F-box and WD repeat domain containing 5
105370849	0.295772	6.41E-02	0.4144	-1.851605	-0.7673358	14.65	LOC105370849	replaced by ID 255180
4924	0.295772	6.41E-02	0.0943	-1.851477	-0.1746251	4924.59	NUCB1	nucleobindin 1
4037	0.295772	6.41E-02	0.1376	-1.8513	-0.2547461	479.96	LRP3	LDL receptor related protein 3
221786	0.295853	6.42E-02	0.0384	1.851038	0.071132	418.58	FAM200A	family with sequence similarity 200 member A
102724814	0.295853	6.42E-02	0.0965	-1.850984	-0.1786709	1028.85	AP1G2-AS1	AP1G2 antisense RNA 1
619505	0.295872	6.42E-02	0.1626	-1.850858	-0.3010404	13.33	SNORA21	"small nucleolar RNA, H/ACA box 21"
10391	0.295893	6.42E-02	0.3947	1.850731	0.7304009	533.34	CORO2B	coronin 2B
203054	0.296102	6.43E-02	0.0787	-1.850318	-0.1456781	536.44	ADCK5	aarF domain containing kinase 5
89832	0.296459	6.44E-02	0.2174	-1.849588	-0.4020194	67.46	CHRFAM7A	CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion
58488	0.296459	6.44E-02	0.0783	-1.849675	-0.1448183	609.25	PCTP	phosphatidylcholine transfer protein
114932	0.296498	6.44E-02	0.0475	1.84933	0.0877922	2802.13	MRFAP1L1	Morf4 family associated protein 1 like 1
401124	0.296498	6.44E-02	0.1376	1.849391	0.2544141	6861.83	DTHD1	death domain containing 1
341019	0.296498	6.44E-02	0.1494	1.849239	0.276342	1573.12	DCDC1	doublecortin domain containing 1
55083	0.296515	6.44E-02	0.2343	1.849095	0.433198	128.47	KIF26B	kinesin family member 26B
1058	0.296515	6.45E-02	0.2846	-1.84902	-0.5261945	13.34	CENPA	centromere protein A
85417	0.296539	6.45E-02	0.1535	1.848888	0.2837933	75.59	CCNB3	cyclin B3
22952	0.296571	6.45E-02	0.1606	-1.848743	-0.2968381	26.43	CYP2G1P	"cytochrome P450 family 2 subfamily G member 1, pseudogene"
101928351	0.296654	6.46E-02	0.217	1.848293	0.4010607	39.3	LOC101928351	uncharacterized LOC101928351
51726	0.296654	6.45E-02	0.1224	-1.848438	-0.2261581	1901.09	DNAJB11	DnaJ heat shock protein family (Hsp40) member B11
3148	0.296654	6.46E-02	0.0902	1.848291	0.1666344	1526.27	HMGB2	high mobility group box 2
9644	0.296654	6.46E-02	0.0881	-1.848231	-0.1628948	3728.73	SH3PXD2A	SH3 and PX domains 2A
134265	0.296756	6.46E-02	0.1756	1.847982	0.324435	438.33	AFAP1L1	actin filament associated protein 1 like 1
100652865	0.296775	6.46E-02	0.1326	1.847856	0.2450079	31.1	LINC00539	long intergenic non-protein coding RNA 539
9014	0.296819	6.47E-02	0.1164	1.847612	0.2150653	389.46	TAF1B	"TATA-box binding protein associated factor, RNA polymerase I subunit B"
85021	0.296819	6.47E-02	0.0919	1.847489	0.1698392	2444.24	REPS1	RALBP1 associated Eps domain containing 1
57727	0.296819	6.47E-02	0.036	1.847499	0.0665371	1790.95	NCOA5	nuclear receptor coactivator 5
347404	0.296819	6.47E-02	0.1245	-1.847404	-0.2300523	78.41	LANCL3	LanC like family member 3
101927657	0.29698	6.47E-02	0.3116	1.847066	0.5754679	9	LOC101927657	uncharacterized LOC101927657
79630	0.297026	6.49E-02	0.133	-1.845664	-0.2455462	57	C1orf54	chromosome 1 open reading frame 54
81607	0.297026	6.49E-02	0.102	-1.845856	-0.1882974	4083.49	NECTIN4	nectin cell adhesion molecule 4
647215	0.297026	6.50E-02	0.261	-1.845585	-0.4816114	72.87	MROH3P	"maestro heat like repeat family member 3, pseudogene"
1788	0.297026	6.49E-02	0.0626	-1.845926	-0.1155831	932.25	DNMT3A	DNA methyltransferase 3 alpha
9577	0.297026	6.49E-02	0.0573	-1.845726	-0.1057791	1289.18	BABAM2	BRISC and BRCA1 A complex member 2
79031	0.297026	6.49E-02	0.0576	-1.845953	-0.106404	818.64	PDCL3	phosducin like 3
164781	0.297026	6.50E-02	0.176	1.845598	0.3248659	2569.05	DAW1	dynein assembly factor with WD repeats 1
25791	0.297026	6.50E-02	0.1134	1.845551	0.2092684	609.88	NGEF	neuronal guanine nucleotide exchange factor
100507557	0.297026	6.48E-02	0.0698	1.84638	0.1287899	247	EPM2A-DT	EPM2A divergent transcript
2998	0.297026	6.49E-02	0.2299	1.846113	0.4243477	27.64	GYS2	glycogen synthase 2
5611	0.297026	6.49E-02	0.0824	-1.845889	-0.1521002	3580.8	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
5106	0.297026	6.49E-02	0.0905	-1.846161	-0.167145	710.99	PCK2	"phosphoenolpyruvate carboxykinase 2, mitochondrial"
64506	0.297026	6.49E-02	0.1747	1.845848	0.3223871	337.37	CPEB1	cytoplasmic polyadenylation element binding protein 1
9367	0.297026	6.49E-02	0.0816	-1.845615	-0.1506945	893.01	RAB9A	"RAB9A, member RAS oncogene family"
92002	0.297026	6.49E-02	0.0583	-1.846221	-0.1076175	719.27	CCNQ	cyclin Q
110006322	0.297179	6.50E-02	0.1131	1.845225	0.2086081	2284.65	PKD1P5-LOC105376752	PKD1P5-LOC105376752 readthrough
107986136	0.297184	6.50E-02	0.0958	-1.845098	-0.1768293	173.73	IL20RB-AS1	IL20RB antisense RNA 1
79077	0.297184	6.50E-02	0.0701	-1.845025	-0.1294261	1415.07	DCTPP1	dCTP pyrophosphatase 1
1066	0.297201	6.51E-02	0.2385	1.844904	0.4400217	19466.89	CES1	carboxylesterase 1
10973	0.297431	6.51E-02	0.0788	-1.844365	-0.1452462	1365.35	ASCC3	activating signal cointegrator 1 complex subunit 3
10017	0.297431	6.51E-02	0.1389	1.844424	0.256146	17.27	BCL2L10	BCL2 like 10
100506514	0.297457	6.51E-02	0.1357	1.844231	0.25017	58.47	LOC100506514	replaced by ID 10606
5744	0.297463	6.52E-02	0.3021	-1.844124	-0.5571353	86.76	PTHLH	parathyroid hormone like hormone
85463	0.297551	6.52E-02	0.0967	1.843896	0.178376	587.75	ZC3H12C	zinc finger CCCH-type containing 12C
3257	0.297585	6.52E-02	0.0896	-1.84375	-0.1652119	2126.38	HPS1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1
80184	0.297687	6.53E-02	0.1158	1.8435	0.213497	1240.73	CEP290	centrosomal protein 290
83743	0.297794	6.53E-02	0.071	-1.843243	-0.1309352	1599.58	GRWD1	glutamate rich WD repeat containing 1
54768	0.298166	6.54E-02	0.156	1.842589	0.2873779	8412.29	HYDIN	HYDIN axonemal central pair apparatus protein
4774	0.298378	6.55E-02	0.0793	1.841987	0.1460386	2032.49	NFIA	nuclear factor I A
6375	0.298378	6.55E-02	0.3429	1.841826	0.6316049	13.93	XCL1	X-C motif chemokine ligand 1
22874	0.298378	6.55E-02	0.0771	-1.841647	-0.1420702	1791.64	PLEKHA6	pleckstrin homology domain containing A6
65975	0.298378	6.55E-02	0.1286	1.842096	0.2368085	4178.03	STK33	serine/threonine kinase 33
55110	0.298378	6.55E-02	0.071	-1.841917	-0.1307795	299.3	MAGOHB	"mago homolog B, exon junction complex subunit"
7083	0.298378	6.55E-02	0.161	-1.841598	-0.2964787	234.2	TK1	thymidine kinase 1
4674	0.298378	6.55E-02	0.1714	1.841599	0.315662	71.08	NAP1L2	nucleosome assembly protein 1 like 2
5686	0.298527	6.56E-02	0.0777	-1.84085	-0.1429656	3646.33	PSMA5	proteasome 20S subunit alpha 5
965	0.298527	6.56E-02	0.0983	-1.840849	-0.1810144	502.45	CD58	CD58 molecule
9398	0.298527	6.57E-02	0.069	-1.8408	-0.1269542	832.55	CD101	CD101 molecule
26227	0.298527	6.56E-02	0.1436	1.841082	0.2644229	1096.44	PHGDH	phosphoglycerate dehydrogenase
64091	0.298527	6.56E-02	0.0812	1.84115	0.14951	191.94	POPDC2	popeye domain containing 2
225	0.298527	6.56E-02	0.1916	1.841195	0.3526811	260.88	ABCD2	ATP binding cassette subfamily D member 2
127495	0.298696	6.57E-02	0.089	1.84045	0.1637593	106.45	LRRC39	leucine rich repeat containing 39
107985246	0.298698	6.58E-02	0.1078	1.839969	0.1982639	322.33	CSRP1-AS1	CSRP1 antisense RNA 1
55224	0.298698	6.58E-02	0.1429	1.83998	0.2628604	728.08	ETNK2	ethanolamine kinase 2
100996582	0.298698	6.57E-02	0.3064	1.840126	0.5637613	46.18	FAM74A7	family with sequence similarity 74 member A7
5436	0.298698	6.57E-02	0.0718	-1.840173	-0.1320831	1147.03	POLR2G	RNA polymerase II subunit G
219931	0.298698	6.57E-02	0.1081	-1.840159	-0.198934	373.53	TPCN2	two pore segment channel 2
144811	0.298698	6.58E-02	0.0887	-1.839872	-0.1631805	537.11	LACC1	laccase domain containing 1
10885	0.298792	6.58E-02	0.0821	1.839636	0.1509422	1892.33	WDR3	WD repeat domain 3
65258	0.298814	6.58E-02	0.038	-1.839507	-0.069837	1530.54	MPPE1	metallophosphoesterase 1
7133	0.298922	6.59E-02	0.4292	1.838997	0.7893709	1148.1	TNFRSF1B	TNF receptor superfamily member 1B
9076	0.298922	6.59E-02	0.1374	1.838977	0.2525882	4458.93	CLDN1	claudin 1
975	0.298922	6.59E-02	0.0844	1.839122	0.1553012	16144.99	CD81	CD81 molecule
388335	0.298922	6.59E-02	0.0973	1.838962	0.1789852	684.19	TMEM220	transmembrane protein 220
59352	0.299022	6.60E-02	0.2634	1.838461	0.4842123	575.46	LGR6	leucine rich repeat containing G protein-coupled receptor 6
100131814	0.299022	6.60E-02	0.1494	1.83843	0.2745899	167.58	AHI1-DT	AHI1 divergent transcript
