Updated.gene.symbol	logFC	P.Value
GOLGA8N	0.4116895	0.000314
GOLGA8O	0.4009786	0.000343
GOLGA8Q	0.4829783	0.000125
GOLGA8R	0.4266639	0.000425
GOLGA8S	0.3286298	0.032
GOLGA8T	0.4286462	0.000303
GOLGB1	0.0940273	0.103
GOLIM4	-0.0983973	0.131
GOLM1	-0.1552137	0.0226
GOLM2	-0.1112564	0.0456
GOLPH3	-0.1736682	0.00012
GOLPH3L	-0.1860221	6.41e-05
GOLT1A	-0.0469509	0.673
GOLT1B	-0.2153869	0.00335
GON4L	0.1959038	0.000159
GON7	-0.1779584	0.00972
GOPC	-0.001066	0.976
GORAB	0.0275318	0.603
GORASP1	0.0683412	0.0174
GORASP2	-0.2746685	0.00258
GOSR1	-0.0656328	0.113
GOSR2	-0.0489578	0.279
GOT1	-0.1567061	3.07e-05
GOT1-DT	0.4423882	0.00092
GOT2	-0.1595411	0.00554
GP1BA	0.2094477	0.148
GP1BB	-0.1273037	0.282
GP2	-0.2148306	0.534
GP5	0.1388345	0.39
GP6	0.0980305	0.512
GP6-AS1	0.3005477	0.00684
GP9	0.2444779	0.017
GPA33	-0.1205933	0.72
GPAA1	-0.0492261	0.33
GPALPP1	0.0393252	0.294
GPAM	-0.0480919	0.27
GPANK1	-0.0762197	0.123
GPAT2	0.188152	0.107
GPAT3	0.0355304	0.843
GPAT4	-0.0144894	0.75
GPAT4-AS1	-0.1286263	0.348
GPATCH1	-0.0770606	0.0787
GPATCH11	-0.0782522	0.177
GPATCH2	0.1061595	0.0246
GPATCH2L	0.1584279	0.0078
GPATCH3	-0.0482812	0.264
GPATCH4	-0.1186838	0.0639
GPATCH8	0.1642185	0.000332
GPBAR1	-0.0221376	0.934
GPBP1	-0.0736694	0.0438
GPBP1L1	-0.0484603	0.0928
GPC1	0.0804469	0.5
GPC1-AS1	0.3236939	0.114
GPC2	0.4574286	0.00361
GPC3	0.1174625	0.553
GPC4	-0.1203527	0.0818
GPC5-AS1	-0.5784387	0.0655
GPCPD1	0.1588882	0.122
GPD1	-0.2198613	0.255
GPD1L	-0.0435473	0.381
GPD2	-0.0874087	0.205
GPER1	0.140363	0.54
GPHA2	0.4459006	0.0623
GPHN	-0.1462177	0.00111
GPI	-0.0198789	0.79
GPIHBP1	0.0334601	0.941
GPKOW	-0.1113531	0.00471
GPLD1	0.246622	0.00252
GPM6B	0.1317498	0.145
GPN1	-0.1351721	0.00108
GPN2	0.0088975	0.821
GPN3	-0.2196243	8.98e-05
GPNMB	0.2352839	0.59
GPR107	0.0040456	0.912
GPR108	-0.041751	0.396
GPR132	-0.0178064	0.903
GPR135	0.2007613	0.0441
GPR137	-0.0341608	0.515
GPR137B	-0.0482622	0.629
GPR137C	0.3828683	0.0533
GPR141	0.0503705	0.818
GPR143	-0.1089561	0.223
GPR146	0.3859257	0.0177
GPR15	-0.7368776	0.0904
GPR153	-0.1942637	0.414
GPR155	0.1878327	0.17
GPR155-DT	-0.1441173	0.141
GPR156	0.2180841	0.189
GPR157	-0.0418352	0.543
GPR160	-0.2715975	0.00338
GPR161	-0.0044465	0.962
GPR162	0.0354207	0.628
GPR171	-0.1385582	0.537
GPR173	0.2507111	0.0285
GPR174	0.1836623	0.357
GPR176	0.0434563	0.831
GPR179	0.7073738	0.000122
GPR18	0.070606	0.728
GPR180	-0.0229841	0.633
GPR183	-0.515028	0.0246
GPR19	0.0434629	0.553
GPR199P	0.3507949	0.00109
GPR25	-0.0275743	0.913
GPR27	-0.3279114	0.00697
GPR34	-0.0541597	0.816
GPR35	0.2417246	0.0638
GPR37	-0.4668279	0.0115
GPR37L1	-0.0450016	0.617
GPR39	0.0987346	0.273
GPR55	-0.0829515	0.673
GPR62	0.2422142	0.132
GPR63	-0.2746849	0.0592
GPR65	-0.2182063	0.386
GPR68	0.4620554	0.00134
GPR75	0.1375174	0.0543
GPR75-ASB3	-0.0387267	0.243
GPR82	0.0495665	0.849
GPR83	0.0958468	0.648
GPR85	0.0604224	0.778
GPR87	-0.3087603	0.0489
GPR89A	-0.1126751	0.0503
GPR89B	-0.0773906	0.196
GPRASP1	0.2919412	0.0113
GPRASP2	0.0264073	0.666
GPRASP3	-0.0377418	0.475
GPRC5A	-0.1249343	0.415
GPRC5B	-0.1135383	0.0238
GPRC5C	-0.21025	0.0106
GPRC5D	0.1902688	0.115
GPRC5D-AS1	-0.1232295	0.0171
GPRIN1	-0.0757133	0.455
GPRIN2	0.5224474	0.000542
GPRIN3	-0.010249	0.966
GPS1	-0.074471	0.0732
GPS2	0.0020487	0.963
GPSM1	0.4908509	0.0176
GPSM2	-0.0079717	0.906
GPSM3	-0.0003696	0.997
GPT	0.0004635	0.997
GPT2	-0.1391364	0.412
GPX1	-0.2793159	0.00233
GPX2	-0.2098658	0.579
GPX3	0.1031702	0.521
GPX4	-0.206189	0.00526
GPX7	-0.3988688	0.000221
GPX8	-0.1713615	0.0149
GRAMD1A	0.1352671	0.129
GRAMD1B	0.0919778	0.541
GRAMD1C	0.0523865	0.443
GRAMD2A	0.5425285	0.000237
GRAMD2B	0.0121222	0.867
GRAMD4	0.0173881	0.827
GRAP	0.1911298	0.202
GRAP2	0.1893058	0.285
GRAPL	0.2119879	0.24
GRB10	-0.1139991	0.271
GRB14	0.0229702	0.943
GRB2	-0.0779925	0.296
GRB7	0.086002	0.178
GREB1	0.1043666	0.675
GREB1L	0.2091826	0.135
GREM1	0.0467821	0.906
GREM1-AS1	-0.009602	0.978
GREP1	0.7162611	0.000778
GRHL1	0.1411533	0.019
GRHL2	0.0610737	0.135
GRHL2-DT	0.0203341	0.744
GRHL3	-0.1264648	0.328
GRHL3-AS1	0.2839405	0.0677
GRHPR	-0.1287762	0.0183
GRIA2	0.1003566	0.723
GRID2IP	0.3261755	0.000177
GRIFIN	0.6894835	0.00599
GRIK1	0.2619487	0.174
GRIK2	-0.2641167	0.106
GRIK4	0.4227988	0.186
GRIK5	0.2248834	0.259
GRIN1	0.0650135	0.695
GRIN2A	0.1471773	0.68
GRIN2C	0.2692514	0.0719
GRIN2D	0.3756287	0.00526
GRIN3A	0.0987537	0.302
GRIN3B	0.0992091	0.374
GRINA	0.0103319	0.881
GRIP1	-0.1332629	0.177
GRIP2	0.0411397	0.726
GRIPAP1	0.1238324	0.000456
GRK2	-0.0446254	0.501
GRK3	0.2213819	0.00642
GRK4	0.0707418	0.451
GRK5	-0.2412779	0.0865
GRK6	-0.1262685	0.159
GRK7	-0.1546306	0.411
GRM1	0.3747355	0.249
GRM2	0.1000729	0.596
GRM4	0.2244449	0.0841
GRM5	-0.0624464	0.817
GRM5-AS1	-0.0143462	0.957
GRM6	0.2162167	0.25
GRM7	0.147906	0.0965
GRN	-0.1040964	0.532
GRP	0.0068428	0.983
GRPEL1	-0.1971069	0.000351
GRPEL2	-0.0561536	0.241
GRPEL2-AS1	-0.025468	0.826
GRSF1	-0.1023534	0.00873
GRTP1	0.0059405	0.905
GRTP1-AS1	0.0900204	0.315
GRWD1	-0.1321355	0.00361
GSAP	0.2491371	0.00068
GSDMB	0.111596	0.387
GSDMC	0.0168427	0.92
GSDMD	-0.0437071	0.532
GSDME	-0.1666399	0.173
GSE1	0.1993177	1.77e-05
GSEC	-0.0506542	0.888
GSG1L	-0.2168056	0.216
GSK3A	-0.0826559	0.0732
GSK3B	-0.0447971	0.301
GSK3B-DT	0.2508994	0.000298
GSKIP	-0.2321244	0.000446
GSN	-0.292668	0.01
GSN-AS1	-0.0634825	0.536
GSPT1	-0.1481719	0.00105
GSPT2	-0.0891316	0.0401
GSR	-0.0364564	0.822
GSS	-0.1110176	0.0653
GSTA1	-0.1430799	0.158
GSTA2	0.025175	0.887
GSTA3	-0.1995825	0.185
GSTA4	-0.1510655	0.286
GSTA5	0.0455434	0.904
GSTA7P	0.2701156	0.081
GSTCD	-0.0609552	0.301
GSTK1	-0.1054713	0.0249
GSTM1	0.2444403	0.238
GSTM2	0.3389158	0.0146
GSTM3	-0.4629807	0.0831
GSTM4	0.0161362	0.838
GSTM5	0.124604	0.723
GSTO1	-0.1703367	0.113
GSTO2	0.0336306	0.536
GSTP1	-0.085425	0.374
GSTT2	0.1587685	0.542
GSTT2B	0.143149	0.571
GSTZ1	-0.1508882	0.0398
GTDC1	-0.144016	0.0126
GTF2A1	-0.0247822	0.674
GTF2A1-AS1	-0.0092075	0.889
GTF2A2	-0.2936156	8.92e-07
GTF2B	-0.2019668	0.000465
GTF2E1	-0.1392169	0.0124
GTF2E2	-0.1415086	0.043
GTF2F1	-0.0415944	0.338
GTF2F2	-0.2055832	0.000261
GTF2H1	-0.1055752	0.0516
GTF2H2	0.0445236	0.585
GTF2H2B	0.0354841	0.587
GTF2H2C	-0.0549461	0.347
GTF2H3	-0.1107183	0.00067
GTF2H4	0.00822	0.86
GTF2H5	-0.2329138	0.000207
GTF2I	0.0153137	0.648
GTF2I-AS1	0.0033675	0.975
GTF2IP1	0.0148373	0.705
GTF2IP12	0.1535765	0.12
GTF2IP13	0.6093868	8.76e-06
GTF2IP20	0.4512878	0.000287
GTF2IP23	0.5456926	0.000305
GTF2IP4	-0.00335	0.938
GTF2IP7	0.0057235	0.962
GTF2IRD1	0.0745167	0.141
GTF2IRD1P1	-0.0221414	0.596
GTF2IRD2	0.147811	0.0122
GTF2IRD2B	0.1158864	0.0386
GTF3A	-0.212915	0.000997
GTF3C1	0.0523954	0.392
GTF3C2	0.0107397	0.63
GTF3C2-AS1	0.0271493	0.606
GTF3C2-AS2	0.2927307	0.000153
GTF3C3	-0.1200358	0.00434
GTF3C4	0.0068531	0.799
GTF3C5	-0.0026539	0.95
GTF3C6	-0.2507988	0.000639
GTPBP1	0.111178	0.00643
GTPBP10	0.0013649	0.976
GTPBP2	0.0972812	0.136
GTPBP3	0.0723158	0.113
GTPBP4	-0.0968785	0.0173
GTPBP6	-0.0687835	0.177
GTPBP8	-0.1812932	0.00384
GTSE1	-0.092725	0.433
GTSE1-DT	0.0292454	0.749
GUCA1B	0.4569852	0.00102
GUCD1	-0.1262586	0.0288
GUCY1A1	0.1050645	0.624
GUCY1B1	-0.1345919	0.407
GUCY1B2	0.2539712	0.438
GUCY2C	-0.0214398	0.749
GUCY2D	0.1181253	0.571
GUCY2EP	0.7676746	0.406
GUCY2F	0.3467423	0.106
GUF1	-0.053796	0.175
GUK1	-0.293212	0.000774
GULP1	-0.0988253	0.403
GUSB	-0.0168915	0.762
GUSBP1	0.2199144	0.0154
GUSBP11	0.2497185	0.0182
GUSBP14	0.3182762	0.00771
GUSBP15	0.1824271	0.121
GUSBP16	0.3393982	0.00217
GUSBP17	0.3039468	0.0548
GUSBP2	0.2653096	0.0378
GUSBP3	0.2497907	0.0234
GUSBP4	0.2437854	0.0115
GUSBP5	-0.1926846	0.187
GVINP1	0.3240601	0.106
GVQW3	0.3051446	0.005
GXYLT1	0.0605009	0.246
GXYLT2	0.019081	0.869
GYG1	-0.2724268	0.00621
GYG2	-0.050967	0.638
GYG2P1	-0.1960332	0.734
GYPC	-0.29652	0.122
GYPE	-0.1591394	0.15
GYS1	-0.0445352	0.25
GYS2	-0.2495088	0.149
GZF1	0.0185759	0.536
GZMA	-0.2289152	0.318
GZMB	-0.0712618	0.817
GZMH	0.3753867	0.241
GZMK	-0.3719864	0.29
GZMM	0.0692358	0.794
H1-0	-0.1708791	0.00461
H1-10	-0.1819744	0.00496
H1-10-AS1	0.1392273	0.194
H1-2	-0.2304543	0.0233
H19	-0.0945213	0.843
H2AC15	0.1567965	0.151
H2AC17	-0.1715865	0.402
H2AC18	-0.2446307	0.0312
H2AC19	-0.2418196	0.0335
H2AC20	-0.2700627	0.0164
H2AC25	-0.1988705	0.00434
H2AC6	-0.0798958	0.407
H2AC8	-0.3559291	0.0179
H2AJ	-0.2342861	0.000404
H2AX	-0.1520813	0.0989
H2AZ1	-0.2297034	0.000768
H2AZ2	-0.0908476	0.0433
H2BC11	-0.2040555	0.155
H2BC12	-0.2988452	0.00883
H2BC12L	-0.4094495	0.0119
H2BC15	-0.0892196	0.429
H2BC18	0.1548851	0.0763
H2BC20P	0.2447004	0.065
H2BC21	-0.0588926	0.566
H2BC26	-0.015505	0.855
H2BC4	-0.0578131	0.659
H2BC5	-0.1288807	0.2
H2BC6	-0.059995	0.692
H2BC8	-0.0977361	0.449
H2BC9	0.1053602	0.451
H2BP1	0.3160103	0.0788
H2BP2	0.0069452	0.945
H3-3A	-0.2548468	3.91e-07
H3-3B	-0.1366202	0.00787
H3-5	-0.0993433	0.105
H3-7	0.1339895	0.218
H3C10	0.0488297	0.838
H3C13	-0.0795468	0.414
H3C14	0.2684028	0.0935
H3C15	0.2711937	0.0878
H3C4	0.0310531	0.82
H3C6	0.1265052	0.171
H3P4	0.2149944	0.12
H3P6	-0.217629	0.000541
H4C11	-0.3359419	0.0019
H4C12	-0.2096525	0.0483
H4C14	0.018195	0.829
H4C15	0.0130387	0.879
H4C16	0.0709413	0.585
H4C4	-0.2024467	0.325
H4C5	0.2708019	0.098
H4C8	0.0797682	0.602
H6PD	0.0611043	0.167
HAAO	0.1739637	0.135
HABP2	0.6918379	0.111
HABP4	-0.0575125	0.318
HACD1	0.1215041	0.565
HACD2	-0.1165814	0.0168
HACD3	-0.1475541	0.00108
HACD4	0.0365888	0.599
HACE1	0.0456972	0.383
HACL1	-0.1801924	0.00271
HADH	-0.1140056	0.0359
HADHA	-0.0781169	0.0485
HADHB	-0.1012763	0.0283
HAGH	-0.1063051	0.0327
HAGHL	0.0049923	0.961
HAL	0.3180869	0.119
HAP1	0.1851239	0.43
HAPLN3	-0.5489854	0.0118
HAPLN4	0.3329621	0.0854
HAPSTR1	-0.0080214	0.857
HAR1A	0.0466327	0.833
HARBI1	-0.0998881	0.0375
HARS1	-0.054538	0.134
HARS2	0.0955844	0.00773
HAS3	-0.1741748	0.167
HASPIN	0.4022113	0.0316
HAT1	-0.1949208	0.000225
HAUS1	-0.2638274	0.000453
HAUS2	-0.1273431	0.0216
HAUS3	0.1105787	0.0443
HAUS4	-0.0709346	0.272
HAUS5	0.1498329	0.0179
HAUS6	0.0035706	0.925
HAUS7	-0.0726768	0.256
HAUS8	-0.0759288	0.143
HAVCR1P1	0.4093623	0.00408
HAVCR2	-0.096406	0.732
HAX1	-0.2137031	0.000462
HBA1	-0.3628391	0.539
HBA2	-0.3576944	0.548
HBB	-0.2918012	0.341
HBD	-0.4797951	0.301
HBEGF	-0.6084169	0.0141
HBP1	-0.1592216	0.000421
HBS1L	-0.1237838	0.0204
HCAR1	0.1205316	0.355
HCAR2	0.0821824	0.554
HCAR3	-0.2071309	0.359
HCCS	-0.1820437	0.00117
HCFC1	0.1288228	0.00101
HCFC1R1	-0.0943097	0.192
HCFC2	-0.0717914	0.234
HCG11	-0.1016724	0.0696
HCG14	-0.0902774	0.435
HCG17	0.0976269	0.504
HCG18	0.2044325	0.000948
HCG20	-0.1589773	0.55
HCG25	0.0839366	0.0347
HCG26	0.2469472	0.216
HCG27	0.3017235	0.0208
HCG4	-0.0236935	0.914
HCG4B	0.0551134	0.78
HCG9	0.0716312	0.722
HCK	-0.0240611	0.925
HCLS1	0.0102327	0.946
HCN3	0.2677407	0.00602
HCN4	-0.0315883	0.837
HCP5	-0.1535192	0.438
HCP5B	0.4919185	0.0769
HCRTR1	-0.1343141	0.044
HCST	0.1002485	0.676
HDAC1	-0.0934282	0.00683
HDAC10	0.1142976	0.241
HDAC11	-0.054003	0.282
HDAC2	-0.1625733	5.19e-05
HDAC2-AS2	-0.2479544	0.0135
HDAC3	-0.0756886	0.03
HDAC4	0.0537923	0.492
HDAC4-AS1	0.0724703	0.466
HDAC5	0.0288076	0.582
HDAC6	0.096085	0.00646
HDAC7	0.1721373	0.0069
HDAC8	-0.0379396	0.299
HDAC9	-0.2537615	0.149
HDC	0.0955537	0.577
HDDC2	-0.2066046	0.00245
HDDC3	-0.1619513	0.0111
HDGF	-0.0696549	0.152
HDGFL2	0.0301976	0.413
HDGFL3	-0.1618483	0.00493
HDHD2	-0.0684367	0.049
HDHD3	0.0046367	0.949
HDHD5	-0.0573544	0.188
HDHD5-AS1	0.0615333	0.648
HDLBP	-0.0736872	0.194
HDLBP-AS1	0.0828369	0.301
HDX	-0.1853423	0.133
HEATR1	0.0526821	0.331
HEATR3	-0.0405628	0.491
HEATR4	0.2177971	0.0145
HEATR5A	-0.1481908	0.0246
HEATR5A-DT	0.1107486	0.33
HEATR5B	0.0386086	0.506
HEATR6	0.0255817	0.505
HEATR6-DT	-0.3545175	0.00349
HEATR9	-0.1394421	0.552
HEBP1	-0.1924369	0.0222
HEBP2	-0.0394265	0.313
HECA	-0.0784819	0.147
HECTD1	0.0326076	0.588
HECTD2	0.0561456	0.49
HECTD3	0.0976773	0.0206
HECTD4	0.2923218	0.00016
HECW2	0.1123799	0.338
HECW2-AS1	0.149371	0.598
HEG1	0.085197	0.515
HEIH	-0.099807	0.0716
HELB	0.0686189	0.671
HELLS	0.045176	0.697
HELQ	-0.0379286	0.264
HELZ	0.157847	0.0227
HELZ-AS1	0.1991711	0.175
HELZ2	0.1760983	0.1
HEMGN	-0.354667	0.0432
HEMK1	0.2335326	0.00217
HENMT1	-0.2123354	0.0519
HEPACAM2	-0.384079	0.0957
HEPH	0.4080151	0.145
HEPHL1	0.1257035	0.581
HERC1	0.1974583	0.0129
HERC2	0.1568071	0.0163
HERC2P11	0.2636252	0.0113
HERC2P2	0.5088011	0.000514
HERC2P3	0.39475	0.00158
HERC2P4	-0.3892497	0.176
HERC2P7	0.3395814	0.00689
HERC2P9	0.4134475	2.78e-06
HERC3	0.0416087	0.585
HERC4	0.0708965	0.0769
HERC5	0.0272123	0.853
HERC6	-0.199105	0.0102
HERPUD1	-0.2028924	0.046
HERPUD2	0.0265809	0.428
HERPUD2-AS1	-0.0090778	0.852
HES1	-0.2422366	0.084
HES2	0.0072707	0.938
HES4	-0.091983	0.441
HES5	0.0186983	0.927
HES6	-0.319021	0.0251
HESX1	0.1478279	0.0543
HEXA	-0.0469465	0.43
HEXA-AS1	-0.0251305	0.745
HEXB	-0.1830817	0.0732
HEXD	0.128725	0.192
HEXIM1	0.0858515	0.0981
HEXIM2	0.1735925	0.0094
HEXIM2-AS1	0.3000897	0.00582
HEY1	-0.1662641	0.0988
HEY2	0.0609581	0.571
HEY2-AS1	0.0413844	0.763
HEYL	0.1883456	0.253
HFE	-0.0577072	0.305
HFE-AS1	0.0851496	0.402
HFM1	-0.1690725	0.631
HGD	0.2010867	0.445
HGF	0.9862738	0.00395
HGH1	-0.0319945	0.538
HGS	0.052422	0.336
HGSNAT	0.0959651	0.0227
HHAT	-0.0769118	0.271
HHATL	0.4114539	0.0116
HHATL-AS1	0.338131	0.000892
HHEX	0.2136939	0.209
HHIP-AS1	0.2627063	0.226
HHIPL1	-0.0930122	0.633
HHIPL2	0.467642	5.67e-05
HHLA2	0.0512109	0.698
ANKRD13C-DT	-0.1254575	0.0586
LINC03102	0.1734269	0.328
HIBADH	-0.1047953	0.126
HIBCH	-0.0780423	0.136
HIC1	0.0432243	0.42
HIC2	0.1039198	0.09
HID1	0.0414588	0.729
HIF1A	-0.1716105	0.0578
HIF1A-AS1	-0.2752985	0.09
HIF1A-AS2	-0.1268255	0.272
HIF1A-AS3	0.2084686	0.142
HIF1AN	0.050183	0.0715
HIF3A	1.0294996	0.00193
HIGD1A	-0.2516311	0.00237
HIGD1C	0.5294818	9.04e-05
HIGD2A	-0.3450038	6.97e-08
HIGD2B	-0.1571698	0.205
HIKESHI	-0.100507	0.0509
HILPDA	-0.0316654	0.675
HILPDA-AS1	0.4566109	0.00033
HINFP	0.0828965	0.0208
HINT1	-0.287901	8.95e-05
HINT2	-0.1652656	0.00333
HINT3	-0.1045945	0.0794
HIP1	0.0786057	0.496
HIP1R	0.0762337	0.126
HIPK1	-0.0024042	0.973
HIPK1-AS1	0.0859967	0.278
HIPK2	0.0005823	0.994
HIPK3	0.0358414	0.575
HIRA	-0.034321	0.375
HIRIP3	0.0564365	0.392
HIVEP1	0.0145217	0.807
HIVEP2	0.0707255	0.269
HIVEP2-DT	-0.0213951	0.866
HIVEP3	0.2061877	0.0779
HJURP	-0.0051776	0.979
HK1	0.0445437	0.428
HK2	-0.1157365	0.364
HK3	0.2090061	0.622
HKDC1	-0.0824067	0.8
HLA-A	-0.2446811	0.0589
HLA-B	-0.1412685	0.404
HLA-C	-0.1697218	0.201
HLA-DMA	-0.0014477	0.994
HLA-DMB	-0.0046972	0.985
HLA-DOA	-0.0469078	0.882
HLA-DOB	0.2760374	0.323
HLA-DPA1	-0.1913779	0.446
HLA-DPB1	-0.0812989	0.724
HLA-DPB2	-0.470162	0.311
HLA-DQA1	0.1638728	0.639
HLA-DQA2	-0.3378857	0.407
HLA-DQB1	0.0434146	0.91
HLA-DQB1-AS1	-0.116167	0.758
HLA-DQB2	-0.4126092	0.2
HLA-DRA	-0.1135589	0.669
HLA-DRB1	0.0421142	0.859
HLA-DRB5	0.1427106	0.669
HLA-DRB6	-0.0499124	0.866
HLA-E	-0.0516025	0.714
HLA-F	-0.1049731	0.584
HLA-F-AS1	0.0841507	0.465
HLA-G	-0.3805975	0.0648
HLA-H	-0.3328134	0.0359
HLA-J	-0.1512995	0.319
HLA-L	0.1464158	0.675
HLA-V	0.0779711	0.804
HLCS	-0.0642453	0.098
HLF	0.0952018	0.557
HLTF	-0.0464424	0.335
HLTF-AS1	-0.2841573	0.152
HLX	-0.0086578	0.967
HM13	-0.1485585	0.201
HM13-AS1	0.1737619	0.0907
HMBOX1	0.2846142	0.000193
HMBS	-0.1568074	0.0261
HMCES	-0.0875317	0.0308
HMCN1	0.1578792	0.564
HMCN2	-0.0405201	0.858
HMG20A	0.0182829	0.653
HMG20B	-0.1029822	0.148
HMGA1	-0.1679188	0.0274
HMGA2	0.0492243	0.653
HMGA2-AS1	0.348044	0.0454
HMGB1	-0.1177624	0.0066
HMGB2	-0.0988363	0.119
HMGB3	-0.1396169	0.264
HMGCL	-0.0942721	0.0541
HMGCR	-0.1718061	0.0273
HMGCS1	-0.2115258	0.0207
HMGCS2	-0.9986847	0.0198
HMGN1	-0.0325873	0.38
HMGN2	-0.0588387	0.242
HMGN2P46	-0.236981	0.22
HMGN3	0.0196346	0.796
HMGN3-AS1	0.0064117	0.933
HMGN4	-0.115236	0.166
HMGN5	-0.0850906	0.207
HMGXB3	0.1067762	0.0515
HMGXB4	-0.0994755	0.00394
HMMR	-0.2446459	0.0372
HMOX1	-0.005401	0.986
HMOX2	-0.2211078	0.000816
HMSD	0.0178324	0.893
HNF1A	0.1693752	0.433
HNF1A-AS1	0.5349345	0.167
HNF1B	0.0064646	0.941
HNF4A	-0.1624198	0.551
HNF4G	-0.1039641	0.193
HNMT	-0.1128443	0.244
HNRNPA0	-0.078302	0.0726
HNRNPA1	-0.0786573	0.0256
HNRNPA1L2	-0.0919184	0.00851
HNRNPA1P10	-0.1468474	0.00122
HNRNPA1P33	0.1663747	0.249
HNRNPA2B1	0.0494996	0.0799
HNRNPA3	0.0528462	0.109
HNRNPAB	-0.1567459	0.000593
HNRNPC	-0.1441808	0.000194
HNRNPD	-0.030513	0.203
HNRNPD-DT	0.0364448	0.728
HNRNPDL	0.0384819	0.252
HNRNPF	-0.0832983	0.0921
HNRNPH1	0.288178	0.000545
HNRNPH2	-0.2085363	8.55e-05
HNRNPH3	0.0832955	0.0356
HNRNPK	-0.1080721	0.00533
HNRNPL	-0.0466242	0.129
HNRNPLL	-0.0762358	0.0687
HNRNPM	-0.0371065	0.212
HNRNPR	-0.1328606	0.00145
HNRNPU	-0.0070376	0.846
HNRNPUL1	0.002914	0.945
HNRNPUL2	0.0015434	0.96
HNRNPUL2-BSCL2	-0.1384508	0.0069
HOATZ	-0.1365257	0.128
HOGA1	0.0138818	0.863
HOMER1	0.051514	0.473
HOMER2	-0.0735698	0.227
HOMER3	-0.2340004	0.0216
HOMEZ	-0.0856987	0.0996
HOOK1	-0.0657489	0.327
HOOK2	0.1574223	0.0173
HOOK3	0.2321433	0.00559
HOPX	-0.115532	0.571
HORMAD1	0.3228388	0.0689
HORMAD2-AS1	0.1748427	0.0363
HOTAIRM1	0.3043379	0.06
HOTS	-0.0378927	0.936
HOXA1	0.2741349	0.203
HOXB-AS1	0.2339458	0.308
HOXB1	0.1131205	0.634
HOXB2	0.1206231	0.473
HOXB3	0.256155	0.261
HOXB5	-0.1956775	0.484
HOXC4	0.4442852	0.233
HP	-0.9602312	0.0407
HP09053	-0.1057622	0.235
HP1BP3	0.1436185	0.0331
HPAT5	-0.0834156	0.757
HPCA	-0.1906053	0.045
HPCAL1	-0.1169711	0.198
HPD	0.1434638	0.102
HPDL	0.016658	0.924
HPF1	-0.2102332	0.000173
HPGD	-0.3084886	0.109
HPGDS	0.0176928	0.93
HPRT1	-0.1356853	0.0134
HPS1	0.0145783	0.804
HPS1-AS1	-0.0388431	0.717
HPS3	-0.0481689	0.545
HPS4	0.1506808	0.000447
HPS5	-0.0153627	0.749
HPS6	-0.0725149	0.14
HPSE	-0.1632532	0.21
HPX	0.5413438	0.00362
HPYR1	0.4314999	0.0107
HR	-0.3643973	0.0113
HRAS	-0.1534684	0.0168
HRH1	0.2158176	0.229
HRH2	0.2097229	0.424
HRK	0.0103492	0.946
HRNR	0.1889707	0.584
HROB	-0.0958859	0.448
HS1BP3	-0.0674975	0.241
HS2ST1	-0.0889657	0.0656
HS3ST1	-0.1480755	0.0792
HS3ST3A1	0.1355285	0.563
HS3ST3B1	0.1063703	0.397
HS3ST6	-0.0004922	0.996
HS6ST1	-0.1549619	0.0177
HS6ST2	-0.0365451	0.825
HSBP1	-0.2426905	0.000324
HSBP1L1	0.0583905	0.315
HSCB	-0.2273272	0.000629
HSD11B1L	-0.088709	0.214
HSD11B2	-0.2184133	0.168
HSD17B1	-0.0883691	0.0608
HSD17B1-AS1	-0.0488951	0.25
HSD17B10	-0.1597085	0.0131
HSD17B11	-0.038132	0.675
HSD17B12	-0.1712332	0.024
HSD17B13	0.1510274	0.647
HSD17B14	0.0770338	0.731
HSD17B2	0.1860853	0.446
HSD17B2-AS1	-0.1621147	0.102
HSD17B3	0.2326322	0.119
HSD17B3-AS1	0.2215192	0.199
HSD17B4	-0.1403619	0.00428
HSD17B6	0.2032436	0.453
HSD17B7	-0.0646056	0.271
HSD17B7P2	0.196868	0.131
HSD17B8	-0.1375098	0.0234
HSD3B7	-0.0154692	0.93
HSDL1	-0.0168337	0.732
HSDL2	-0.0672448	0.32
HSDL2-AS1	0.0164155	0.801
HSF1	-0.051817	0.302
HSF2	-0.1040048	0.0427
HSF2BP	0.0658566	0.456
HSF4	0.0830775	0.606
HSFX1	0.2745726	0.0068
HSFX2	0.3336927	0.000614
HSFX3	-0.0930924	0.163
HSFX4	-0.0461516	0.464
HSH2D	0.0655217	0.584
HSP90AA1	-0.116524	0.0989
HSP90AB1	0.0406277	0.423
HSP90B1	-0.170357	0.0122
HSP90B2P	-0.235727	0.0113
HSPA12A	0.3182407	0.0302
HSPA12A-AS1	0.4117032	0.0305
HSPA13	-0.2847306	0.0046
HSPA14	-0.0949759	0.0117
HSPA1A	0.0209907	0.826
HSPA1B	0.0134793	0.883
HSPA1L	0.0304419	0.67
HSPA2	-0.1225296	0.457
HSPA2-AS1	0.3999909	0.00417
HSPA4	-0.1755405	0.00145
HSPA4L	-0.0008292	0.992
HSPA5	-0.1670459	0.0359
HSPA6	-0.0567679	0.746
HSPA7	0.039018	0.819
HSPA8	-0.1436497	0.0146
HSPA9	-0.1491906	0.000166
HSPB1	-0.0473324	0.66
IFT25	-0.1626605	0.0171
HSPB2-C11orf52	-0.1320661	0.0988
HSPB7	0.4099217	0.0135
HSPB8	0.0103903	0.979
