ID	padj	P.Value	lfcSE	stat	logFC	baseMean	Gene.symbol	Gene.title
124411	0.024731	3.66E-03	0.0392	-2.9059905	-0.1140536	285.31	KRBOX5	KRAB box domain containing 5
101927759	0.024737	3.66E-03	0.1448	2.9057143	0.4206614	41.54	LOC101927759	uncharacterized LOC101927759
100507458	0.024737	3.66E-03	0.0653	2.9057647	0.1897499	248.8	ZNF213-AS1	ZNF213 antisense RNA 1 (head to head)
80304	0.024745	3.67E-03	0.0382	-2.9055184	-0.1110564	330.26	WDCP	WD repeat and coiled coil containing
23247	0.024784	3.67E-03	0.0666	2.9049354	0.1934911	9724.11	KATNIP	katanin interacting protein
83594	0.024808	3.68E-03	0.0787	-2.9044689	-0.2286837	1090.26	NUDT12	nudix hydrolase 12
653483	0.024808	3.68E-03	0.1607	2.9044381	0.4668486	108.15	AFDN-DT	AFDN divergent transcript
260294	0.024823	3.68E-03	0.1008	2.904146	0.2926861	646.06	NSUN5P2	NSUN5 pseudogene 2
112268239	0.024844	3.69E-03	0.1218	2.9037813	0.3536792	32.12	LOC112268239	uncharacterized LOC112268239
105378383	0.024901	3.70E-03	0.1357	2.9029733	0.3939646	22.4	LOC105378383	uncharacterized LOC105378383
3551	0.02493	3.70E-03	0.061	2.9024532	0.1771545	2705.59	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
23360	0.02493	3.70E-03	0.085	2.9023099	0.2466763	2774.65	FNBP4	formin binding protein 4
101927770	0.02493	3.70E-03	0.1812	2.9024045	0.5259676	23.16	LOC101927770	uncharacterized LOC101927770
751580	0.024931	3.71E-03	0.1923	2.9022076	0.5579786	49.86	LINC00106	long intergenic non-protein coding RNA 106
221154	0.024931	3.71E-03	0.0346	-2.9021083	-0.1005363	1779.47	MICU2	mitochondrial calcium uptake 2
9856	0.024939	3.71E-03	0.0967	2.9019059	0.2806932	2146.58	KIAA0319	KIAA0319
105375805	0.024944	3.71E-03	0.1676	2.9017508	0.486407	9.91	LOC105375805	uncharacterized LOC105375805
8085	0.024979	3.72E-03	0.0956	2.900989	0.2772806	4141.11	KMT2D	lysine methyltransferase 2D
1428	0.024979	3.72E-03	0.1205	-2.9009533	-0.3496909	1844.63	CRYM	crystallin mu
107987269	0.024979	3.72E-03	0.0786	2.901139	0.2278912	97.69	LOC107987269	uncharacterized LOC107987269
84460	0.024979	3.72E-03	0.1384	2.90093	0.4013605	2011.75	ZMAT1	zinc finger matrin-type 1
64432	0.02499	3.72E-03	0.0651	2.9006872	0.1887772	2952.43	MRPS25	mitochondrial ribosomal protein S25
374286	0.024991	3.72E-03	0.1091	2.9005848	0.3165439	552.77	FBXW10B	F-box and WD repeat domain containing 10B
152519	0.025011	3.73E-03	0.0934	-2.9002306	-0.2709047	110.81	NIPAL1	NIPA like domain containing 1
728498	0.025013	3.73E-03	0.164	2.9001182	0.4755761	278.82	GOLGA8H	golgin A8 family member H
100847012	0.025013	3.73E-03	0.0991	2.8999604	0.2872418	71.16	MIR5004	microRNA 5004
6950	0.025013	3.73E-03	0.0373	-2.8998279	-0.1080403	5461.18	TCP1	t-complex 1
8030	0.025013	3.73E-03	0.0546	-2.8999226	-0.1583406	2322.4	CCDC6	coiled-coil domain containing 6
56674	0.02502	3.74E-03	0.0708	-2.8996417	-0.205157	2707.74	TMEM9B	TMEM9 domain family member B
105379173	0.025044	3.74E-03	0.0622	-2.899043	-0.1804564	326.45	LOC105379173	uncharacterized LOC105379173
79886	0.025044	3.74E-03	0.055	-2.8991482	-0.1595532	774.21	CAAP1	caspase activity and apoptosis inhibitor 1
79879	0.025044	3.74E-03	0.0586	2.8990875	0.1697574	1164.34	CCDC134	coiled-coil domain containing 134
163126	0.025128	3.76E-03	0.0508	-2.8979053	-0.147245	587.13	EID2	EP300 interacting inhibitor of differentiation 2
58494	0.02514	3.76E-03	0.164	2.8976506	0.4751509	18.54	JAM2	junctional adhesion molecule 2
10130	0.025144	3.76E-03	0.0692	-2.8975165	-0.2004156	5128.12	PDIA6	protein disulfide isomerase family A member 6
102723313	0.025154	3.76E-03	0.2068	2.8972866	0.5991136	12.98	LOC102723313	uncharacterized LOC102723313
3430	0.025154	3.77E-03	0.0948	-2.8971868	-0.2745633	787.34	IFI35	interferon induced protein 35
101928346	0.025167	3.77E-03	0.1169	2.8969373	0.3387798	18.8	KDM2B-DT	KDM2B divergent transcript
7341	0.025191	3.77E-03	0.051	-2.8964629	-0.147831	3063.06	SUMO1	small ubiquitin like modifier 1
29100	0.025191	3.77E-03	0.0928	-2.8964488	-0.2686795	1113.65	TMEM208	transmembrane protein 208
101927268	0.025194	3.78E-03	0.1873	2.8963083	0.5424285	103.25	LOC101927268	uncharacterized LOC101927268
7103	0.025244	3.78E-03	0.1759	-2.8955931	-0.5093889	8202.71	TSPAN8	tetraspanin 8
112806053	0.025251	3.79E-03	0.1298	2.8954102	0.3759162	136.44	TBILA	TGF-beta induced lncRNA
64897	0.025265	3.79E-03	0.0483	-2.8951358	-0.1398523	595.83	C12orf43	chromosome 12 open reading frame 43
107984316	0.025296	3.80E-03	0.0903	2.8946519	0.2613479	462.71	LOC107984316	replaced by ID 374383
112267971	0.025316	3.80E-03	0.1349	2.8942433	0.3905512	94.91	LOC112267971	
91689	0.025316	3.80E-03	0.0674	-2.8942152	-0.1950637	2201.41	SMDT1	single-pass membrane protein with aspartate rich tail 1
101929285	0.025316	3.80E-03	0.1681	2.894114	0.4865397	104.11	LOC101929285	uncharacterized LOC101929285
280664	0.025337	3.81E-03	0.2665	2.8937656	0.7712344	20.71	WFDC10B	WAP four-disulfide core domain 10B
55095	0.025353	3.81E-03	0.0341	2.8934665	0.0986791	3832.21	SAMD4B	sterile alpha motif domain containing 4B
51538	0.025361	3.82E-03	0.0655	-2.8929866	-0.1893879	724.2	ZCCHC17	zinc finger CCHC-type containing 17
5387	0.025361	3.81E-03	0.0694	2.893132	0.2008646	167.69	PMS2P3	"PMS1 homolog 2, mismatch repair system component pseudogene 3"
122961	0.025361	3.81E-03	0.0554	-2.8930799	-0.1603271	1251.68	ISCA2	iron-sulfur cluster assembly 2
107984888	0.025361	3.81E-03	0.2038	2.8932508	0.5897081	78.48	LOC107984888	uncharacterized LOC107984888
105371419	0.025377	3.82E-03	0.1071	2.8926882	0.3097943	115.98	LOC105371419	
105373042	0.025401	3.82E-03	0.1686	2.892294	0.4875922	11.78	LOC105373042	uncharacterized LOC105373042
56521	0.025407	3.83E-03	0.2392	-2.8921238	-0.6917482	302.6	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
84726	0.025408	3.83E-03	0.0444	2.8920176	0.1282631	7242.39	PRRC2B	proline rich coiled-coil 2B
101929240	0.025423	3.83E-03	0.1114	2.8917344	0.3222212	560.73	LOC101929240	U5 small nuclear ribonucleoprotein 200 kDa helicase-like
57038	0.025437	3.83E-03	0.0443	-2.8914666	-0.1282297	1176.62	RARS2	"arginyl-tRNA synthetase 2, mitochondrial"
100129046	0.025444	3.84E-03	0.0856	2.89129	0.2475246	151.12	BCAR3-AS1	BCAR3 antisense RNA 1
29083	0.025464	3.84E-03	0.0627	-2.8909042	-0.1812932	412.18	GTPBP8	GTP binding protein 8 (putative)
57171	0.025464	3.84E-03	0.0465	-2.8907573	-0.1344024	836.5	DOLPP1	dolichyldiphosphatase 1
196483	0.025464	3.84E-03	0.0626	-2.8908073	-0.1808492	569.89	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
238	0.025483	3.85E-03	0.1237	2.8904254	0.3576258	30.03	ALK	ALK receptor tyrosine kinase
10523	0.025511	3.85E-03	0.0359	2.8899815	0.1036394	1924.85	CHERP	calcium homeostasis endoplasmic reticulum protein
3633	0.025552	3.86E-03	0.0735	2.8891924	0.212256	960.91	INPP5B	inositol polyphosphate-5-phosphatase B
1466	0.025552	3.86E-03	0.1709	-2.8893658	-0.4936807	55.49	CSRP2	cysteine and glycine rich protein 2
105372633	0.025552	3.86E-03	0.2147	2.8891947	0.620415	20.93	LOC105372633	uncharacterized LOC105372633
10129	0.025582	3.87E-03	0.0769	2.8887264	0.2220289	1353.87	FRY	FRY microtubule binding protein
64900	0.025605	3.87E-03	0.0944	2.8883463	0.2725659	736.94	LPIN3	lipin 3
105377291	0.025607	3.87E-03	0.1192	2.8882349	0.3442407	31.68	LOC105377291	uncharacterized LOC105377291
93556	0.025619	3.88E-03	0.2303	2.8879837	0.6651368	525.89	EGFEM1P	"EGF like and EMI domain containing 1, pseudogene"
80746	0.025633	3.88E-03	0.0423	2.8877229	0.1222178	523.13	TSEN2	tRNA splicing endonuclease subunit 2
595135	0.025697	3.89E-03	0.0959	2.8868358	0.2769308	69.54	PGM5P2	phosphoglucomutase 5 pseudogene 2
105369761	0.025749	3.90E-03	0.1489	2.886008	0.4297564	101.08	LOC105369761	uncharacterized LOC105369761
208	0.025749	3.90E-03	0.0433	2.8860595	0.1248389	5102.19	AKT2	AKT serine/threonine kinase 2
26230	0.025777	3.91E-03	0.0854	2.8855705	0.2464395	62.16	TIAM2	TIAM Rac1 associated GEF 2
102060282	0.025784	3.92E-03	0.1536	2.884898	0.4430186	11.08	RASSF1-AS1	RASSF1 antisense RNA 1
10276	0.025784	3.91E-03	0.0527	-2.8853589	-0.1520238	6494.89	NET1	neuroepithelial cell transforming 1
54948	0.025784	3.92E-03	0.0443	-2.8848992	-0.1278596	949.1	MRPL16	mitochondrial ribosomal protein L16
27199	0.025784	3.92E-03	0.1971	-2.8848169	-0.5687271	81.12	OXGR1	oxoglutarate receptor 1
81614	0.025784	3.91E-03	0.0503	-2.8851007	-0.1450625	1416.66	NIPA2	NIPA magnesium transporter 2
9352	0.025784	3.92E-03	0.0685	-2.884899	-0.1977308	2003.8	TXNL1	thioredoxin like 1
113691	0.025784	3.91E-03	0.088	2.8851495	0.2538737	417.83	TUBA3FP	tubulin alpha 3f pseudogene
100533955	0.025786	3.92E-03	0.0614	-2.8846969	-0.1772506	6533.42	SENP3-EIF4A1	SENP3-EIF4A1 readthrough (NMD candidate)
112268237	0.025848	3.93E-03	0.126	2.8834702	0.3634559	44.45	LOC112268237	
51451	0.025848	3.93E-03	0.0463	-2.8835682	-0.1334925	895.05	LCMT1	leucine carboxyl methyltransferase 1
9267	0.025848	3.93E-03	0.0403	2.8836685	0.1162437	4116.68	CYTH1	cytohesin 1
50814	0.025848	3.93E-03	0.0582	-2.88355	-0.1678458	999.13	NSDHL	NAD(P) dependent steroid dehydrogenase-like
100272147	0.025848	3.93E-03	0.061	-2.8834684	-0.1758566	387.22	CMC4	C-X9-C motif containing 4
157556	0.025872	3.94E-03	0.1276	-2.882913	-0.3677275	10.95	BAALC-AS2	BAALC antisense RNA 2
54494	0.025872	3.94E-03	0.0411	-2.8828961	-0.118481	880.38	C11orf71	chromosome 11 open reading frame 71
10042	0.025872	3.94E-03	0.0345	-2.8830858	-0.0994755	879.46	HMGXB4	HMG-box containing 4
3082	0.025955	3.95E-03	0.3422	2.8817876	0.9862738	10.84	HGF	hepatocyte growth factor
51389	0.026006	3.96E-03	0.0505	-2.8810701	-0.1456321	1029.54	RWDD1	RWD domain containing 1
5710	0.026018	3.97E-03	0.0549	-2.8806538	-0.1582658	4343.82	PSMD4	"proteasome 26S subunit ubiquitin receptor, non-ATPase 4"
9940	0.026018	3.97E-03	0.1567	2.8807205	0.4514819	25970.32	DLEC1	DLEC1 cilia and flagella associated protein
3699	0.026018	3.97E-03	0.2195	2.8805483	0.6322923	7.93	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3
10002	0.026018	3.97E-03	0.2138	2.8805565	0.6159859	31.8	NR2E3	nuclear receptor subfamily 2 group E member 3
105378948	0.026048	3.98E-03	0.1224	2.8800934	0.3525598	249.78	LOC105378948	uncharacterized LOC105378948
80017	0.026087	3.98E-03	0.0473	2.8794092	0.1360531	1897.17	DGLUCY	D-glutamate cyclase
102723385	0.026087	3.98E-03	0.071	-2.879382	-0.204552	103.66	COQ7-DT	COQ7 divergent transcript
23556	0.026087	3.99E-03	0.0507	-2.8793378	-0.1459349	902.27	PIGN	phosphatidylinositol glycan anchor biosynthesis class N
56944	0.026095	3.99E-03	0.1701	-2.8791418	-0.4898163	28.63	OLFML3	olfactomedin like 3
89872	0.026098	3.99E-03	0.1608	-2.879008	-0.4629583	77.42	AQP10	aquaporin 10
8816	0.026102	3.99E-03	0.0354	2.8788678	0.1019996	3428.59	DCAF5	DDB1 and CUL4 associated factor 5
1513	0.026144	4.00E-03	0.1231	2.87812	0.3541804	189.76	CTSK	cathepsin K
51513	0.026144	4.00E-03	0.1337	-2.877983	-0.3848305	208.47	ETV7	ETS variant transcription factor 7
253980	0.026144	4.00E-03	0.0366	2.8780392	0.1054393	741.51	KCTD13	potassium channel tetramerization domain containing 13
28968	0.026144	4.00E-03	0.1242	2.8781449	0.3574583	1016.95	SLC6A16	solute carrier family 6 member 16
389362	0.026158	4.01E-03	0.0586	2.877719	0.168624	696.21	PSMG4	proteasome assembly chaperone 4
102724117	0.026187	4.01E-03	0.1367	2.8772718	0.3934235	321.85	LOC102724117	golgin subfamily A member 6-like protein 4
102465909	0.026226	4.02E-03	0.1371	2.8767043	0.3943458	21.53	MIR6859-2	microRNA 6859-2
10980	0.026282	4.03E-03	0.0479	-2.8759425	-0.1376521	2598.25	COPS6	COP9 signalosome subunit 6
105369391	0.026291	4.03E-03	0.1518	2.8757434	0.436512	57.17	LOC105369391	uncharacterized LOC105369391
101928324	0.0263	4.03E-03	0.1528	2.8754911	0.4394981	19.68	DHDDS-AS1	DHDDS antisense RNA 1
83737	0.0263	4.03E-03	0.0468	-2.8754387	-0.1346335	2021.81	ITCH	itchy E3 ubiquitin protein ligase
51100	0.026305	4.04E-03	0.0408	-2.8751697	-0.1172389	3450.28	SH3GLB1	"SH3 domain containing GRB2 like, endophilin B1"
154467	0.026305	4.04E-03	0.1314	-2.8750077	-0.377819	193.47	CCDC167	coiled-coil domain containing 167
29095	0.026305	4.04E-03	0.0614	-2.87504	-0.1764202	1724.82	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2
84078	0.026305	4.04E-03	0.0541	-2.8751691	-0.1555212	504.22	KBTBD7	kelch repeat and BTB domain containing 7
5464	0.026382	4.05E-03	0.0881	-2.873943	-0.2532244	2013.47	PPA1	inorganic pyrophosphatase 1
2679	0.026382	4.05E-03	0.2564	2.8738892	0.7368672	20.24	GGT3P	gamma-glutamyltransferase 3 pseudogene
105376506	0.026405	4.06E-03	0.1803	2.8735193	0.5182254	39.3	LOC105376506	uncharacterized LOC105376506
4238	0.026439	4.07E-03	0.0385	-2.8729925	-0.1105305	1096.37	MFAP3	microfibril associated protein 3
91947	0.026439	4.07E-03	0.079	2.8729235	0.226859	1996.01	ARRDC4	arrestin domain containing 4
729920	0.026475	4.07E-03	0.0844	-2.8724056	-0.242454	89.34	CRPPA	CDP-L-ribitol pyrophosphorylase A
4698	0.026518	4.08E-03	0.0604	-2.8716568	-0.1735061	2614.53	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5
100101266	0.026518	4.08E-03	0.1425	2.8717888	0.4093623	25.69	HAVCR1P1	hepatitis A virus cellular receptor 1 pseudogene 1
158801	0.026518	4.08E-03	0.0581	2.8716036	0.1668678	171.22	NKAPP1	NFKB activating protein pseudogene 1
1894	0.026604	4.10E-03	0.0901	-2.8704939	-0.2587348	817.68	ECT2	epithelial cell transforming 2
221061	0.026615	4.10E-03	0.1059	-2.8702632	-0.3039702	676.05	FAM171A1	family with sequence similarity 171 member A1
9451	0.026624	4.11E-03	0.0882	-2.8699696	-0.2530439	1602.12	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3
175	0.026624	4.10E-03	0.0693	-2.8700515	-0.1988528	629.41	AGA	aspartylglucosaminidase
374	0.026625	4.11E-03	0.1253	-2.8698568	-0.3595076	121.82	AREG	amphiregulin
8509	0.026645	4.11E-03	0.0337	2.8695361	0.0967647	1368.09	NDST2	N-deacetylase and N-sulfotransferase 2
64240	0.026656	4.11E-03	0.134	2.8693018	0.3844432	66.48	ABCG5	ATP binding cassette subfamily G member 5
149499	0.026766	4.14E-03	0.082	2.8676299	0.2350315	5842.33	LRRC71	leucine rich repeat containing 71
55567	0.026766	4.13E-03	0.1074	2.8679007	0.307984	21910.31	DNAH3	dynein axonemal heavy chain 3
2642	0.026766	4.13E-03	0.2532	2.8676981	0.7261038	21.56	GCGR	glucagon receptor
101929746	0.026766	4.13E-03	0.1424	2.8677265	0.4083755	15.81	ZNF341-AS1	ZNF341 antisense RNA 1
11136	0.026769	4.14E-03	0.1907	2.8674992	0.5468445	80.02	SLC7A9	solute carrier family 7 member 9
9139	0.026772	4.14E-03	0.0469	2.8673728	0.1343636	1402.32	CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2
5343	0.026776	4.14E-03	0.1537	2.8670487	0.4405565	80.62	PLGLB1	plasminogen like B1
105375842	0.026776	4.14E-03	0.0969	2.8670944	0.2778752	480.56	LOC105375842	uncharacterized LOC105375842
3480	0.026776	4.14E-03	0.0673	2.8670358	0.1929856	6680.14	IGF1R	insulin like growth factor 1 receptor
105376580	0.026787	4.15E-03	0.1858	2.8668197	0.5325898	4021.33	CSRP3-AS1	CSRP3 and E2F8 antisense RNA 1
51686	0.026793	4.15E-03	0.0404	-2.8666477	-0.115888	208.63	OAZ3	ornithine decarboxylase antizyme 3
6560	0.026817	4.15E-03	0.0887	2.8662729	0.2541789	980.11	SLC12A4	solute carrier family 12 member 4
9442	0.026867	4.17E-03	0.0378	-2.865251	-0.1083491	427.97	MED27	mediator complex subunit 27
107987141	0.026867	4.16E-03	0.0744	2.8653898	0.2133206	162.26	CAMSAP1-DT	CAMSAP1 divergent transcript
9188	0.026867	4.16E-03	0.0677	-2.8654623	-0.1941031	1794.53	DDX21	DExD-box helicase 21
102723809	0.026867	4.17E-03	0.1396	2.8652639	0.3999909	26.42	HSPA2-AS1	HSPA2 and ZBTB1 antisense RNA 1
103171574	0.026867	4.17E-03	0.2658	2.8652163	0.761462	78.76	LOC103171574	uncharacterized LOC103171574
114793	0.026916	4.18E-03	0.1165	2.8642631	0.3338243	1669.83	FMNL2	formin like 2
130367	0.026916	4.18E-03	0.0515	-2.8643507	-0.1475845	3596.19	SGPP2	sphingosine-1-phosphate phosphatase 2
340371	0.026916	4.18E-03	0.1192	2.8644038	0.3413408	1333.62	NRBP2	nuclear receptor binding protein 2
493900	0.026916	4.18E-03	0.0929	2.8643038	0.2660361	191.85	TMEM9B-AS1	TMEM9B antisense RNA 1
55871	0.026925	4.18E-03	0.0554	-2.8640591	-0.1587426	987.27	ZNG1A	Zn regulated GTPase metalloprotein activator 1A
105371129	0.02693	4.18E-03	0.0793	2.8639073	0.2271433	77.16	LOC105371129	uncharacterized LOC105371129
25934	0.026941	4.19E-03	0.0597	-2.8636813	-0.1710397	1026.58	NIPSNAP3A	nipsnap homolog 3A
115509	0.026948	4.19E-03	0.0439	-2.8635047	-0.125571	339.41	ZNF689	zinc finger protein 689
107985360	0.026953	4.19E-03	0.1087	2.8633521	0.311377	34.27	LOC107985360	uncharacterized LOC107985360
149603	0.02696	4.20E-03	0.0579	-2.8630854	-0.1657882	3581.46	RNF187	ring finger protein 187
80213	0.02696	4.20E-03	0.0395	-2.8631002	-0.1130994	1160.61	TM2D3	TM2 domain containing 3
6549	0.027045	4.21E-03	0.1718	-2.8619916	-0.4916559	86.73	SLC9A2	solute carrier family 9 member A2
23065	0.027056	4.21E-03	0.0392	2.8617742	0.1121167	1342.12	EMC1	ER membrane protein complex subunit 1
112268263	0.02707	4.22E-03	0.1879	2.8614704	0.5376098	153.14	LOC112268263	uncharacterized LOC112268263
64759	0.02707	4.22E-03	0.1422	2.8612304	0.4067557	2483.01	TNS3	tensin 3
10668	0.02707	4.22E-03	0.0507	-2.8612928	-0.1451643	421.09	CGRRF1	cell growth regulator with ring finger domain 1
105376781	0.02707	4.22E-03	0.1863	2.8613618	0.533001	138.4	LOC105376781	uncharacterized LOC105376781
5300	0.027078	4.22E-03	0.0669	-2.8610442	-0.1914856	2572.36	PIN1	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
80221	0.027123	4.23E-03	0.0695	2.8604291	0.1988501	1549.83	ACSF2	acyl-CoA synthetase family member 2
79898	0.027131	4.23E-03	0.0465	-2.86024	-0.1331132	155.42	ZNF613	zinc finger protein 613
10919	0.027151	4.24E-03	0.0441	2.8598397	0.1260346	1334.09	EHMT2	euchromatic histone lysine methyltransferase 2
644	0.027151	4.24E-03	0.0654	-2.8598248	-0.1870833	1660.21	BLVRA	biliverdin reductase A
65987	0.027169	4.24E-03	0.1519	-2.8595136	-0.4343096	193.34	KCTD14	potassium channel tetramerization domain containing 14
9780	0.027177	4.25E-03	0.1461	2.8592668	0.4176243	1039.37	PIEZO1	piezo type mechanosensitive ion channel component 1
29075	0.027177	4.25E-03	0.113	2.859241	0.3231731	23.47	LINC00652	long intergenic non-protein coding RNA 652
23666	0.027193	4.25E-03	0.0856	-2.8589556	-0.2448069	158.86	UBBP4	ubiquitin B pseudogene 4
28989	0.027212	4.25E-03	0.0524	-2.8586404	-0.1498127	536.42	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1
266727	0.027227	4.26E-03	0.2688	2.8583795	0.7682155	186.74	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1
85014	0.02724	4.26E-03	0.0844	-2.858035	-0.2412904	1397.77	TMEM141	transmembrane protein 141
100129540	0.02724	4.26E-03	0.1951	2.8580984	0.5577336	20.76	LOC100129540	uncharacterized LOC100129540
192670	0.027255	4.27E-03	0.062	2.8577695	0.177196	1865.67	AGO4	argonaute RISC component 4
5284	0.027268	4.27E-03	0.0921	-2.8575251	-0.2631444	85460.97	PIGR	polymeric immunoglobulin receptor
3295	0.027294	4.28E-03	0.0491	-2.8570839	-0.1403619	3403.35	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
6625	0.027294	4.28E-03	0.0692	2.857038	0.1977796	6710.33	SNRNP70	small nuclear ribonucleoprotein U1 subunit 70
56971	0.027342	4.28E-03	0.1492	2.8563907	0.4262314	147.34	CEACAM19	CEA cell adhesion molecule 19
105374396	0.027373	4.29E-03	0.1802	2.8559319	0.5145749	15.62	LOC105374396	uncharacterized LOC105374396
9158	0.027396	4.30E-03	0.0506	-2.8555677	-0.14443	1474.49	FIBP	FGF1 intracellular binding protein
90668	0.027418	4.30E-03	0.1183	2.8552241	0.3377924	70.89	CARMIL3	capping protein regulator and myosin 1 linker 3
100505738	0.027449	4.31E-03	0.0889	-2.8547764	-0.2538373	174.14	MIR4458HG	MIR4458 host gene
51107	0.027485	4.31E-03	0.0564	-2.8542609	-0.1609687	3436.51	APH1A	"aph-1 homolog A, gamma-secretase subunit"
79763	0.02749	4.32E-03	0.0885	-2.854107	-0.2526642	1379.03	ISOC2	isochorismatase domain containing 2
646127	0.02749	4.32E-03	0.159	2.854015	0.4538675	43.31	TERF1P7	TERF1 pseudogene 7
9256	0.027499	4.32E-03	0.0843	2.8538234	0.2407158	5835.14	TSPOAP1	TSPO associated protein 1
1562	0.027533	4.33E-03	0.1444	-2.8533374	-0.4119262	419.44	CYP2C18	cytochrome P450 family 2 subfamily C member 18
23067	0.027535	4.33E-03	0.0376	2.8531297	0.1073983	1880.95	SETD1B	"SET domain containing 1B, histone lysine methyltransferase"
105372485	0.027535	4.33E-03	0.0774	2.8532207	0.2207885	109.62	LOC105372485	uncharacterized LOC105372485
83667	0.027575	4.34E-03	0.0623	2.8525753	0.1776786	451.98	SESN2	sestrin 2
92815	0.027593	4.34E-03	0.0697	-2.8522713	-0.1988705	386.81	H2AC25	H2A clustered histone 25
9330	0.02761	4.34E-03	0.0421	-2.85198	-0.1200358	1640.21	GTF3C3	general transcription factor IIIC subunit 3
23015	0.027616	4.35E-03	0.1434	2.8518197	0.4089968	6153.15	GOLGA8A	golgin A8 family member A
11043	0.027631	4.35E-03	0.0608	-2.8515617	-0.1733279	701.75	MID2	midline 2
79176	0.027644	4.36E-03	0.0751	-2.8512204	-0.2142076	630.7	FBXL15	F-box and leucine rich repeat protein 15
7572	0.027644	4.35E-03	0.038	-2.8513013	-0.1082906	3772.56	ZNF24	zinc finger protein 24
256764	0.027652	4.36E-03	0.2738	-2.8510391	-0.780656	143.35	WDR72	WD repeat domain 72
100506299	0.027686	4.36E-03	0.0695	-2.8505534	-0.1982014	102.83	ID2-AS1	ID2 antisense RNA 1
6829	0.027686	4.37E-03	0.0426	2.8504662	0.121343	5274.43	SUPT5H	"SPT5 homolog, DSIF elongation factor subunit"
100874198	0.027709	4.37E-03	0.1645	2.8501023	0.4688976	16.75	SHANK2-AS1	SHANK2 antisense RNA 1
29914	0.027761	4.38E-03	0.0421	-2.8493209	-0.1200725	526.02	UBIAD1	UbiA prenyltransferase domain containing 1
10490	0.027761	4.38E-03	0.0591	-2.8493668	-0.1683425	1912.51	VTI1B	vesicle transport through interaction with t-SNAREs 1B
51455	0.027805	4.39E-03	0.0445	2.8486402	0.1266835	2155.88	REV1	REV1 DNA directed polymerase
102724127	0.027805	4.39E-03	0.2728	-2.8486369	-0.7770767	27.94	TP53TG3F	TP53 target 3 family member F
105378573	0.027881	4.41E-03	0.1854	2.84758	0.5280347	8.3	LOC105378573	uncharacterized LOC105378573
147007	0.027881	4.41E-03	0.0503	-2.8475817	-0.1432628	854.56	TMEM199	transmembrane protein 199
8089	0.027925	4.41E-03	0.0645	-2.8469808	-0.1836697	636.86	YEATS4	YEATS domain containing 4
114088	0.027943	4.42E-03	0.2767	2.8466512	0.7875611	95.79	TRIM9	tripartite motif containing 9
100131434	0.027943	4.42E-03	0.1706	2.846595	0.4855496	1748.82	EOLA1-DT	EOLA1 divergent transcript
8736	0.02797	4.42E-03	0.0991	2.8461979	0.2820261	178.55	MYOM1	myomesin 1
286207	0.027993	4.43E-03	0.1328	2.8458419	0.3778472	21162.53	CFAP157	cilia and flagella associated protein 157
7368	0.028005	4.43E-03	0.191	-2.845614	-0.5436262	293.49	UGT8	UDP glycosyltransferase 8
105374674	0.028021	4.44E-03	0.1521	2.8453387	0.4326531	64.56	LOC105374674	
8407	0.028032	4.44E-03	0.0873	-2.8451249	-0.2484591	17471.23	TAGLN2	transgelin 2
5825	0.02805	4.44E-03	0.0508	-2.8447566	-0.1446258	4265.83	ABCD3	ATP binding cassette subfamily D member 3
9121	0.02805	4.44E-03	0.0531	2.8447356	0.1510505	5390.57	SLC16A5	solute carrier family 16 member 5
105371743	0.028071	4.45E-03	0.0519	-2.8444001	-0.1475968	228.66	SNHG30	small nucleolar RNA host gene 30
7280	0.028091	4.45E-03	0.0783	-2.8440826	-0.2227713	2825.07	TUBB2A	tubulin beta 2A class IIa
6540	0.028095	4.46E-03	0.2604	2.8439406	0.7406317	139.45	SLC6A13	solute carrier family 6 member 13
54933	0.028119	4.46E-03	0.0823	-2.8433516	-0.2340437	576.57	RHBDL2	rhomboid like 2
5523	0.028119	4.46E-03	0.054	-2.8435746	-0.1534516	341.36	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
105374419	0.028119	4.46E-03	0.0921	2.843458	0.2620156	47.91	SMIM14-DT	SMIM14 divergent transcript
101929314	0.028119	4.46E-03	0.0488	2.8433005	0.1386589	121.18	LOC101929314	uncharacterized LOC101929314
339834	0.028138	4.47E-03	0.2261	2.8429969	0.6427194	7.56	IHO1	interactor of HORMAD1 1
5007	0.028149	4.47E-03	0.0358	-2.842691	-0.1018417	3755.99	OSBP	oxysterol binding protein
339175	0.028149	4.47E-03	0.0436	-2.8426874	-0.1239047	600.84	METTL2A	"methyltransferase 2A, methylcytidine"
55608	0.028178	4.48E-03	0.0977	2.8422682	0.2775961	5701.58	ANKRD10	ankyrin repeat domain 10
