Updated.gene.symbol	logFC	P.Value
PDCD6P1	-1.33	2.28e-12
SENP5	-1.33	4.2e-13
SLC16A14	-1.33	8.04e-06
TLCD1	-1.33	1.75e-12
UGT1A6	-1.33	1.26e-07
YDJC	-1.33	7.42e-25
C1S	-1.32	0.00019
CBR1	-1.32	1.59e-10
CEP41	-1.32	2.85e-15
CLCA4	-1.32	3.87e-05
CYB5R2	-1.32	9.43e-08
H2BC9	-1.32	1.32e-15
IGKV4-1	-1.32	0.000243
KIF18A	-1.32	1.46e-16
POLQ	-1.32	7.84e-17
SLC52A2	-1.32	1.8e-17
TNNT1	-1.32	5.42e-10
XPOT	-1.32	9.23e-27
TLCD3A	-1.31	2.59e-15
FANCG	-1.31	1.07e-20
IDE	-1.31	1.45e-19
IDH2	-1.31	4.36e-21
LOC100131262	-1.31	1.3e-09
LOXL1	-1.31	2.29e-10
NADK2	-1.31	6.96e-15
NUDT11	-1.31	3.35e-09
PDLIM5	-1.31	5.68e-10
TACC3	-1.31	4.76e-20
TCN1	-1.31	1.29e-05
TUFT1	-1.31	2.02e-11
XPO5	-1.31	6.4e-17
ZNF639	-1.31	4.8e-09
DKK1	-1.3	0.000443
DUS4L	-1.3	1.89e-18
ENAH	-1.3	2.79e-18
ETNK1	-1.3	1.21e-15
FKBP4	-1.3	6.65e-13
GCAT	-1.3	3.23e-13
GFPT1	-1.3	3.43e-16
HSPD1	-1.3	8.44e-11
KRT31	-1.3	0.000123
METTL8	-1.3	4.58e-15
MRPL42	-1.3	2.15e-22
MRPS12	-1.3	8.77e-20
SBSN	-1.3	1e-06
SLC35G1	-1.3	2.48e-06
SSX2IP	-1.3	4.44e-17
ZC3HAV1L	-1.3	2.06e-17
CYP24A1	-1.29	2.76e-06
EFS	-1.29	1.35e-08
ETV4	-1.29	3.15e-17
MAGEA2	-1.29	1.96e-05
NAV1	-1.29	1.74e-12
PARD6G	-1.29	1.74e-09
SIAH2	-1.29	1.26e-13
ZNF146	-1.29	7.64e-14
CENPO	-1.28	2.8e-17
COMP	-1.28	2.05e-05
CRISPLD1	-1.28	3.08e-05
DEPDC7	-1.28	4.3e-13
FBXO5	-1.28	2.16e-17
GART	-1.28	1.4e-17
H4C12	-1.28	3.34e-18
SLC16A3	-1.28	8.2e-10
PKM	-1.28	2.99e-21
PSMD2	-1.28	6.64e-21
RIT1	-1.28	7.88e-14
UBE2H	-1.28	3.35e-17
INTS13	-1.27	2.93e-23
BARD1	-1.27	3.54e-18
C2CD4A	-1.27	3.04e-08
COQ3	-1.27	1.4e-13
DHFR	-1.27	1.2e-16
DNMT3A	-1.27	8.53e-22
F11R	-1.27	8.83e-11
G2E3	-1.27	9.9e-20
HPRT1	-1.27	1.19e-20
KCNG1	-1.27	2.26e-07
PRIM2	-1.27	2.62e-17
RHNO1	-1.27	5.01e-18
STRBP	-1.27	1.7e-13
TKT	-1.27	1.57e-08
TPI1	-1.27	4.64e-31
UBXN7	-1.27	5.73e-13
VARS1	-1.27	8.12e-15
BRCA1	-1.26	8.72e-18
CHAF1A	-1.26	5.16e-17
CSE1L	-1.26	4.13e-16
DCUN1D5	-1.26	3.67e-23
EIF5A2	-1.26	4.19e-10
GINS3	-1.26	1.34e-18
IGF1R	-1.26	3.58e-12
KLK13	-1.26	1.82e-06
MPHOSPH9	-1.26	2.21e-23
PTGR1	-1.26	3.43e-07
PXYLP1	-1.26	2.48e-16
SLC39A4	-1.26	1.44e-13
TUBB	-1.26	6.89e-25
ZNF322	-1.26	1.39e-07
ATL3	-1.25	2.31e-15
CDC25C	-1.25	6.38e-20
CSNK2A1	-1.25	6.01e-18
DARS2	-1.25	1.96e-18
DNAJC12	-1.25	2.31e-05
PRXL2A	-1.25	1.09e-15
IMPACT	-1.25	1.3e-13
PAK2	-1.25	1.37e-13
PPIL1	-1.25	7.25e-18
PRRG4	-1.25	5.78e-09
RPAP3	-1.25	2.41e-22
SAC3D1	-1.25	7.98e-20
SRD5A3	-1.25	2.86e-10
TUBG1	-1.25	6.89e-21
C1QTNF6	-1.24	1.01e-16
CCT2	-1.24	6.6e-13
CHAC2	-1.24	4.27e-12
CYP2C18	-1.24	3.57e-06
DPP3	-1.24	5.96e-24
FGD6	-1.24	5.97e-15
GLRX3	-1.24	2.54e-21
HMGCS1	-1.24	9.07e-08
HS3ST1	-1.24	4.7e-07
IGFL2	-1.24	1.58e-10
MAGED1	-1.24	1.24e-18
MRPL12	-1.24	1.82e-22
MYCL	-1.24	9.36e-08
NDUFA4L2	-1.24	1.92e-05
ORC5	-1.24	3.82e-16
RANGAP1	-1.24	1e-14
SENP2	-1.24	8.36e-14
SLC44A1	-1.24	9.1e-21
SYNJ2	-1.24	1.96e-13
YWHAZ	-1.24	1.47e-11
ATP13A3	-1.23	5.19e-12
CERS3	-1.23	1.21e-08
CPXM1	-1.23	3.33e-07
ERCC6L	-1.23	1.2e-16
FANCD2	-1.23	1.26e-14
GARS1	-1.23	3.49e-29
HACD3	-1.23	3.31e-13
IGKC	-1.23	0.00024
KLHL42	-1.23	5.27e-16
MARCHF6	-1.23	2.34e-21
MARVELD3	-1.23	1.17e-18
PVT1	-1.23	1.19e-15
HSP90B1	-1.23	1.76e-12
RCC2	-1.23	1.32e-24
RNF43	-1.23	3.43e-13
SCUBE3	-1.23	1.75e-09
UNG	-1.23	1.01e-18
ATR	-1.22	1.01e-18
BYSL	-1.22	1.08e-16
CTPS1	-1.22	8.32e-16
DGKA	-1.22	3.59e-11
DSCC1	-1.22	3.16e-14
DVL3	-1.22	6.91e-17
DYRK2	-1.22	4.96e-23
FAM162A	-1.22	1.65e-15
FKBP14	-1.22	3.8e-14
GAL	-1.22	2.28e-08
MASTL	-1.22	3.39e-13
NONO	-1.22	2.43e-15
NUP205	-1.22	1.15e-20
SKA2	-1.22	4.05e-17
SOX12	-1.22	1.5e-18
STYK1	-1.22	5.37e-11
ADORA2B	-1.21	1.38e-08
ANTXR1	-1.21	1.19e-11
ARHGEF19	-1.21	4.73e-19
BCL2L11	-1.21	2.08e-16
CPOX	-1.21	4.38e-25
DDIT4	-1.21	3.26e-11
DYNC1I1	-1.21	1.97e-08
KIF3C	-1.21	1.43e-14
MICALL1	-1.21	2.27e-10
MRPS17	-1.21	9.64e-20
NSG1	-1.21	5.58e-08
PGBD5	-1.21	1.97e-07
PRMT3	-1.21	4.13e-17
RFC3	-1.21	6.37e-13
RMI1	-1.21	7.87e-17
SPATS2	-1.21	1.09e-25
SSR1	-1.21	2.35e-16
STEAP1B	-1.21	3.56e-08
SYNCRIP	-1.21	3.45e-21
TARS1	-1.21	1.28e-19
TBC1D7	-1.21	2.1e-15
ZNF367	-1.21	2.2e-13
CKS2	-1.2	2.89e-12
CLSTN1	-1.2	7.54e-17
DNAJC9	-1.2	4.06e-25
H1-0	-1.2	7.51e-16
H2AZ2	-1.2	8.88e-28
IL4I1	-1.2	1.23e-11
JAG1	-1.2	2.53e-05
KLK6	-1.2	4.82e-07
L2HGDH	-1.2	6.38e-17
MGME1	-1.2	2.28e-15
NRCAM	-1.2	9.7e-06
PDCD2L	-1.2	1.87e-17
PHKA1	-1.2	2e-18
PPP2R3A	-1.2	4.65e-13
RCCD1	-1.2	5.52e-19
DLX6	-1.19	8.5e-09
FAM117B	-1.19	1.6e-09
FANCE	-1.19	1e-11
HS3ST3A1	-1.19	6.02e-12
LCLAT1	-1.19	2.17e-20
NECTIN1	-1.19	4.48e-16
NUDT21	-1.19	1.3e-21
PARP1	-1.19	8.14e-26
SLC9A3	-1.19	6.83e-14
RCN3	-1.19	1.01e-10
SLC39A14	-1.19	2.74e-10
SLC5A3	-1.19	5.56e-12
SPAG4	-1.19	5.53e-08
KRT10-AS1	-1.19	1.28e-12
TPD52L1	-1.19	2.43e-06
TSKU	-1.19	4.46e-18
AKR1C3	-1.18	0.00258
ALDOA	-1.18	5.72e-20
ASCC3	-1.18	5.02e-19
DHRS13	-1.18	4.13e-17
UTP25	-1.18	2.6e-21
DNAJB11	-1.18	1.15e-21
FKBP11	-1.18	3.04e-09
HPSE	-1.18	1.41e-09
HSPA4	-1.18	1.94e-10
IRS4	-1.18	0.00337
ITGA11	-1.18	2.18e-13
CIP2A	-1.18	2.7e-12
NOTCH3	-1.18	1.14e-11
PHF19	-1.18	2.12e-14
WDHD1	-1.18	7.84e-19
WDR5	-1.18	2.09e-16
ACVR1C	-1.17	7.45e-10
ALDH1L2	-1.17	6.16e-13
ASPHD2	-1.17	1.01e-09
CEACAM1	-1.17	5.26e-08
CMSS1	-1.17	4.41e-16
DLAT	-1.17	2.06e-15
FAM169A	-1.17	1.39e-12
FHL2	-1.17	2.73e-08
GPSM2	-1.17	1.49e-17
H2AX	-1.17	1.1e-21
LEMD1	-1.17	1.24e-07
MIR205HG	-1.17	2.69e-08
UQCC2	-1.17	7.88e-18
MRPL47	-1.17	4.38e-17
ORC6	-1.17	3.58e-21
PIR	-1.17	6.3e-06
PLOD1	-1.17	9.57e-16
PXDN	-1.17	2e-06
SLITRK6	-1.17	0.00154
TCF3	-1.17	1.62e-28
USP46	-1.17	1.78e-10
DANCR	-1.16	6.87e-09
EIF4G1	-1.16	4.59e-12
EXOSC4	-1.16	3.53e-19
FAM210A	-1.16	5.04e-13
GTF2IRD1	-1.16	1.32e-19
BPNT2	-1.16	2.35e-16
MARCKS	-1.16	3.19e-12
MARCKSL1	-1.16	9.34e-14
MORC2	-1.16	7.28e-20
NKAIN2	-1.16	5.62e-07
NTRK2	-1.16	5.27e-05
SNAI2	-1.16	1.03e-06
STAP2	-1.16	7.15e-14
CCT6A	-1.15	4.18e-23
CEACAM7	-1.15	0.000101
COQ4	-1.15	1.76e-12
DENND1A	-1.15	1.32e-10
CEP43	-1.15	5.35e-20
GMCL2	-1.15	5.27e-17
H1-2	-1.15	5.66e-09
IGLV1-44	-1.15	0.00241
LTF	-1.15	0.00937
NUP37	-1.15	3.53e-21
RECQL4	-1.15	2.95e-22
RGS4	-1.15	1.05e-06
TRIB3	-1.15	2.62e-13
TSR1	-1.15	9.79e-16
UMPS	-1.15	2.5e-17
VANGL1	-1.15	2.4e-17
ADAM28	-1.14	8.12e-09
CCDC167	-1.14	2.43e-18
CEP76	-1.14	4.45e-13
EPPK1	-1.14	4.95e-06
F2RL2	-1.14	1.29e-05
FLAD1	-1.14	1.47e-20
H3C10	-1.14	2.94e-10
LOXL1-AS1	-1.14	9.71e-11
MRTO4	-1.14	2.78e-12
NANOS1	-1.14	2.9e-07
NUP62	-1.14	1.24e-15
PITX2	-1.14	1.74e-07
PYCR3	-1.14	3.65e-18
RAE1	-1.14	2.18e-20
RASSF9	-1.14	3.62e-05
SNRPD1	-1.14	4.1e-17
TDP1	-1.14	2.27e-16
TM9SF4	-1.14	1.6e-15
TRAP1	-1.14	4.35e-20
TXNDC17	-1.14	1.23e-19
CEL	-1.13	5.04e-05
CLGN	-1.13	1.47e-05
EIF3B	-1.13	1.39e-16
FBXO22	-1.13	1.61e-18
FOXRED2	-1.13	1.23e-11
H2AC8	-1.13	1.47e-13
HOMER3	-1.13	6.8e-17
IGLJ3	-1.13	6.54e-05
NNT	-1.13	1.37e-10
P3H1	-1.13	1.85e-13
PLPP5	-1.13	5.13e-09
PSD3	-1.13	1.89e-10
RHBDL2	-1.13	3.94e-15
SEZ6L2	-1.13	7.25e-10
SLC38A10	-1.13	2.57e-17
TOMM70	-1.13	1.09e-18
TRIM16	-1.13	6.06e-06
TTC39C	-1.13	1.2e-13
U2SURP	-1.13	1.35e-20
AVL9	-1.12	7.09e-19
C12orf75	-1.12	6.79e-06
C5orf22	-1.12	1.16e-10
CALML5	-1.12	0.000456
CEP72	-1.12	3.38e-15
EPHB2	-1.12	1.8e-11
ESYT2	-1.12	2.13e-16
FBXO11	-1.12	9.06e-16
FGF11	-1.12	3.26e-20
FH	-1.12	2.15e-11
LGSN	-1.12	0.000267
LIG3	-1.12	1.92e-19
LRP4	-1.12	3.21e-07
MAP1B	-1.12	1.42e-05
PARD3	-1.12	5.5e-12
SCYL2	-1.12	7.78e-10
SLC38A1	-1.12	6.72e-13
UBD	-1.12	0.000429
ACAP2	-1.11	1.82e-08
AIM2	-1.11	2.93e-05
B3GNT5	-1.11	1.19e-05
FBXO31	-1.11	8.79e-09
HDHD5	-1.11	9.39e-16
CYC1	-1.11	2.7e-17
GSR	-1.11	2.76e-08
KIAA1217	-1.11	1.07e-16
POU2AF1	-1.11	0.000586
SBF2-AS1	-1.11	5.71e-11
SERPINH1	-1.11	8.02e-12
AACS	-1.1	1.75e-17
ALG10	-1.1	4.83e-14
B3GALNT2	-1.1	4.22e-18
BCL2L12	-1.1	4e-21
GALNT3	-1.1	7.17e-08
H4C11	-1.1	2.08e-18
HOXD10	-1.1	3.04e-07
LAMC1	-1.1	2.53e-18
LSR	-1.1	1.95e-11
MRPL36	-1.1	1.44e-16
NEMP1	-1.1	2.63e-14
NREP	-1.1	5.65e-12
PPP3CB	-1.1	9.91e-19
PRMT5	-1.1	3.37e-19
SBK1	-1.1	5.1e-10
SLC25A39	-1.1	1.86e-22
SOX2-OT	-1.1	0.000227
SRPK1	-1.1	5.39e-19
UBA6	-1.1	2.96e-06
ZNF217	-1.1	1.5e-11
ADAM9	-1.09	8.66e-06
ARL4C	-1.09	1.69e-10
ASPN	-1.09	6.59e-05
C4orf46	-1.09	8.02e-14
C5orf46	-1.09	5.12e-12
CBX1	-1.09	1.4e-20
DNM1L	-1.09	3.45e-15
FKBP10	-1.09	1.58e-09
HYLS1	-1.09	3.13e-13
IL1RAP	-1.09	2.73e-10
LNX1	-1.09	8.42e-07
FNDC3B	-1.09	1.32e-11
MN1	-1.09	1.22e-06
MYO19	-1.09	7.15e-18
NDRG1	-1.09	6.99e-10
PSME4	-1.09	5.35e-18
RPRD1A	-1.09	3.55e-15
SLC25A10	-1.09	1.4e-16
SLC35A2	-1.09	5.39e-22
TBRG4	-1.09	5.64e-20
TIPIN	-1.09	6.01e-13
TOPBP1	-1.09	7.36e-17
ZNF280B	-1.09	2.29e-08
AZIN1	-1.08	3.22e-11
CDK4	-1.08	6.1e-24
IGLV3-1	-1.08	0.000194
DDX39A	-1.08	4.17e-14
FHOD3	-1.08	2.16e-06
FRK	-1.08	2.44e-09
GEMIN2	-1.08	7.89e-17
GMDS	-1.08	1.1e-10
GYS1	-1.08	5.43e-19
KRTCAP3	-1.08	2.04e-10
MAGEF1	-1.08	1.34e-19
MRPL13	-1.08	5.51e-18
ORC1	-1.08	3.07e-15
P4HA1	-1.08	2.69e-14
POLA2	-1.08	5.51e-19
RMND5A	-1.08	8.88e-14
SAA2	-1.08	1.38e-06
SLC39A11	-1.08	3.32e-15
TIMM8A	-1.08	1.93e-10
ADGRV1	-1.07	1.46e-06
ARFGEF1	-1.07	1.53e-10
UQCC6	-1.07	1.25e-16
CMAS	-1.07	1.03e-11
COPA	-1.07	3.76e-08
DCTN5	-1.07	3.08e-14
DHRS2	-1.07	0.00115
H2BC4	-1.07	6.22e-08
HOOK1	-1.07	7.34e-10
ITGA6	-1.07	0.000245
KIFC1	-1.07	3.13e-21
KPNA4	-1.07	1.09e-09
LSG1	-1.07	6.05e-15
METTL2B	-1.07	3.47e-21
NCK1-DT	-1.07	2.53e-10
RTKN	-1.07	1.16e-14
SEC24A	-1.07	8.55e-14
GPR37	-1.07	3.03e-06
STAT1	-1.07	7.62e-08
SV2A	-1.07	9.21e-10
TET3	-1.07	4.67e-10
TFB2M	-1.07	2.58e-17
UQCC3	-1.07	1.37e-17
NTAQ1	-1.07	2.08e-15
BRCC3	-1.06	1.4e-13
CERCAM	-1.06	7.29e-12
CPSF6	-1.06	4.33e-26
CYP27B1	-1.06	1.55e-10
EGLN1	-1.06	3.45e-13
DIPK1A	-1.06	2.09e-11
GNB5	-1.06	1.64e-13
LAMA1	-1.06	5.19e-07
LINC01116	-1.06	9.98e-06
LMNB1	-1.06	5.47e-15
LYPD1	-1.06	2.59e-10
MMP7	-1.06	0.00263
MTPAP	-1.06	2.29e-09
NRIP3	-1.06	2.05e-10
PAIP1	-1.06	2.27e-10
PAXIP1	-1.06	3.47e-16
PDGFRL	-1.06	3.91e-06
PDXP	-1.06	1.74e-14
POLR1B	-1.06	2.34e-16
PSMG3	-1.06	3.1e-22
RPL22L1	-1.06	2.02e-12
SCD	-1.06	8.03e-07
SHOX2	-1.06	7.41e-09
SLC33A1	-1.06	1.28e-14
SS18	-1.06	1.47e-11
STX6	-1.06	1.9e-15
SYNGR3	-1.06	6.76e-08
TMED2	-1.06	2.5e-09
UBE4B	-1.06	1.05e-09
CIART	-1.05	4.43e-09
CTDSPL2	-1.05	4.99e-09
GFM1	-1.05	6.91e-15
KLHDC7B	-1.05	5.4e-07
LAMP5	-1.05	2.12e-08
MCM3	-1.05	1.03e-13
METAP1	-1.05	6.46e-20
MROH1	-1.05	1.05e-12
MRPL19	-1.05	4.09e-18
MRPL30	-1.05	4.73e-15
MTFP1	-1.05	4.74e-17
NMD3	-1.05	6.67e-15
PLEC	-1.05	4.16e-07
R3HDM1	-1.05	9.6e-25
RASSF6	-1.05	6.02e-06
RNF217	-1.05	1.7e-06
RNF24	-1.05	1.09e-16
SKA3	-1.05	1.51e-19
SYT13	-1.05	5.34e-06
AIFM2	-1.04	7.7e-11
CCDC86	-1.04	4.02e-16
CCNF	-1.04	2.59e-21
CEP85	-1.04	2.3e-16
CFB	-1.04	0.000172
COPB2	-1.04	8.14e-27
DMRTA2	-1.04	4.22e-11
DNMT3B	-1.04	3.98e-10
ELOVL4	-1.04	2.2e-08
EPB41L4B	-1.04	2.67e-08
GGCX	-1.04	3.42e-10
GPD2	-1.04	2.52e-12
DSP-AS1	-1.04	1.94e-13
DDX11	-1.04	9.3e-15
MAP3K13	-1.04	9.26e-16
MAP7	-1.04	5.66e-12
MCTS1	-1.04	2.16e-18
MRPL15	-1.04	3.11e-17
PGM3	-1.04	1.95e-16
PODXL2	-1.04	1.93e-10
POP7	-1.04	2.42e-15
PSMD12	-1.04	5.65e-20
PSME3	-1.04	2.23e-16
USP28	-1.04	9.47e-22
ZNF711	-1.04	5.81e-06
C1orf43	-1.03	1.36e-08
CHST2	-1.03	3.48e-06
DLEU1	-1.03	4.98e-11
ILF2	-1.03	2.02e-24
KLK12	-1.03	6.84e-05
CCT3	-1.03	1.23e-23
LRRC8E	-1.03	8.84e-08
MIR210HG	-1.03	8.84e-13
NCAPD3	-1.03	1.06e-19
PAEP	-1.03	0.00128
RNFT2	-1.03	1.19e-10
RPN2	-1.03	4.67e-22
S1PR5	-1.03	4.31e-07
SMC3	-1.03	2.26e-10
TIMM8B	-1.03	6.27e-17
TMEM41A	-1.03	2.74e-15
TMEM54	-1.03	3.51e-13
TRMT5	-1.03	1.84e-15
UCHL5	-1.03	1.14e-20
APOOL	-1.02	3.46e-13
ATIC	-1.02	2.05e-22
TWNK	-1.02	1.24e-12
COA6	-1.02	1.43e-12
CSAG3	-1.02	1.43e-05
DPY19L4	-1.02	4.46e-14
EXOSC3	-1.02	1.15e-11
FAM171B	-1.02	7.13e-08
FAM220A	-1.02	1.13e-20
GOT1	-1.02	1.32e-14
IGLV3-25	-1.02	0.00227
MICAL3	-1.02	2.56e-10
MTX2	-1.02	2.46e-24
NPM1	-1.02	4.56e-16
PHTF2	-1.02	1.27e-18
PKMYT1	-1.02	4.38e-22
PTS	-1.02	1.42e-15
RAB10	-1.02	9.33e-17
TIMM50	-1.02	2.4e-17
TNFSF4	-1.02	2.28e-12
TOP1MT	-1.02	3.22e-13
TUBB2B	-1.02	4.87e-05
TYSND1	-1.02	1.64e-13
AGMAT	-1.01	1.24e-10
BCAT1	-1.01	4.26e-05
BZW2	-1.01	1.87e-16
MIX23	-1.01	6.63e-07
CCNO	-1.01	4.66e-14
CDC7	-1.01	4.46e-10
CTAG1B	-1.01	0.00395
IL17RD	-1.01	3.41e-07
ITGAV	-1.01	4.14e-13
LAMC2	-1.01	0.000873
LINC01234	-1.01	2.63e-06
GPRC5D-AS1	-1.01	1.47e-09
LRPPRC	-1.01	5.14e-19
MCCC2	-1.01	6.06e-16
NCBP1	-1.01	2.87e-14
NCBP2AS2	-1.01	2.52e-14
PRPS2	-1.01	3.3e-12
PRTFDC1	-1.01	9.49e-11
RABL3	-1.01	8.17e-17
RAN	-1.01	2.91e-22
RFC2	-1.01	1.05e-18
RIPK4	-1.01	3.98e-09
SERPINB7	-1.01	8.68e-07
SEM1	-1.01	5.1e-21
SLC27A2	-1.01	1.47e-05
SLCO1B3	-1.01	7.4e-06
SMURF1	-1.01	9.96e-12
SPTLC2	-1.01	6.93e-09
SRXN1	-1.01	3.55e-07
TAF1A	-1.01	2.97e-15
TLE3	-1.01	1.72e-15
TTPAL	-1.01	2.58e-13
NSD3	-1.01	2.29e-09
WNT5B	-1.01	2.48e-06
AGAP2-AS1	-1	3.71e-14
CRYBG2	-1	1.33e-10
ANKH	-1	1.07e-08
CARM1	-1	6.35e-17
CILP2	-1	8.4e-10
DNAJC10	-1	3.38e-16
GNG4	-1	1.94e-06
GTSF1	-1	0.00256
HAUS6	-1	3.76e-08
HYOU1	-1	1.47e-13
LPP	-1	1.02e-11
NPEPPS	-1	2.1e-17
POLR2D	-1	9.61e-16
RNF7	-1	3.84e-15
SEH1L	-1	1.61e-11
SLC25A1	-1	1.98e-14
SOST	-1	0.00495
STT3A	-1	7.71e-16
FBXL20	-0.999	1.47e-11
GSTM3	-0.998	0.000506
NOLC1	-0.997	5.85e-11
LINC02893	-0.996	1.72e-06
PLEKHA8	-0.996	2.03e-13
TMEM106B	-0.996	2.42e-21
ZNRF1	-0.996	1.69e-16
CHRNA5	-0.995	2.47e-11
MRE11	-0.995	3.56e-17
TMED3	-0.994	2.71e-16
WDR4	-0.994	1.38e-09
LRRC1	-0.993	4.43e-08
SLC7A8	-0.993	8.38e-05
ACLY	-0.992	5.08e-12
CCDC190	-0.992	0.000361
HSPB1	-0.992	1.41e-15
TRIM7	-0.992	7.51e-07
LRR1	-0.991	5.15e-15
PLEKHG3	-0.991	6.41e-09
TICRR	-0.991	7.79e-14
CHTF18	-0.99	2.95e-17
OTULIN	-0.99	5e-15
SNRNP25	-0.99	2.72e-15
UBE2QL1	-0.99	3.25e-06
EEF1A2	-0.989	6.84e-06
PACC1	-0.989	4.8e-15
GRIN2D	-0.988	1.24e-09
XG	-0.988	4.05e-06
NHSL3	-0.987	3.33e-14
DNMT1	-0.986	2.72e-20
GALNT6	-0.986	7.58e-06
GTF2I	-0.985	8.47e-09
C17orf75	-0.984	1.34e-12
NPTX2	-0.984	0.000589
COL15A1	-0.983	0.000811
FZD3	-0.983	7.08e-10
SERPINI1	-0.983	1.04e-07
SNRPA1	-0.983	5.4e-17
CEP20	-0.982	1.11e-08
MAPK6	-0.982	1.11e-13
EFNA3	-0.981	1.54e-16
GALNT1	-0.981	2.23e-11
SMARCC1	-0.981	3.37e-15
SPINT2	-0.981	7.99e-18
ANKRD46	-0.98	2.8e-10
NELFCD	-0.98	2.37e-16
SDF2L1	-0.98	9.08e-17
TBC1D31	-0.98	3.57e-11
TMEM167A	-0.98	7.3e-14
YEATS2	-0.98	1.6e-16
LYPD6	-0.979	7.31e-12
RCN2	-0.979	3.01e-14
COL4A1	-0.978	4.06e-05
GCSH	-0.978	2.12e-17
LOC284926	-0.978	2.64e-11
LRRC42	-0.978	4.31e-21
BARX1	-0.977	1.77e-08
NUP62CL	-0.977	1.95e-08
PRPF4	-0.977	1.05e-12
SRPK2	-0.977	2.75e-13
NAXE	-0.976	1.88e-20
EPHA1	-0.975	5.04e-08
INTS7	-0.975	3.55e-16
GNPNAT1	-0.974	6.55e-15
STAU2	-0.974	6.36e-11
TIGD1	-0.974	9.07e-15
ENTPD7	-0.973	6.74e-17
TPRXL	-0.973	6.29e-11
CDK16	-0.972	3.13e-15
PABIR2	-0.972	2.88e-13
CEP152	-0.971	4.18e-11
GET4	-0.971	2.16e-23
GLG1	-0.971	3.2e-14
ZDHHC13	-0.971	2.05e-14
PPME1	-0.97	6.01e-25
SCRIB	-0.97	8.76e-15
BOLA3	-0.969	4.95e-16
COL6A3	-0.969	1.04e-08
NABP2	-0.967	3.05e-19
NXT2	-0.967	6.32e-07
POPDC3	-0.966	3.51e-05
SKA1	-0.966	5.95e-16
KRT23	-0.964	0.0019
MRPL37	-0.964	3.46e-17
TBL1X	-0.964	8.05e-09
MAP2K6	-0.963	2.78e-09
METTL21A	-0.963	4.26e-13
TFDP1	-0.963	9.22e-16
AIMP2	-0.962	2.63e-22
ZBED4	-0.962	7.26e-11
AIFM1	-0.961	2.07e-14
FCRL5	-0.961	9.3e-06
OPLAH	-0.961	1.03e-10
IGLV@	-0.96	0.000689
CIB2	-0.959	6.39e-11
G6PD	-0.959	1.24e-06
HDAC1	-0.959	2.95e-16
PANX1	-0.959	2.37e-11
CDC5L	-0.958	6.34e-09
LPAR5	-0.958	1.96e-08
GPX7	-0.957	8.3e-07
PSMD11	-0.957	1.02e-14
RBM28	-0.957	2.65e-16
BLACAT1	-0.956	7.86e-12
KIAA0930	-0.956	1.46e-11
PRR5	-0.956	1.19e-10
DYNLT2B	-0.956	8.95e-06
AVEN	-0.955	1.77e-19
LSM4	-0.955	6.19e-12
MSTO1	-0.955	5.02e-18
NLE1	-0.954	5.53e-12
RALY-AS1	-0.954	5.76e-11
SLC5A6	-0.954	1.98e-17
HNRNPC	-0.953	1.73e-11
NME2	-0.951	5.58e-20
STON2	-0.951	1.19e-05
XAGE1B	-0.951	0.00551
GOLT1B	-0.95	8.35e-16
GTPBP10	-0.95	1.37e-13
BOLA2	-0.949	1.69e-15
SAE1	-0.949	2.83e-09
C5orf34	-0.948	1.67e-13
PRRX1	-0.948	3.27e-05
TSEN15	-0.948	3.82e-12
TOP6BL	-0.947	2.62e-14
PRPF19	-0.947	5.22e-22
PCDHB6	-0.946	0.000443
CELF1	-0.945	9.82e-18
CRIPT	-0.945	2.37e-17
MAGEB2	-0.945	0.000961
ME1	-0.945	4.88e-07
SNRPB	-0.945	9.46e-16
TRMT2B	-0.945	1.73e-09
H2BC12L	-0.944	5.26e-07
MTCH2	-0.944	7.94e-19
POLD2	-0.944	1.22e-18
RBM19	-0.944	7.18e-10
SMC1A	-0.944	5.72e-13
YIF1B	-0.944	1.26e-15
ADGRA3	-0.943	2.89e-09
DIP2B	-0.943	1.66e-09
HOXD13	-0.943	1.34e-06
ILF3	-0.943	2.04e-16
MEX3A	-0.943	3.2e-15
ASCL2	-0.941	7.04e-07
EARS2	-0.941	9.29e-19
MDH2	-0.941	7.39e-23
H2BC6	-0.94	1.05e-10
BRAF	-0.94	5.86e-11
SDHC	-0.94	1.47e-12
BCAS4	-0.939	1.3e-14
SLF1	-0.939	6.83e-12
AK2	-0.938	1.81e-19
AMACR	-0.938	7.5e-11
DLK2	-0.938	4.92e-09
NFS1	-0.938	6.27e-12
NSUN2	-0.938	7.1e-14
PEDS1	-0.938	3.26e-15
MZT2A	-0.937	1.11e-18
PEX13	-0.937	2.36e-16
DHTKD1	-0.936	8.76e-12
MACROH2A2	-0.936	4.16e-10
CARS1	-0.935	3.12e-12
ZFP64	-0.935	4.87e-15
GTPBP4	-0.934	2.19e-14
LRRC17	-0.934	0.00119
RBFOX2	-0.934	1.13e-08
TMTC4	-0.934	9.03e-11
ACKR3	-0.933	0.000595
CUL4B	-0.933	9.56e-13
BACE2	-0.932	2e-07
CPSF2	-0.932	1.3e-15
PGM2	-0.932	1.46e-08
ABCA12	-0.931	4.23e-09
IARS2	-0.931	2.02e-19
SLC25A13	-0.931	1.41e-14
SPICE1	-0.931	1.53e-16
IARS1	-0.93	7.82e-20
PUS1	-0.93	1.31e-14
ACTR2	-0.929	4.04e-06
KIF20B	-0.929	2.98e-17
