Updated.gene.symbol	logFC	P.Value
IRF1	1.56	8.3e-12
ARHGAP15	1.56	3.12e-14
PROS1	1.56	5.58e-18
UBE2D3	1.56	9.03e-15
CCDC68	1.55	3.73e-20
COL13A1	1.55	1.41e-11
EGFL7	1.55	2.69e-19
PNPLA6	1.55	4.14e-26
ROBO2	1.55	3.19e-15
SASH1	1.55	8.25e-20
SLC16A5	1.55	4.82e-17
THEMIS2	1.55	9.82e-16
ALPL	1.54	6.43e-09
ARAP2	1.54	7.71e-17
CCDC102B	1.54	2.07e-13
DNAJC15	1.54	1.63e-29
DNASE2B	1.54	1.67e-11
GPD1L	1.54	2.82e-16
IFNGR1	1.54	1.72e-12
LHFPL3-AS2	1.54	9.3e-32
LIMD1	1.54	1.59e-26
MFSD2A	1.54	1.05e-15
NOTCH4	1.54	1.02e-20
RSRP1	1.54	1.21e-11
SESTD1	1.54	1.95e-16
SH3BP5	1.54	4.49e-23
SNX30	1.54	1.69e-21
BTK	1.53	6.79e-22
C1orf21	1.53	6.1e-27
CEP126	1.53	7.05e-14
CIRBP	1.53	1.98e-20
CYSLTR1	1.53	6.28e-18
FERMT2	1.53	7.96e-16
HCK	1.53	1.55e-14
KCTD12	1.53	5.65e-17
LGI3	1.53	1.14e-28
PARP8	1.53	1.71e-18
SCNN1G	1.53	2.09e-09
SLCO2B1	1.53	1.14e-13
ARHGEF15	1.52	7.16e-24
CDKL2	1.52	1.26e-12
CGN	1.52	5.82e-10
DDX3Y	1.52	1.19e-07
FXYD6	1.52	2.84e-16
JADE1	1.52	1.78e-14
LINC01936	1.52	5.63e-20
MAL	1.52	7.71e-11
MITF	1.52	1.77e-20
MT1H	1.52	2.74e-12
NCF1	1.52	5.85e-16
PARVG	1.52	2.78e-17
LINC-PINT	1.51	4.6e-15
MAFF	1.51	1.68e-13
RNF144B	1.51	1.49e-18
RRAS	1.51	3.43e-19
RUNDC3B	1.51	8e-11
RUNX1T1	1.51	4.55e-11
SIGLEC1	1.51	2.78e-14
SLA	1.51	1.07e-18
ADGRL4	1.5	2.13e-14
AIF1L	1.5	5.17e-12
ARC	1.5	3.63e-20
CIMIP1	1.5	0.000156
KLKB1	1.5	7.46e-18
GAB1	1.5	6.15e-19
HLA-DPB1	1.5	5.92e-21
SYBU	1.5	1.18e-07
TMEM108	1.5	7.72e-18
ANGPTL1	1.49	1.74e-14
APOL3	1.49	2.93e-18
HACD1	1.49	1.87e-12
HECW2	1.49	1.71e-14
IL10RA	1.49	3.68e-13
MAGI1	1.49	1.31e-20
RNPC3	1.49	1.09e-14
RUFY3	1.49	3.43e-16
APOC2	1.48	9.39e-10
ARHGEF10	1.48	1.07e-17
CXCL5	1.48	0.000222
FMO3	1.48	8.03e-08
GJA4	1.48	4.37e-22
HLA-E	1.48	4.01e-16
MFAP3L	1.48	4.85e-12
PEAK1	1.48	7.83e-26
RNF125	1.48	6.16e-18
SIGLEC17P	1.48	1.75e-25
SVEP1	1.48	3.84e-18
SYNM	1.48	2.09e-15
TCEAL7	1.48	4e-13
AP1S2	1.47	4.94e-19
APOD	1.47	7.66e-07
CTSS	1.47	6.86e-11
DAAM2	1.47	4.73e-16
DOCK2	1.47	2.24e-13
FCGR1BP	1.47	1.85e-09
FGL2	1.47	2.52e-10
FZD4	1.47	1.09e-18
GPRASP1	1.47	3.98e-21
GSTM5	1.47	8.38e-25
MGLL	1.47	3.21e-16
MOB3B	1.47	1.68e-15
MT1X	1.47	2.32e-11
NFKBID	1.47	1.18e-17
SASH3	1.47	6.29e-14
SHROOM3	1.47	5.96e-13
SLCO4C1	1.47	7.84e-11
TRIM22	1.47	3.95e-13
USP53	1.47	1.4e-16
WSB1	1.47	1.1e-09
ABLIM3	1.46	5.03e-20
ATP10A	1.46	1.9e-19
BIRC3	1.46	5.47e-13
C1QC	1.46	2.13e-11
SPMIP6	1.46	0.000176
CLEC2B	1.46	1.01e-10
ERBB4	1.46	1.16e-21
FBXO9	1.46	1.52e-18
GLRX	1.46	1.72e-17
HDC	1.46	1.42e-20
HLA-DPA1	1.46	2.32e-11
HNMT	1.46	2.18e-18
LAIR1	1.46	1.67e-13
OTUD1	1.46	1.11e-21
PPP1R16B	1.46	1.08e-17
SH3BGRL2	1.46	3.39e-12
SLC16A6	1.46	8.22e-11
CXCL16	1.45	5.93e-16
EVI2A	1.45	6.78e-13
HLA-DOA	1.45	2.24e-11
JUNB	1.45	2.96e-17
LATS2	1.45	4.78e-21
SCNN1B	1.45	1.56e-11
SLC18A2	1.45	7.42e-21
TGM2	1.45	7.13e-11
UTRN	1.45	2.57e-23
ABCA6	1.44	4.17e-25
ACSS3	1.44	6.93e-22
CARINH	1.44	1.93e-20
KIAA0040	1.44	3.98e-20
LILRB2	1.44	9.06e-15
OSR1	1.44	6.37e-19
SNX1	1.44	3.01e-22
TNFRSF10C	1.44	3.35e-13
AFAP1L1	1.43	3.22e-13
CRIP2	1.43	3.57e-11
CST7	1.43	1.32e-14
DOK3	1.43	7.76e-15
ESYT3	1.43	1.23e-24
GCA	1.43	1.83e-20
LEPROT	1.43	4.89e-20
RHEX	1.43	1.87e-19
LOC286191	1.43	3.1e-18
RBM17	1.43	1.97e-20
RBPMS-AS1	1.43	3.15e-19
SAMD4A	1.43	7.41e-13
TTN	1.43	3.75e-20
BCL6B	1.42	1.03e-22
CYP3A5	1.42	1.18e-14
EIF4E3	1.42	4.27e-20
RIPOR2	1.42	2.65e-12
GJA5	1.42	3.25e-09
HPCAL1	1.42	8.31e-17
LONP2	1.42	2.13e-18
P3H2	1.42	5.5e-06
PREX2	1.42	3.12e-13
PTPRE	1.42	3.09e-13
RAB11A	1.42	2.52e-19
SAMSN1	1.42	9.13e-11
SLC19A3	1.42	6.45e-23
SLIT3	1.42	1.48e-23
TPK1	1.42	1.56e-17
ADCY4	1.41	1.25e-27
APBB1IP	1.41	5.08e-14
ARAP3	1.41	2.12e-19
CCND3	1.41	2.74e-23
CNR1	1.41	1.05e-17
DUOXA1	1.41	1.78e-18
ENG	1.41	3.88e-17
FLVCR2	1.41	2.3e-15
FOXP1	1.41	1.7e-22
ITGA9	1.41	7.73e-12
HLA-DQB1	1.41	5.08e-06
NEAT1	1.41	1.35e-11
OCLN	1.41	2.53e-08
PCDH17	1.41	1.49e-11
PTGER4	1.41	1.67e-16
RAPGEF2	1.41	5.08e-11
RFTN1	1.41	1.67e-18
SLC2A3	1.41	3.13e-10
EIF5	1.41	2.65e-13
SPATA13	1.41	1.51e-20
UBASH3B	1.41	5.8e-15
RETREG1	1.4	2.86e-09
HSDL2	1.4	2.02e-23
KLHL6	1.4	3.04e-13
LRP2	1.4	1.22e-14
MIR23AHG	1.4	5.89e-15
PARD3B	1.4	2.76e-19
PRKCZ	1.4	1.77e-20
PSMB8-AS1	1.4	3.62e-13
RXFP1	1.4	3.92e-22
SHROOM4	1.4	2.16e-27
SNTN	1.4	0.000214
SRSF11	1.4	4.2e-21
SYNPO	1.4	3.63e-14
ZNF204P	1.4	1.47e-15
ARFGEF3	1.39	4.59e-10
ATP13A4	1.39	4.81e-11
CARD8	1.39	8.32e-18
CCL4	1.39	6.84e-09
JUND	1.39	7.49e-13
LCP2	1.39	2.87e-12
MYL9	1.39	1.62e-11
NME5	1.39	4.1e-10
OLFML1	1.39	1.12e-14
PTPRC	1.39	2.51e-10
SERPING1	1.39	2.19e-15
SH3GL3	1.39	7.49e-12
SPI1	1.39	2.64e-18
C8orf34-AS1	1.38	1.85e-16
CCR1	1.38	6.65e-12
DOCK9	1.38	4.26e-16
EVA1A	1.38	2.15e-10
FRMD4B	1.38	6.48e-19
LAT2	1.38	2.18e-14
ESAM-AS1	1.38	1.04e-25
ST7	1.38	6.11e-22
MT2A	1.38	8.46e-12
MYLIP	1.38	1.13e-14
PDE8B	1.38	7.39e-19
PMP22	1.38	1.57e-16
SHANK2	1.38	8.21e-19
SLC35A1	1.38	1.02e-24
STARD8	1.38	1.29e-26
TBC1D10C	1.38	3.13e-17
TRPC6	1.38	5.74e-12
BANK1	1.37	4.96e-16
CAMTA1	1.37	1.7e-11
CASQ2	1.37	2.63e-25
CLEC10A	1.37	8.73e-18
CYBB	1.37	1.9e-09
GBP3	1.37	1.01e-05
PAG1	1.37	5.74e-15
PCF11	1.37	3.23e-20
PDE4D	1.37	6.5e-18
PLBD1	1.37	3.93e-14
PRF1	1.37	3.04e-12
SERPINB9	1.37	6.09e-14
TRHDE	1.37	2e-19
WFS1	1.37	5.08e-17
ABCG1	1.36	5.06e-11
AIF1	1.36	4.19e-13
ASRGL1	1.36	2.23e-13
VSIR	1.36	1.46e-20
COL14A1	1.36	3.2e-06
CRY2	1.36	2.31e-28
DPT	1.36	2.05e-07
ETS2	1.36	2.18e-16
EVA1C	1.36	1.23e-11
FERMT3	1.36	2.78e-15
FNIP2	1.36	1.54e-16
FSTL3	1.36	9.08e-14
IKZF1	1.36	8.34e-11
LRRC70	1.36	2.46e-14
NFASC	1.36	5.89e-16
PODXL	1.36	1.83e-15
PSMA5	1.36	6.95e-26
SAP18	1.36	1.59e-24
SESN1	1.36	2.38e-17
TAGAP	1.36	3.06e-10
TAPT1	1.36	3.33e-19
ZDHHC11	1.36	5.56e-08
ZSCAN18	1.36	1.26e-11
ADGRL2	1.35	2.09e-11
B3GNT7	1.35	1.59e-10
C5	1.35	2.02e-07
CRBN	1.35	6.6e-30
DPH3	1.35	3.41e-21
GNG2	1.35	2.76e-14
HSD17B11	1.35	2.22e-20
S100A3	1.35	4.52e-13
ST6GALNAC3	1.35	1.14e-16
AHCYL2	1.34	1.81e-13
CCDC18-AS1	1.34	3.06e-11
CSF2RB	1.34	1.12e-11
DPYD	1.34	2.98e-10
EMP3	1.34	1.36e-13
FAM228B	1.34	1.47e-18
FYN	1.34	2.52e-15
IGSF6	1.34	1.1e-09
JDP2	1.34	9.03e-20
LOC101929398	1.34	3.66e-22
MEF2C	1.34	8.34e-13
PRAM1	1.34	1.28e-23
RALGAPA2	1.34	6.09e-18
SPNS2	1.34	1.2e-16
SPRY4	1.34	7.59e-13
COX16	1.34	1.9e-19
TACC1	1.34	1.14e-15
CAST	1.33	1.35e-20
CSGALNACT1	1.33	2.08e-12
DYNLRB2	1.33	7.24e-06
FRZB	1.33	3.13e-07
KLRB1	1.33	1.62e-10
MT1HL1	1.33	9.35e-13
PIAS1	1.33	3.37e-22
PLK3	1.33	2.13e-15
PSMA3-AS1	1.33	4.53e-23
RAB17	1.33	3.82e-15
RASSF8	1.33	8.97e-11
SEMA6A	1.33	5.51e-10
SOSTDC1	1.33	0.000351
SUGT1	1.33	4.05e-16
ADAMTS9	1.32	3.35e-12
ANG	1.32	1.03e-14
CFP	1.32	1.27e-20
CTSW	1.32	3.39e-19
CCN1	1.32	3.33e-06
DDX5	1.32	4.99e-18
EPB41L4A	1.32	6.56e-15
GLS	1.32	8.05e-10
LSAMP	1.32	1.28e-13
OASL	1.32	1.4e-10
PNMA2	1.32	1.19e-05
PREX1	1.32	1.52e-21
REPS2	1.32	1.16e-14
RPGR	1.32	4.43e-21
SLFN11	1.32	1.21e-13
SOD3	1.32	4.68e-13
TNFSF12	1.32	1.52e-20
ADPRH	1.31	5.66e-27
CD34	1.31	2.13e-18
CTNNAL1	1.31	1.36e-16
EFCC1	1.31	8.55e-29
FGF2	1.31	2.14e-16
MICAL1	1.31	4.96e-18
MYH10	1.31	1.55e-13
CIMAP1B	1.31	1.06e-13
PEAR1	1.31	4.33e-20
RBPMS	1.31	6.31e-18
SERPINE1	1.31	2.09e-08
SLC47A1	1.31	1.87e-07
SOBP	1.31	5.17e-12
SRSF7	1.31	1.51e-12
STOM	1.31	1.94e-26
STX12	1.31	3.07e-28
TMEM170B	1.31	7.52e-23
AGTPBP1	1.3	2.42e-23
ARRDC4	1.3	1.85e-11
CFH	1.3	1.02e-09
DDAH1	1.3	8.85e-11
FGD3	1.3	2.28e-18
GAB3	1.3	2.23e-27
GIPC2	1.3	3.17e-17
HAS2	1.3	1.2e-08
KANSL1L	1.3	1.32e-16
NHSL1	1.3	2.16e-11
NSUN6	1.3	2.68e-16
SH2B3	1.3	3.25e-17
ZEB1	1.3	1.15e-08
SLC25A37	1.3	5.6e-12
SRGN	1.3	3.02e-13
VAMP5	1.3	1.19e-12
ARRB2	1.29	1.52e-20
ATP6V0A2	1.29	3.46e-23
C3	1.29	8.87e-07
CASKIN2	1.29	9.69e-17
CTSO	1.29	2.63e-15
DCDC2	1.29	2.16e-22
HSPB2	1.29	1.26e-18
PPM1M	1.29	2.85e-22
SLAIN1	1.29	9.12e-10
SNORD50A	1.29	7.5e-15
CD274	1.28	2.64e-05
CDH19	1.28	1.13e-18
CYP2U1	1.28	6.75e-18
FGD2	1.28	1.34e-19
GAB2	1.28	6.3e-21
HHIP-AS1	1.28	3.19e-16
IL20RA	1.28	7.61e-10
IRF8	1.28	2.08e-12
KCNJ8	1.28	1.99e-12
LGALSL	1.28	1.1e-11
SIAH1	1.28	3.9e-15
THSD1	1.28	4.31e-14
LTBP2	1.28	2.08e-11
MYO15B	1.28	4.67e-20
MYRIP	1.28	5.07e-12
PCDHA12	1.28	7.97e-10
PHYHD1	1.28	1.32e-16
PKNOX2	1.28	7.52e-22
PRX	1.28	2.75e-18
PTPRG	1.28	1.35e-13
RILPL2	1.28	4.84e-29
SLC19A2	1.28	1.22e-11
SLCO4A1	1.28	3e-07
TMED5	1.28	4.26e-27
ACTR3	1.27	2.88e-17
ANXA11	1.27	7.74e-22
CLEC4A	1.27	1.08e-09
CLEC7A	1.27	3.4e-08
CPPED1	1.27	6.59e-25
DUSP6	1.27	5.28e-11
FAM107B	1.27	5.99e-11
FRMD4A	1.27	3.58e-16
GTF2H2	1.27	5.63e-15
HYAL2	1.27	8.57e-22
ID1	1.27	7.39e-09
ITGB6	1.27	2.12e-05
LTA4H	1.27	1.53e-17
CRIM1	1.27	1.7e-16
SERF2	1.27	1.54e-25
UBA7	1.27	1.1e-16
PER1	1.27	1.79e-12
PALD1	1.27	3.41e-17
PLPP3	1.27	3.51e-20
REEP5	1.27	3.01e-25
SCN1A	1.27	1.93e-21
SEC63	1.27	1.93e-17
USP25	1.27	3.32e-20
ZNF677	1.27	2.96e-10
USP34	1.26	3.29e-12
ARMCX1	1.26	3.22e-13
B4GALT1	1.26	1.99e-13
C1orf198	1.26	1.28e-20
CORO2B	1.26	2.93e-15
GCHFR	1.26	3.55e-12
GOLGA8N	1.26	1.08e-17
IFFO1	1.26	1.54e-15
JUN	1.26	2.48e-12
LPCAT1	1.26	4.88e-08
MLKL	1.26	1.24e-16
PWAR6	1.26	5.9e-11
RAB8B	1.26	1.46e-20
RAPGEF5	1.26	2.06e-14
SORT1	1.26	4.17e-19
SYT15	1.26	2.23e-27
ADCY9	1.25	4.48e-16
AKAP13	1.25	1.34e-23
CCL3	1.25	5.69e-06
RFLNB	1.25	3.44e-11
IQGAP2	1.25	3.01e-12
LDLR	1.25	1.35e-09
MPP1	1.25	2.08e-13
PLAGL1	1.25	7.89e-13
RAPGEF4	1.25	1.53e-18
RMDN2	1.25	3.38e-18
RORA	1.25	8.81e-12
RSPO3	1.25	4.54e-08
SLK	1.25	5.25e-15
TNIK	1.25	1.62e-13
ZMAT1	1.25	3.6e-19
C1QTNF2	1.24	3.82e-13
CLDN23	1.24	1.98e-09
FCGRT	1.24	1.67e-22
GPER1	1.24	2.2e-15
ITGAM	1.24	6.74e-09
MALAT1	1.24	2.28e-07
MAN1C1	1.24	3.97e-14
MAN2A2	1.24	7.37e-31
MSRA	1.24	4.37e-21
PLEKHB1	1.24	1.84e-07
PON3	1.24	9.83e-07
RASSF3	1.24	1.02e-16
STXBP1	1.24	5.91e-10
TBC1D1	1.24	5.15e-22
TSC22D3	1.24	6.19e-12
UBE2I	1.24	2.01e-17
ARHGEF3	1.23	5.91e-19
BDH2	1.23	1.33e-36
CASP1	1.23	9.53e-13
CD53	1.23	1.54e-10
ELMO1	1.23	2.07e-14
FCGR1A	1.23	4.16e-08
FIG4	1.23	1.32e-21
IL3RA	1.23	2.31e-20
MRPS14	1.23	8.81e-22
NFKBIA	1.23	1.89e-15
PDXK	1.23	2.87e-14
PF4	1.23	7.74e-13
PRR15L	1.23	1.26e-05
PTGIS	1.23	5.39e-06
RAPGEF3	1.23	1.4e-30
SFPQ	1.23	8.41e-11
VWA5A	1.23	6.03e-15
ZDHHC2	1.23	2.87e-12
BEX4	1.22	7.62e-10
CACNA1D	1.22	1.79e-11
CD74	1.22	8.48e-07
CNN1	1.22	2.64e-10
FBLN1	1.22	3.35e-11
GPC3	1.22	0.000145
HLA-DMB	1.22	6.47e-10
HLA-DRA	1.22	1.15e-08
IL18R1	1.22	3.39e-14
KLRD1	1.22	3.87e-14
SLC25A16	1.22	2.05e-16
LOC100996412	1.22	9.46e-15
MYO9A	1.22	5.07e-23
RPH3AL	1.22	1.36e-09
UFM1	1.22	3.67e-14
ARHGAP25	1.21	1.07e-17
ATP8A2	1.21	8.54e-09
BEND7	1.21	7.03e-15
LRMDA	1.21	1.92e-15
CD1C	1.21	1.67e-18
CHN2	1.21	4.27e-10
CLK1	1.21	6.7e-17
EGR2	1.21	3.31e-08
GUCY1A1	1.21	4.27e-12
IL6ST	1.21	8.1e-09
KLF15	1.21	1.83e-16
LMCD1	1.21	4.3e-13
PCDH20	1.21	6.98e-10
TLNRD1	1.21	8.54e-20
NES	1.21	2.06e-08
PIEZO2	1.21	3.4e-11
RBP7	1.21	3.12e-07
SNRK	1.21	1.51e-19
SPRYD7	1.21	1.27e-17
MECR	1.21	7.77e-12
TNFRSF10D	1.21	6.4e-11
TUBB1	1.21	1.51e-12
AFF4	1.2	6.94e-12
ATP1A2	1.2	1.56e-12
EPB41L3	1.2	6.18e-11
GKAP1	1.2	5.01e-22
GNG7	1.2	4.69e-16
HCST	1.2	9.41e-17
HIF3A	1.2	8.89e-10
LZTFL1	1.2	6.14e-16
ME3	1.2	1.89e-09
MVB12B	1.2	7.01e-19
NAP1L5	1.2	1.02e-11
PDLIM3	1.2	3.35e-09
PIK3CG	1.2	6.59e-10
RIN3	1.2	1.07e-17
ROS1	1.2	2.94e-13
SGCA	1.2	7.58e-21
TRA2A	1.2	5.79e-09
VIM	1.2	1.67e-13
ATG16L2	1.19	4.12e-22
CD48	1.19	1.77e-09
DNAJB4	1.19	4.68e-12
EEF1A1	1.19	6.4e-09
ENOSF1	1.19	9.03e-11
FTX	1.19	1.31e-09
GPR171	1.19	1.4e-07
IL15	1.19	7.84e-09
LCP1	1.19	1.76e-10
MAP3K3	1.19	4.72e-30
MIDN	1.19	8.69e-12
P2RY12	1.19	1.31e-16
PIK3R1	1.19	1.59e-13
PKDCC	1.19	2.91e-11
PLXNA2	1.19	1.32e-14
RHOB	1.19	4.47e-13
SLC15A3	1.19	9.37e-12
TMEM245	1.19	1.1e-16
TXNIP	1.19	2.72e-10
ACAA2	1.18	3.72e-13
AZI2	1.18	3.24e-23
CARD6	1.18	3.21e-11
CFAP221	1.18	8.83e-17
CLEC4E	1.18	2.3e-12
COTL1	1.18	1.4e-12
CYS1	1.18	4.07e-10
DENND2A	1.18	2.13e-23
EPDR1	1.18	1.18e-07
GAS7	1.18	1.27e-10
IL11RA	1.18	2.08e-17
IL7R	1.18	1.29e-06
CD68	1.18	5.7e-15
MBIP	1.18	3.41e-15
MCTP1	1.18	1.23e-08
NDFIP1	1.18	4.08e-23
NPDC1	1.18	3.7e-16
CIMAP3	1.18	1.29e-07
PLCE1	1.18	1.24e-12
SH3KBP1	1.18	6.22e-22
SIDT2	1.18	7.82e-19
SLC46A3	1.18	1.86e-11
TLE2	1.18	1.87e-13
ZC3H12C	1.18	2.6e-13
CCDC9B	1.17	3.78e-16
CARD8-AS1	1.17	1.3e-15
CASP4	1.17	1.96e-13
FAM81B	1.17	4.78e-05
GGA2	1.17	2.63e-23
HEYL	1.17	7.48e-12
HP	1.17	0.000877
HSPH1	1.17	5.5e-09
IER2	1.17	1.71e-15
KRT4	1.17	0.0022
DUSP8	1.17	1.36e-14
PDE4DIP	1.17	7.55e-14
LTC4S	1.17	1.47e-20
SF1	1.17	2.78e-07
SH3D19	1.17	2.67e-21
ST3GAL6	1.17	2.72e-16
THSD7A	1.17	2.62e-11
ANXA4	1.16	3.81e-19
BORCS7	1.16	2.5e-19
SPRING1	1.16	1.21e-21
CYFIP2	1.16	6.42e-11
FKBP1B	1.16	1.13e-10
IGFBP6	1.16	3.09e-07
ING3	1.16	1.84e-22
IQSEC1	1.16	4.05e-21
ITGBL1	1.16	8.99e-06
MACF1	1.16	1.41e-19
MGAM	1.16	3.04e-12
PFKFB2	1.16	1.25e-12
RARRES2	1.16	7.34e-09
SBSPON	1.16	3.77e-05
SEPTIN11	1.16	1.3e-10
SH3BGRL	1.16	7.52e-20
SLC40A1	1.16	1.31e-10
ST3GAL5	1.16	2.93e-08
TMEM140	1.16	1.38e-12
ARHGDIB	1.15	1.82e-14
DIPK2B	1.15	2.79e-17
FAS	1.15	4.25e-12
FILIP1L	1.15	5.23e-11
GPCPD1	1.15	3.59e-18
PEG3	1.15	4.39e-13
PLEKHO2	1.15	6.35e-19
RGL1	1.15	4.54e-11
TMEM43	1.15	1.81e-14
TXNL1	1.15	1.55e-18
ZFPM2	1.15	1.27e-07
ZNF667-AS1	1.15	5.57e-07
ADHFE1	1.14	2.43e-20
ART4	1.14	3.19e-17
BEX5	1.14	1.14e-05
C2	1.14	4.57e-14
CALHM2	1.14	3.7e-18
CLK4	1.14	4.62e-18
CREBL2	1.14	9.29e-14
CTDSPL	1.14	2.77e-18
DIXDC1	1.14	6.01e-12
ELL2	1.14	1.49e-10
FADS3	1.14	2.97e-11
FENDRR	1.14	4.46e-23
FTH1	1.14	1.04e-17
DUSP22	1.14	3.28e-21
MEIS3P1	1.14	1.18e-13
MFSD4A	1.14	0.000209
MYO5B	1.14	8.21e-12
NIPSNAP3A	1.14	1.01e-19
NLRP3	1.14	8.35e-14
PDCD6IP	1.14	2.46e-18
PER3	1.14	1.86e-14
PRTG	1.14	8.55e-17
PTEN	1.14	1.82e-14
RGS16	1.14	4.94e-07
ST6GALNAC6	1.14	1.94e-29
TACC2	1.14	1.21e-12
TRDC	1.14	6.86e-10
APH1B	1.13	6.39e-25
C19orf33	1.13	0.000222
CHPT1	1.13	1.89e-13
CLIP4	1.13	2.72e-14
CSNK1A1	1.13	8.78e-10
DIAPH2	1.13	1.79e-11
HEG1	1.13	1.68e-11
ID3	1.13	1.49e-10
HLA-DRB1	1.13	4.46e-10
S1PR1-DT	1.13	5.11e-24
LOC728392	1.13	2.85e-11
MCOLN3	1.13	1.34e-08
PSMD6-AS2	1.13	2.26e-18
RARA-AS1	1.13	3.62e-18
RNF182	1.13	4.8e-10
SDC4	1.13	3.7e-09
SRSF3	1.13	4.56e-19
TJP2	1.13	1.02e-09
VPS36	1.13	6.67e-23
ASAH1	1.12	1.13e-13
CABLES1	1.12	2.44e-18
CEACAM6	1.12	0.000758
EDNRA	1.12	1.56e-07
EPS15	1.12	2.07e-18
FZD5	1.12	5.17e-08
GPSM3	1.12	4e-14
HBD	1.12	4.52e-12
IFI30	1.12	1.66e-14
ITIH3	1.12	5.59e-16
NDRG2	1.12	4.52e-12
ODAM	1.12	8.73e-10
PCDH12	1.12	4.25e-13
PRKD1	1.12	8.06e-11
SPART	1.12	7.74e-21
TMEM255A	1.12	7.21e-08
BST1	1.11	7.71e-16
C11orf21	1.11	4.78e-22
CBFA2T3	1.11	6.81e-20
DCSTAMP	1.11	4.38e-10
KCNN3	1.11	8.93e-13
PLA2G10	1.11	7.4e-09
LOC101929787	1.11	2.07e-19
MCL1	1.11	4.39e-15
MGAT4A	1.11	4.62e-10
NRROS	1.11	2.01e-14
PRKAR2B	1.11	3.94e-10
CAVIN1	1.11	1.01e-13
RORC	1.11	1.72e-07
SLC8A1	1.11	1.04e-14
SNTB1	1.11	1.97e-09
TIPARP	1.11	1.42e-10
ACCS	1.1	2.5e-16
ANK3	1.1	3.35e-16
CCL5	1.1	5.39e-06
CPEB2	1.1	1.07e-13
CYSTM1	1.1	7.43e-16
EBF1	1.1	5.07e-08
GALNT18	1.1	2.59e-11
GNAS	1.1	1.37e-10
KCNAB2	1.1	3.87e-20
MAP3K14	1.1	1.71e-15
MEOX2	1.1	5.04e-06
NATD1	1.1	1.17e-16
NR5A2	1.1	1.1e-10
PHF11	1.1	1.25e-18
PLA2G2A	1.1	0.00166
RAB20	1.1	1.33e-11
REV3L	1.1	1.3e-15
SERPINB6	1.1	5.11e-17
C11orf58	1.1	1.53e-12
SP100	1.1	5.43e-12
TRIB1	1.1	2.32e-10
ZNF91	1.1	3.93e-07
AHI1	1.09	1.34e-15
ATXN7	1.09	8.88e-20
BMX	1.09	4.69e-18
C11orf54	1.09	7.74e-13
CA3	1.09	2.69e-08
CYLD	1.09	8.45e-15
EML1	1.09	1.19e-08
KANK4	1.09	6.18e-10
RUBCNL	1.09	1.73e-09
CREB5	1.09	3.02e-11
MPEG1	1.09	6.09e-09
NACC2	1.09	1.6e-12
PCGF5	1.09	4.55e-16
PIK3C2A	1.09	3.08e-10
RAB11FIP2	1.09	1.59e-17
SLC20A1	1.09	9.26e-07
SMURF2	1.09	2.09e-11
TNFSF14	1.09	2.56e-14
TSPYL2	1.09	2.88e-20
XAF1	1.09	1.28e-07
ZNF704	1.09	1.44e-07
CALCOCO1	1.08	1.14e-23
EYA4	1.08	3.45e-06
RIPOR1	1.08	4.26e-16
FCHO2	1.08	4.86e-13
FRAS1	1.08	0.000167
GPR34	1.08	1.14e-06
HERC2P2	1.08	7.99e-15
IL12RB1	1.08	8.16e-15
ITGB2-AS1	1.08	3.96e-09
HLA-DRB5	1.08	3.2e-09
RASA4	1.08	3.84e-08
PARVA	1.08	8.13e-15
PLEK	1.08	8.31e-08
PRPF38A	1.08	7.23e-15
PXDC1	1.08	7.47e-19
SGCE	1.08	2.02e-07
TMEM50B	1.08	5.36e-18
TMX4	1.08	1.11e-14
AHNAK	1.07	1.37e-12
DISP1	1.07	5.19e-14
ETS1	1.07	1.03e-11
EZH1	1.07	8.72e-24
HOXB-AS3	1.07	1.49e-10
IL16	1.07	3.71e-12
KDM5D	1.07	8.53e-08
IQCN	1.07	1.25e-15
NINJ2-AS1	1.07	2.36e-10
MIRLET7D	1.07	1.13e-14
NR3C1	1.07	1.21e-09
PAPOLA	1.07	7.48e-15
PHYKPL	1.07	1.64e-19
PLIN2	1.07	3.52e-09
RASAL2	1.07	2.15e-12
RSPH1	1.07	0.00105
S100A8	1.07	0.00104
SLC25A25	1.07	1.43e-11
STAM2	1.07	6.87e-19
STX7	1.07	5.11e-22
TNFAIP3	1.07	9.32e-08
TSPAN2	1.07	8.04e-08
ZBTB4	1.07	1.98e-18
ABHD5	1.06	2.49e-20
AKNA	1.06	1.72e-13
BNIP2	1.06	9.97e-18
JHY	1.06	7e-18
CD86	1.06	2.13e-08
CISH	1.06	5.06e-12
CREM	1.06	1.44e-11
DNAJA1	1.06	3.45e-19
EFR3B	1.06	1.94e-17
FEZ1	1.06	1.14e-07
FOLR3	1.06	8.09e-15
EEF2K	1.06	2.73e-19
LMNTD2-AS1	1.06	1.71e-07
LOC727820	1.06	9.48e-08
LRCH1	1.06	3.37e-17
LRCH2	1.06	3.34e-17
NFATC2	1.06	2.84e-09
OSM	1.06	2.89e-08
PLCL2	1.06	1.44e-13
SAP30L	1.06	1.44e-14
SIRPA	1.06	1.21e-11
SREK1IP1	1.06	6.47e-17
TNS3	1.06	3.89e-10
ZBTB21	1.06	3.01e-15
ZNF83	1.06	1.7e-11
ACADSB	1.05	6.77e-11
ADCY7	1.05	1.05e-09
AMT	1.05	8e-15
ANAPC16	1.05	1.47e-19
AXL	1.05	1.36e-11
