ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Updated.gene.symbol	Updated.gene.title
36047_at	0.00815	0.0027	3.1304223	-2.158245	0.54280341	NEK1	NIMA related kinase 1	NEK1	NIMA related kinase 1
366_s_at	0.466	0.382	0.8798392	-6.313096	0.2682607	NEK2	NIMA related kinase 2	NEK2	NIMA related kinase 2
367_at	0.0807	0.0452	2.0454587	-4.673964	0.59576675	NEK3	NIMA related kinase 3	NEK3	NIMA related kinase 3
665_at	0.0706	0.0384	2.1171954	-4.534652	0.38389829	NEK4	NIMA related kinase 4	NEK4	NIMA related kinase 4
34752_at	0.531	0.45	-0.761009	-6.40963	-0.11814096	NEK7	NIMA related kinase 7	NEK7	NIMA related kinase 7
35843_at	0.00227	0.000545	3.6534239	-0.672826	0.45031586	NEK9	NIMA related kinase 9	NEK9	NIMA related kinase 9
35205_at	0.62	0.543	0.611188	-6.511755	0.0636813	NELFB	negative elongation factor complex member B	NELFB	negative elongation factor complex member B
35946_at	0.00715	0.00229	3.1858725	-2.008232	1.45877108	NELL1	neural EGFL like 1	NELL1	neural EGFL like 1
32598_at	0.000504	8.38e-05	-4.2205556	1.096058	-1.41406869	NELL2	neural EGFL like 2	NELL2	neural EGFL like 2
39229_at	0.00791	0.0026	3.1429445	-2.124531	0.51173611	NEMF	nuclear export mediator factor	NEMF	nuclear export mediator factor
31832_at	0.0578	0.0298	-2.2262733	-4.314962	-0.5652635	NEMP1	nuclear envelope integral membrane protein 1	NEMP1	nuclear envelope integral membrane protein 1
39815_at	0.00323	0.000848	3.5134916	-1.085157	0.69841069	NENF	neudesin neurotrophic factor	NENF	neudesin neurotrophic factor
33169_at	0.116	0.0704	1.8421726	-5.045863	0.32658714	NEO1	neogenin 1	NEO1	neogenin 1
33894_at	0.243	0.172	1.3820102	-5.756931	0.46831703	NET1	neuroepithelial cell transforming 1	NET1	neuroepithelial cell transforming 1
39075_at	0.00825	0.00273	-3.1258761	-2.170461	-0.76360198	NEU1	neuraminidase 1 (lysosomal sialidase)	NEU1	neuraminidase 1 (lysosomal sialidase)
31643_at	0.00617	0.0019	3.2498029	-1.832978	0.68245139	NEU3	neuraminidase 3	NEU3	neuraminidase 3
32717_at	3.06e-08	3.95e-10	7.4692835	12.933771	1.29373473	NEURL1	neuralized E3 ubiquitin protein ligase 1	NEURL1	neuralized E3 ubiquitin protein ligase 1
36768_at	0.00215	0.000508	3.6757844	-0.605992	1.25117866	NEUROD1	neuronal differentiation 1	NEUROD1	neuronal differentiation 1
38205_at	0.0176	0.00689	2.7987607	-3.015001	0.55184792	NEUROD2	neuronal differentiation 2	NEUROD2	neuronal differentiation 2
31658_at	0.454	0.371	0.9021408	-6.293459	0.23679851	NEUROG3	neurogenin 3	NEUROG3	neurogenin 3
961_at	0.928	0.907	0.1174664	-6.691316	0.04641009	NF1	neurofibromin 1	NF1	neurofibromin 1
38289_r_at	0.113	0.0683	1.8563567	-5.021031	0.78993772	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1	NF1P9///NF1	neurofibromin 1 pseudogene 9///neurofibromin 1
1894_f_at	0.000242	3.37e-05	4.4837213	1.963684	1.56272428	NF2	neurofibromin 2	NF2	neurofibromin 2
36867_at	6.01e-05	6.18e-06	4.9571605	3.586081	1.44701859	NFASC	neurofascin	NFASC	neurofascin
31364_i_at	0.00416	0.00117	3.4094937	-1.384776	0.62670166	NFAT5	nuclear factor of activated T-cells 5	NFAT5	nuclear factor of activated T-cells 5
39144_at	0.0159	0.00612	2.8418115	-2.907847	0.89422711	NFATC1	nuclear factor of activated T-cells 1	NFATC1	nuclear factor of activated T-cells 1
38864_at	0.0935	0.054	-1.9649997	-4.825244	-0.50401319	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
250_at	0.0292	0.0129	2.5629282	-3.579348	0.33356229	NFATC3	nuclear factor of activated T-cells 3	NFATC3	nuclear factor of activated T-cells 3
37368_at	0.00926	0.00317	3.0748081	-2.306807	0.58911018	NFATC4	nuclear factor of activated T-cells 4	NFATC4	nuclear factor of activated T-cells 4
37179_at	0.0567	0.0291	2.2359819	-4.294955	0.68422377	NFE2	nuclear factor, erythroid 2	NFE2	nuclear factor, erythroid 2
38439_at	0.00584	0.00177	3.2726356	-1.769798	0.72653216	NFE2L1	nuclear factor, erythroid 2 like 1	NFE2L1	nuclear factor, erythroid 2 like 1
853_at	0.0523	0.0263	-2.2774067	-4.208765	-0.53731652	NFE2L2	nuclear factor, erythroid 2 like 2	NFE2L2	nuclear factor, erythroid 2 like 2
34282_at	0.0582	0.0301	-2.2219623	-4.323822	-0.79868274	NFE2L3	nuclear factor, erythroid 2 like 3	NFE2L3	nuclear factor, erythroid 2 like 3
704_at	0.00136	0.000285	3.854653	-0.062363	0.8175256	NFIA	nuclear factor I A	NFIA	nuclear factor I A
34720_at	2.92e-09	1.43e-11	8.3134188	16.156054	1.92736625	NFIB	nuclear factor I B	NFIB	nuclear factor I B
440_at	0.00092	0.000176	4.0004565	0.392097	0.5787802	NFIC	nuclear factor I C	NFIC	nuclear factor I C
37544_at	0.56	0.479	-0.7122307	-6.445288	-0.19569254	NFIL3	nuclear factor, interleukin 3 regulated	NFIL3	nuclear factor, interleukin 3 regulated
41537_r_at	0.000346	5.21e-05	4.3583307	1.546946	1.34327137	NFIX	nuclear factor I X	NFIX	nuclear factor I X
1377_at	0.00666	0.00209	-3.2167831	-1.9238	-0.45243571	NFKB1	nuclear factor kappa B subunit 1	NFKB1	nuclear factor kappa B subunit 1
544_at	0.0131	0.00482	-2.9276463	-2.690521	-0.78003273	NFKB2	nuclear factor kappa B subunit 2	NFKB2	nuclear factor kappa B subunit 2
1461_at	0.00214	0.000505	-3.6775663	-0.600655	-0.57260436	NFKBIA	NFKB inhibitor alpha	NFKBIA	NFKB inhibitor alpha
41065_at	0.786	0.736	0.3383449	-6.640955	0.0589402	NFKBIB	NFKB inhibitor beta	NFKBIB	NFKB inhibitor beta
38276_at	0.00354	0.000952	-3.4760578	-1.193689	-0.78811323	NFKBIE	NFKB inhibitor epsilon	NFKBIE	NFKB inhibitor epsilon
36267_at	0.879	0.846	-0.1945619	-6.679275	-0.04524079	NFKBIL1	NFKB inhibitor like 1	NFKBIL1	NFKB inhibitor like 1
33196_at	0.0214	0.00876	2.7099554	-3.232061	0.67123658	NFRKB	nuclear factor related to kappaB binding protein	NFRKB	nuclear factor related to kappaB binding protein
34667_at	0.359	0.279	1.0918317	-6.107213	0.14667303	NFX1	nuclear transcription factor, X-box binding 1	NFX1	nuclear transcription factor, X-box binding 1
37561_at	0.000278	3.99e-05	-4.4354213	1.802461	-0.84661308	NFYA	nuclear transcription factor Y subunit alpha	NFYA	nuclear transcription factor Y subunit alpha
37928_at	0.0113	0.00403	2.9905943	-2.528082	0.3454893	NFYB	nuclear transcription factor Y subunit beta	NFYB	nuclear transcription factor Y subunit beta
40466_at	0.000449	7.24e-05	4.2631687	1.234705	0.40998405	NFYC	nuclear transcription factor Y subunit gamma	NFYC	nuclear transcription factor Y subunit gamma
38255_at	0.00354	0.000951	3.4764761	-1.19248	0.97092936	NGDN	neuroguidin	NGDN	neuroguidin
791_g_at	0.022	0.00907	-2.6971376	-3.262942	-0.90193704	NGF	nerve growth factor	NGF	nerve growth factor
1673_at	0.0527	0.0266	2.273286	-4.217398	0.34161348	NGFR	nerve growth factor receptor	NGFR	nerve growth factor receptor
36281_at	0.0264	0.0114	2.6111155	-3.467214	0.62895344	NHLH1	nescient helix-loop-helix 1	NHLH1	nescient helix-loop-helix 1
41578_at	0.0856	0.0486	2.0129548	-4.735716	0.61570992	NHLH2	nescient helix-loop-helix 2	NHLH2	nescient helix-loop-helix 2
41322_s_at	0.0106	0.00375	-3.0161988	-2.46128	-0.63819543	NHP2	NHP2 ribonucleoprotein	NHP2	NHP2 ribonucleoprotein
35366_at	0.0535	0.0271	-2.2649471	-4.234828	-0.68120319	NID1	nidogen 1	NID1	nidogen 1
753_at	0.794	0.746	0.325537	-6.645205	0.08914046	NID2	nidogen 2	NID2	nidogen 2
41475_at	0.82	0.776	-0.2862509	-6.657221	-0.07939714	NINJ1	ninjurin 1	NINJ1	ninjurin 1
34276_at	0.772	0.719	0.3620928	-6.632643	0.0859378	NINL	ninein like	NINL	ninein like
38452_at	0.881	0.849	0.1908247	-6.679996	0.03981637	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2	NIPA2	non imprinted in Prader-Willi/Angelman syndrome 2
37850_at	0.503	0.421	0.8109158	-6.370752	0.24396066	NIPAL3	NIPA like domain containing 3	NIPAL3	NIPA like domain containing 3
33378_at	0.15	0.0966	-1.6880431	-5.304657	-0.3384545	NIPBL	NIPBL, cohesin loading factor	NIPBL	NIPBL, cohesin loading factor
40866_at	0.00263	0.000658	-3.5943495	-0.848155	-0.62142486	NIPSNAP1	nipsnap homolog 1 (C. elegans)	NIPSNAP1	nipsnap homolog 1 (C. elegans)
33916_at	0.115	0.0695	1.8479461	-5.035776	0.40583332	NISCH	nischarin	NISCH	nischarin
39735_at	0.0737	0.0404	-2.0948212	-4.578547	-0.47227126	NIT1	nitrilase 1	NIT1	nitrilase 1
37121_at	0.792	0.742	-0.3305129	-6.643573	-0.10695045	NKG7	natural killer cell granule protein 7	NKG7	natural killer cell granule protein 7
37501_at	0.000829	0.000155	-4.0393484	0.514959	-0.7540731	NKRF	NFKB repressing factor	NKRF	NFKB repressing factor
34233_i_at	0.0118	0.00425	2.9722719	-2.575627	1.18368471	NKTR	natural killer cell triggering receptor	NKTR	natural killer cell triggering receptor
130_s_at	0.00444	0.00126	3.3841342	-1.456927	0.54454725	NKX2-1	NK2 homeobox 1	NKX2-1	NK2 homeobox 1
33606_g_at	0.58	0.501	-0.6775712	-6.469214	-0.19894815	NKX2-2	NK2 homeobox 2	NKX2-2	NK2 homeobox 2
33570_at	0.00701	0.00223	3.1943443	-1.985148	0.68429816	NKX2-5	NK2 homeobox 5	NKX2-5	NK2 homeobox 5
34165_at	0.042	0.0201	2.3888153	-3.970427	0.48027913	NKX2-8	NK2 homeobox 8	NKX2-8	NK2 homeobox 8
445_at	0.00154	0.000333	3.807104	-0.208408	1.04352487	NKX3-1	NK3 homeobox 1	NKX3-1	NK3 homeobox 1
32465_at	0.498	0.416	0.8197081	-6.363653	0.19761551	NKX3-2	NK3 homeobox 2	NKX3-2	NK3 homeobox 2
37937_at	0.0893	0.0511	1.990595	-4.777695	0.36642361	NLE1	notchless homolog 1	NLE1	notchless homolog 1
40344_at	0.259	0.186	1.3378043	-5.81531	0.42266914	NLGN1	neuroligin 1	NLGN1	neuroligin 1
32930_f_at	0.027	0.0117	2.599701	-3.493926	0.8796964	NLGN4Y	neuroligin 4, Y-linked	NLGN4Y	neuroligin 4, Y-linked
37127_at	0.0366	0.017	-2.4559333	-3.82232	-0.76499012	NLRP1	NLR family pyrin domain containing 1	NLRP1	NLR family pyrin domain containing 1
33598_r_at	0.449	0.366	0.911324	-6.285234	0.35961341	NLRP3	NLR family pyrin domain containing 3	NLRP3	NLR family pyrin domain containing 3
40686_at	0.00146	0.000312	-3.826671	-0.148441	-0.75338901	NMB	neuromedin B	NMB	neuromedin B
33996_at	0.000607	0.000105	4.1530641	0.877994	1.19909802	NMBR	neuromedin B receptor	NMBR	neuromedin B receptor
1521_at	1.89e-07	4.2e-09	-6.8680392	10.63866	-1.32702803	NME1	NME/NM23 nucleoside diphosphate kinase 1	NME1	NME/NM23 nucleoside diphosphate kinase 1
33415_at	5.53e-05	5.59e-06	-4.9846886	3.682559	-0.74936073	NME1-NME2///NME2	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2	NME1-NME2///NME2	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 2
198_g_at	0.273	0.198	-1.3008357	-5.86276	-0.1724377	NME3	NME/NM23 nucleoside diphosphate kinase 3	NME3	NME/NM23 nucleoside diphosphate kinase 3
39089_at	0.0303	0.0135	2.5457082	-3.619016	0.41968903	NME4	NME/NM23 nucleoside diphosphate kinase 4	NME4	NME/NM23 nucleoside diphosphate kinase 4
36859_at	0.000496	8.2e-05	4.2266256	1.115762	1.17879678	NME5	NME/NM23 family member 5	NME5	NME/NM23 family member 5
35005_at	0.107	0.0641	1.8861203	-4.968373	0.28435794	NME6	NME/NM23 nucleoside diphosphate kinase 6	NME6	NME/NM23 nucleoside diphosphate kinase 6
36472_at	6e-10	1.28e-12	-8.9324033	18.499511	-1.39674687	NMI	N-myc and STAT interactor	NMI	N-myc and STAT interactor
32090_at	0.0271	0.0118	2.598664	-3.496349	0.80919129	NMNAT2	nicotinamide nucleotide adenylyltransferase 2	NMNAT2	nicotinamide nucleotide adenylyltransferase 2
38999_s_at	0.000715	0.000129	-4.0937093	0.687807	-0.6272085	NMT1	N-myristoyltransferase 1	NMT1	N-myristoyltransferase 1
41656_at	0.00276	0.000698	3.575501	-0.903712	0.4533905	NMT2	N-myristoyltransferase 2	NMT2	N-myristoyltransferase 2
33483_at	0.69	0.623	-0.4939987	-6.576274	-0.21797819	NMU	neuromedin U	NMU	neuromedin U
39051_at	0.00292	0.000747	3.5540667	-0.966663	0.69474809	NNAT	neuronatin	NNAT	neuronatin
41722_at	2.3e-09	9.28e-12	8.4243775	16.57782	1.71907954	NNT	nicotinamide nucleotide transhydrogenase	NNT	nicotinamide nucleotide transhydrogenase
41861_at	0.00293	0.00075	-3.5525689	-0.971053	-0.89450636	NOC2L	NOC2 like nucleolar associated transcriptional repressor	NOC2L	NOC2 like nucleolar associated transcriptional repressor
35382_at	0.158	0.103	1.6563323	-5.355364	0.43689647	NOL3	nucleolar protein 3	NOL3	nucleolar protein 3
41835_at	0.000152	1.89e-05	4.6466108	2.513555	1.43451682	NOL4	nucleolar protein 4	NOL4	nucleolar protein 4
39546_s_at	0.000652	0.000115	4.1275139	0.795941	0.71078872	NOL7	nucleolar protein 7	NOL7	nucleolar protein 7
36597_at	0.00304	0.000787	-3.5373251	-1.015662	-0.53479386	NOLC1	nucleolar and coiled-body phosphoprotein 1	NOLC1	nucleolar and coiled-body phosphoprotein 1
38527_at	0.001	0.000195	-3.9690704	0.293442	-0.54981448	NONO	non-POU domain containing, octamer-binding	NONO	non-POU domain containing, octamer-binding
39475_at	0.069	0.0373	2.1293969	-4.510546	0.45265524	NOP14	NOP14 nucleolar protein	NOP14	NOP14 nucleolar protein
41392_at	0.0512	0.0257	2.2877574	-4.187021	0.72664395	NOP14-AS1	NOP14 antisense RNA 1	NOP14-AS1	NOP14 antisense RNA 1
41259_at	0.000134	1.64e-05	-4.6874412	2.652818	-1.16773977	NOP16	NOP16 nucleolar protein	NOP16	NOP16 nucleolar protein
1979_s_at	0.000245	3.42e-05	-4.4795347	1.949675	-0.96664437	NOP2	NOP2 nucleolar protein	NOP2	NOP2 nucleolar protein
35603_at	0.79	0.74	0.333188	-6.642686	0.0855765	NORAD	non-coding RNA activated by DNA damage	NORAD	non-coding RNA activated by DNA damage
1965_s_at	0.306	0.229	1.2150827	-5.967976	0.31807188	NOS1	nitric oxide synthase 1	NOS1	nitric oxide synthase 1
35531_at	0.938	0.921	0.1000207	-6.693216	0.0247449	NOS1AP	nitric oxide synthase 1 adaptor protein	NOS1AP	nitric oxide synthase 1 adaptor protein
1418_at	0.000897	0.000171	4.0099768	0.422109	0.5146189	NOS2	nitric oxide synthase 2	NOS2	nitric oxide synthase 2
576_at	0.19	0.128	1.5429257	-5.529497	0.50285894	NOS3	nitric oxide synthase 3	NOS3	nitric oxide synthase 3
38083_at	0.648	0.575	-0.5644074	-6.539134	-0.19446813	NOTCH2	notch 2	NOTCH2	notch 2
38750_at	0.582	0.503	-0.6734122	-6.472006	-0.20614615	NOTCH3	notch 3	NOTCH3	notch 3
39048_at	0.16	0.104	1.6499505	-5.365463	0.39935101	NOTCH4	notch 4	NOTCH4	notch 4
39250_at	0.0029	0.000741	3.5563524	-0.959962	1.24571484	NOV	nephroblastoma overexpressed	NOV	nephroblastoma overexpressed
185_at	3.48e-06	1.8e-07	5.9000395	6.994004	1.29729081	NOVA1	NOVA alternative splicing regulator 1	NOVA1	NOVA alternative splicing regulator 1
39667_at	6.21e-06	3.69e-07	5.7127963	6.302696	1.46740779	NOVA2	NOVA alternative splicing regulator 2	NOVA2	NOVA alternative splicing regulator 2
32972_at	0.273	0.199	1.2998794	-5.86397	0.4476861	NOX1	NADPH oxidase 1	NOX1	NADPH oxidase 1
34652_at	0.519	0.438	0.7814537	-6.393996	0.15866676	NPAS1	neuronal PAS domain protein 1	NPAS1	neuronal PAS domain protein 1
39548_at	0.0151	0.00573	2.8655836	-2.848147	0.44784076	NPAS2	neuronal PAS domain protein 2	NPAS2	neuronal PAS domain protein 2
32354_at	0.0817	0.0459	2.0384704	-4.687314	0.60071825	NPAS3	neuronal PAS domain protein 3	NPAS3	neuronal PAS domain protein 3
40732_at	0.277	0.202	1.2893937	-5.877191	0.16700275	NPAT	nuclear protein, coactivator of histone transcription	NPAT	nuclear protein, coactivator of histone transcription
1863_s_at	0.00393	0.00109	3.4334835	-1.316191	0.60890918	NPAT///ATM	nuclear protein, coactivator of histone transcription///ATM serine/threonine kinase	NPAT///ATM	nuclear protein, coactivator of histone transcription///ATM serine/threonine kinase
37047_at	0.000192	2.52e-05	-4.5666121	2.242339	-0.63322041	NPC1	NPC intracellular cholesterol transporter 1	NPC1	NPC intracellular cholesterol transporter 1
39345_at	5.92e-05	6.08e-06	-4.9618299	3.60243	-0.92141858	NPC2	NPC intracellular cholesterol transporter 2	NPC2	NPC intracellular cholesterol transporter 2
39431_at	0.303	0.227	1.2205927	-5.96142	0.1404826	NPEPPS	aminopeptidase puromycin sensitive	NPEPPS	aminopeptidase puromycin sensitive
37129_at	0.00164	0.000361	3.7816736	-0.286068	0.68062288	NPFF	neuropeptide FF-amide peptide precursor	NPFF	neuropeptide FF-amide peptide precursor
40384_at	0.223	0.155	1.4405982	-5.676821	0.38424871	NPHP1	nephrocystin 1	NPHP1	nephrocystin 1
37153_at	0.0397	0.0187	2.417466	-3.907616	0.28319893	NPHP4	nephronophthisis 4	NPHP4	nephronophthisis 4
31967_at	0.0107	0.00378	3.0130713	-2.469462	0.88690115	NPHS1	NPHS1, nephrin	NPHS1	NPHS1, nephrin
40951_at	0.432	0.349	-0.9435963	-6.255688	-0.16572916	NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3	NPIPA5///NPIPB5///LOC613037///NPIPB4///NPIPB3	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein member///nuclear pore complex interacting protein family member B4///nuclear pore complex interacting protein family member B3
38991_at	0.0392	0.0184	2.4232721	-3.894812	0.50143042	NPIPB15	nuclear pore complex interacting protein family member B15	NPIPB15	nuclear pore complex interacting protein family member B15
38542_at	0.0247	0.0105	-2.6429173	-3.392303	-0.36371284	NPM1	nucleophosmin	NPM1	nucleophosmin
40756_at	1.15e-05	8.04e-07	-5.5070748	5.550465	-1.02997004	NPM3	nucleophosmin/nucleoplasmin 3	NPM3	nucleophosmin/nucleoplasmin 3
36663_at	0.000595	0.000103	4.1604092	0.901634	0.56456065	NPPA	natriuretic peptide A	NPPA	natriuretic peptide A
39215_at	0.0812	0.0455	2.0423077	-4.679988	0.39418827	NPPB	natriuretic peptide B	NPPB	natriuretic peptide B
32625_at	5.43e-05	5.47e-06	4.9906703	3.703551	1.25366217	NPR1	natriuretic peptide receptor 1	NPR1	natriuretic peptide receptor 1
278_at	0.0249	0.0106	2.639078	-3.401385	0.55244835	NPR2	natriuretic peptide receptor 2	NPR2	natriuretic peptide receptor 2
34519_at	0.253	0.181	1.3539203	-5.794233	0.29036676	NPR3	natriuretic peptide receptor 3	NPR3	natriuretic peptide receptor 3
40499_r_at	0.002	0.000465	3.7031338	-0.523899	0.72534741	NPRL2	NPR2-like, GATOR1 complex subunit	NPRL2	NPR2-like, GATOR1 complex subunit
40956_at	0.0187	0.00743	2.7708056	-3.083911	0.48308098	NPRL3	NPR3 like, GATOR1 complex subunit	NPRL3	NPR3 like, GATOR1 complex subunit
35747_at	0.00114	0.000228	-3.92185	0.145862	-0.64589909	NPTN	neuroplastin	NPTN	neuroplastin
37921_at	0.291	0.215	1.251991	-5.923524	0.30314553	NPTX1	neuronal pentraxin 1	NPTX1	neuronal pentraxin 1
35663_at	0.0131	0.00479	2.9296124	-2.685487	0.84025362	NPTX2	neuronal pentraxin 2	NPTX2	neuronal pentraxin 2
38836_at	0.0307	0.0137	2.5387183	-3.635056	0.69058728	NPTXR	neuronal pentraxin receptor	NPTXR	neuronal pentraxin receptor
38604_at	0.00034	5.1e-05	4.3647865	1.568257	1.31689198	NPY	neuropeptide Y	NPY	neuropeptide Y
35437_at	0.00232	0.00056	3.6449374	-0.698125	1.08628032	NPY1R	neuropeptide Y receptor Y1	NPY1R	neuropeptide Y receptor Y1
33525_at	0.000681	0.000121	4.1123371	0.747333	1.31281727	NPY2R	neuropeptide Y receptor Y2	NPY2R	neuropeptide Y receptor Y2
33100_at	0.000133	1.61e-05	4.6913222	2.666083	1.29599714	NPY5R	neuropeptide Y receptor Y5	NPY5R	neuropeptide Y receptor Y5
33973_at	0.00337	0.000897	3.4951426	-1.138451	1.25923487	NPY6R	neuropeptide Y receptor Y6 (pseudogene)	NPY6R	neuropeptide Y receptor Y6 (pseudogene)
38066_at	0.558	0.477	-0.7151523	-6.443217	-0.19830227	NQO1	NAD(P)H quinone dehydrogenase 1	NQO1	NAD(P)H quinone dehydrogenase 1
36880_at	0.0214	0.00876	2.7099986	-3.231957	0.43587031	NQO2	NAD(P)H quinone dehydrogenase 2	NQO2	NAD(P)H quinone dehydrogenase 2
39970_at	0.103	0.0607	1.9115991	-4.922707	0.44944671	NR0B1	nuclear receptor subfamily 0 group B member 1	NR0B1	nuclear receptor subfamily 0 group B member 1
37505_at	0.00707	0.00226	3.1908252	-1.994742	0.78169815	NR0B2	nuclear receptor subfamily 0 group B member 2	NR0B2	nuclear receptor subfamily 0 group B member 2
31637_s_at	0.00882	0.00298	3.0959009	-2.250688	0.60092607	NR1D1///THRA	nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha	NR1D1///THRA	nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor alpha
35705_at	0.0212	0.00864	2.7151865	-3.219426	0.96712787	NR1D2	nuclear receptor subfamily 1 group D member 2	NR1D2	nuclear receptor subfamily 1 group D member 2
519_g_at	0.756	0.7	-0.3876285	-6.623079	-0.06340337	NR1H2	nuclear receptor subfamily 1 group H member 2	NR1H2	nuclear receptor subfamily 1 group H member 2
33106_at	0.46	0.377	0.8900746	-6.304143	0.23751041	NR1H3	nuclear receptor subfamily 1 group H member 3	NR1H3	nuclear receptor subfamily 1 group H member 3
38519_at	0.026	0.0112	2.6183214	-3.450303	0.7694777	NR1H4	nuclear receptor subfamily 1 group H member 4	NR1H4	nuclear receptor subfamily 1 group H member 4
35114_at	0.211	0.145	1.4767098	-5.625901	0.50669179	NR1I2	nuclear receptor subfamily 1 group I member 2	NR1I2	nuclear receptor subfamily 1 group I member 2
105_at	0.0986	0.0577	1.9350745	-4.880153	0.64913825	NR1I3	nuclear receptor subfamily 1 group I member 3	NR1I3	nuclear receptor subfamily 1 group I member 3
1407_g_at	0.00198	0.000459	3.7075847	-0.510503	0.94412061	NR2C1	nuclear receptor subfamily 2 group C member 1	NR2C1	nuclear receptor subfamily 2 group C member 1
36714_at	0.626	0.55	-0.6013839	-6.517671	-0.1898238	NR2C2	nuclear receptor subfamily 2 group C member 2	NR2C2	nuclear receptor subfamily 2 group C member 2
34125_at	0.042	0.0201	2.3885174	-3.971077	0.77439142	NR2E1	nuclear receptor subfamily 2 group E member 1	NR2E1	nuclear receptor subfamily 2 group E member 1
31667_r_at	0.0476	0.0234	2.3261414	-4.10567	0.55379944	NR2E3	nuclear receptor subfamily 2 group E member 3	NR2E3	nuclear receptor subfamily 2 group E member 3
39294_at	0.00695	0.0022	3.1988762	-1.972783	0.77576842	NR2F1	nuclear receptor subfamily 2 group F member 1	NR2F1	nuclear receptor subfamily 2 group F member 1
39397_at	4.41e-05	4.2e-06	5.0630332	3.958297	1.12670379	NR2F2	nuclear receptor subfamily 2 group F member 2	NR2F2	nuclear receptor subfamily 2 group F member 2
41312_r_at	0.0235	0.00979	2.6682039	-3.33223	0.81203894	NR2F6	nuclear receptor subfamily 2 group F member 6	NR2F6	nuclear receptor subfamily 2 group F member 6
36690_at	8.3e-05	9.1e-06	4.8508866	3.215693	0.62515072	NR3C1	nuclear receptor subfamily 3 group C member 1	NR3C1	nuclear receptor subfamily 3 group C member 1
33249_at	7.66e-08	1.25e-09	7.1765266	11.814986	1.46011709	NR3C2	nuclear receptor subfamily 3 group C member 2	NR3C2	nuclear receptor subfamily 3 group C member 2
280_g_at	0.0015	0.000322	3.8169551	-0.17824	1.93764275	NR4A1	nuclear receptor subfamily 4 group A member 1	NR4A1	nuclear receptor subfamily 4 group A member 1
37623_at	0.00908	0.00309	3.0832409	-2.284404	1.59240893	NR4A2	nuclear receptor subfamily 4 group A member 2	NR4A2	nuclear receptor subfamily 4 group A member 2
40660_at	0.0143	0.00535	2.8906029	-2.784908	1.32260639	NR4A3	nuclear receptor subfamily 4 group A member 3	NR4A3	nuclear receptor subfamily 4 group A member 3
32447_at	0.000208	2.78e-05	4.5381205	2.146282	0.82971721	NR5A1	nuclear receptor subfamily 5 group A member 1	NR5A1	nuclear receptor subfamily 5 group A member 1
35865_at	0.105	0.0627	1.8967569	-4.949375	0.87289124	NR5A2	nuclear receptor subfamily 5 group A member 2	NR5A2	nuclear receptor subfamily 5 group A member 2
35873_at	0.00435	0.00123	3.3926522	-1.432732	0.69088743	NR6A1	nuclear receptor subfamily 6 group A member 1	NR6A1	nuclear receptor subfamily 6 group A member 1
1539_at	0.00986	0.00341	-3.0488929	-2.375377	-0.88533212	NRAS	neuroblastoma RAS viral oncogene homolog	NRAS	neuroblastoma RAS viral oncogene homolog
37287_at	0.00419	0.00118	3.4064923	-1.393334	0.99433753	NRCAM	neuronal cell adhesion molecule	NRCAM	neuronal cell adhesion molecule
34787_at	0.971	0.963	-0.0460998	-6.697161	-0.01104964	NRDC	nardilysin convertase	NRDC	nardilysin convertase
39710_at	0.332	0.254	-1.1524018	-6.040564	-0.23133546	NREP	neuronal regeneration related protein	NREP	neuronal regeneration related protein
38569_at	0.0662	0.0354	2.1520771	-4.465422	0.54815083	NRF1	nuclear respiratory factor 1	NRF1	nuclear respiratory factor 1
32719_at	0.0664	0.0355	-2.1510862	-4.467402	-0.66953739	NRG1	neuregulin 1	NRG1	neuregulin 1
35089_at	2.64e-08	3.21e-10	7.5222756	13.13638	1.72841513	NRG2	neuregulin 2	NRG2	neuregulin 2
33925_at	0.0288	0.0127	2.5700799	-3.562811	0.51014499	NRGN	neurogranin	NRGN	neurogranin
40088_at	0.013	0.00475	-2.9326752	-2.677638	-0.7179012	NRIP1	nuclear receptor interacting protein 1	NRIP1	nuclear receptor interacting protein 1
33160_at	1.32e-05	9.62e-07	5.459388	5.377304	0.79470786	NRL	neural retina leucine zipper	NRL	neural retina leucine zipper
36836_at	0.299	0.223	1.2304245	-5.949652	0.37023642	NRP1	neuropilin 1	NRP1	neuropilin 1
33853_s_at	0.373	0.292	1.0640814	-6.136594	0.30121317	NRP2	neuropilin 2	NRP2	neuropilin 2
32401_at	0.14	0.0886	1.7307794	-5.234941	0.33481169	NRTN	neurturin	NRTN	neurturin
