Updated.gene.symbol	logFC	P.Value
CITED2	1.53865646	1.94e-19
SAMD9L	1.53711114	1.16e-20
RNF128	1.53662973	1.88e-08
IL18R1	1.53609501	1.74e-24
CD47	1.53579571	7.36e-29
NHSL2	1.53575886	2.77e-32
CREB5	1.53397925	3.46e-23
CFL2	1.53317956	1.21e-25
WASF3	1.53019085	4.7e-18
PRAM1	1.52945733	4.54e-33
FEZ1	1.52935215	6.84e-17
GGTA1	1.52846477	2.38e-18
LOC105379426	1.52841681	6.68e-21
ITGAL	1.52829645	3.95e-15
AHNAK	1.52611664	1.66e-26
LST1	1.52568949	6.18e-21
SHANK3	1.52310191	5.24e-29
NOTCH4	1.52282074	7.47e-33
DEFA1	1.5224054	1.39e-16
ARFGEF3	1.52213255	2.54e-13
SPART	1.51953761	6.23e-40
CD59	1.51888673	3.79e-28
ALDH2	1.51727656	1.16e-25
TMT1A	1.51682652	1.54e-20
RAB27A	1.51616434	1.06e-19
SNX30	1.51579889	4.63e-25
GLS	1.5140749	1.47e-21
REPS2	1.51368292	9.1e-25
ITGAM	1.5136418	2.79e-18
THBS1	1.51290087	8.56e-15
LRRFIP1	1.51264214	7.43e-25
ACTG2	1.51238538	1.05e-13
SHROOM3	1.50953098	2.37e-19
ACSL5	1.50895267	2.41e-12
FAS	1.50760241	1.99e-13
TLR4	1.50654961	1.74e-24
ARHGAP30	1.50495234	1.75e-19
DAPK1	1.50491599	1.17e-20
GIMAP5	1.50444491	7.42e-25
MIR3945HG	1.50276546	2.57e-29
ICAM2	1.5024889	2.2e-25
TM6SF1	1.50145797	9.14e-24
CTSE	1.50115074	3.8e-08
ATOH8	1.50025363	1.01e-19
STOM	1.49966951	2.17e-33
SH3D19	1.49899862	1.95e-26
PGM5-AS1	1.49873442	1.23e-28
ST6GALNAC5	1.49814941	5.03e-22
TNS2	1.49646144	1.66e-28
PAG1	1.49577336	3.62e-20
SCNN1B	1.49572813	4.5e-16
FCER1G	1.49565636	1.4e-13
GSTT1	1.49543147	2.97e-08
SUGT1	1.4949514	2.99e-19
NINJ2	1.49311975	4.95e-18
PROK2	1.49157758	1.86e-12
G0S2	1.49154782	3.49e-14
FHDC1	1.49024269	4.71e-27
GUCY1A1	1.48864675	2.82e-22
TPK1	1.48862127	1.51e-27
CCL23	1.48843049	4.59e-28
RALGAPA2	1.48796764	8e-21
ROS1	1.48725756	3.56e-24
LATS2	1.48601538	4.87e-28
HCK	1.48594093	6.85e-18
GALNT18	1.48589975	1.08e-23
CCDC50	1.48549387	4.87e-33
KCNAB1	1.48324545	2.06e-22
LGALSL	1.48305997	1.32e-21
ENPP4	1.48273648	2.32e-18
RGN	1.48193594	3.16e-26
AQP9	1.48066824	1.66e-15
RSPH1	1.4796146	3.22e-08
CLEC1A	1.47935668	3.93e-35
MS4A14	1.4785473	1.05e-23
P2RY13	1.47746628	2.41e-16
PSMA5	1.47656273	8.28e-23
SPRY4-IT1	1.47630042	4.71e-21
C3	1.47621941	2.56e-10
ARHGEF6	1.47537177	6.25e-25
FAM81B	1.4752961	8.44e-09
RAB11A	1.4751592	1.4e-24
PTPRE	1.47413598	7.96e-17
KIAA0040	1.47174645	1.02e-30
TGM2	1.47113254	1.5e-15
CXCL12	1.47069779	9.5e-15
KLKB1	1.46853321	2.37e-21
ANK3	1.4684271	5.58e-20
LOC286191	1.46701724	3.34e-31
SPON1	1.46589828	8.86e-12
USP53	1.46548553	3.28e-24
GAS6	1.46502274	2.31e-22
P2RX7	1.46482644	7.97e-16
CXCL5	1.46408723	1.28e-07
NFIA	1.4638998	4.62e-21
BABAM2-AS1	1.46361027	4.89e-20
ABCC6	1.46335823	4.51e-20
FREM2	1.46190584	4.98e-11
HLA-DQB1	1.46154389	1.58e-11
RUNX1T1	1.4612186	1.73e-17
CHIA	1.46119754	9.86e-14
TRHDE	1.46056535	1.48e-34
PDE1C	1.46007104	2.59e-36
PDLIM3	1.45950257	5.02e-16
GMFG	1.45690767	1.02e-23
CBX7	1.4551952	1.16e-28
PPID	1.45198189	9.18e-29
PDE4D	1.4488806	2.13e-16
KLF6	1.44863845	1.28e-22
CYBB	1.44863598	4.23e-11
MBNL1-AS1	1.44772841	1.82e-30
ITGA9	1.44755574	2.71e-18
UACA	1.44751305	3.65e-25
RASSF2	1.44687403	6.45e-20
HLA-DQA1	1.44644614	9.11e-08
MFSD2A	1.44638927	2.35e-23
CAVIN1	1.44462569	5.61e-18
EXPH5	1.4446179	5.49e-13
CA3	1.44337384	3.8e-21
RNF144B	1.44317872	1.23e-20
NCKAP1L	1.44010934	4.21e-16
PRKCQ	1.43986543	3.83e-25
FAM241A	1.43883684	6.63e-21
LGI3	1.43812119	8.06e-40
SEC14L4	1.43755831	1.87e-16
WFS1	1.43746902	2.12e-32
CACHD1	1.43668101	5.64e-16
RPS4Y1	1.43504682	0.00118
CSF2RB	1.43503247	3.64e-14
BDH2	1.43486668	1.33e-34
PCDH12	1.43298574	5.82e-32
PEAK1	1.43175912	7.63e-36
SPATA13	1.42940731	2.11e-31
GNA14	1.42878683	2.41e-20
PRKG1	1.42676157	5.32e-24
COL21A1	1.42642567	1.02e-14
FLVCR2	1.42559551	3.42e-23
LINC01936	1.42520989	1.15e-28
TMEM243	1.42511417	3.29e-27
REEP1	1.42505782	1.05e-12
CREBRF	1.42437796	1.51e-29
CFAP95	1.42190568	1.41e-07
MEOX2	1.42178168	8.06e-12
IL6R	1.42127317	1.22e-17
ATP10A	1.42110824	1.2e-25
PARD3B	1.4204117	3.81e-27
SERPINB1	1.420203	6.33e-19
SPATS2L	1.41913367	2.21e-24
PTPRD	1.41596911	3.3e-13
MASP1	1.41552903	2.22e-31
PCDH20	1.41449971	2.84e-14
ACADSB	1.41447401	2.84e-20
HACD1	1.4141725	1.85e-15
MS4A15	1.41158938	8.05e-23
DAAM2	1.41033558	3.47e-27
CASKIN2	1.40941691	1.7e-29
PTPN13	1.40919714	2.01e-16
HK3	1.4089306	1.36e-24
SAMHD1	1.40885484	8.04e-18
AFAP1L1	1.40778138	1.09e-22
BMPR2	1.40638428	2.12e-31
PIK3R5	1.40635001	1.33e-23
KMO	1.40612712	2.26e-13
HSDL2	1.4054509	1.64e-20
PSMD6-AS2	1.40454964	4.08e-27
FOXF2	1.40278081	1.07e-15
PMP22	1.4016236	2.07e-23
EDNRA	1.40111077	5.72e-18
FPR1	1.39997643	4.19e-15
S100A8	1.39978	6.07e-07
DIAPH2	1.39843141	1.25e-23
WWC1	1.39776174	5.38e-30
KAT2B	1.39715565	1.99e-27
CNRIP1	1.39692615	1.56e-22
ZDHHC11	1.39611002	1.79e-13
CYP2U1	1.39543006	1.65e-27
ST6GALNAC3	1.39488958	5.18e-24
UST	1.39474998	4.28e-17
MYO5B	1.39412709	2.32e-15
RBPMS-AS1	1.39293007	6.91e-27
PODXL	1.3913248	1.11e-23
RASAL2	1.39023841	1.22e-20
TLCD2	1.39009884	2.26e-20
RHOBTB2	1.38886048	1.03e-21
ARHGAP20	1.38869944	2.46e-16
SEPTIN4	1.38826969	8.65e-34
MCC	1.38615963	4.31e-12
FILIP1L	1.38576513	3.64e-13
DOCK11	1.38541668	9.45e-25
DNAH12	1.38494462	3.06e-10
MAFF	1.3848668	1.42e-14
OCLN	1.38431601	8.32e-13
RORA	1.38417942	5.01e-19
PEG3	1.38404938	6.1e-11
LPCAT1	1.38324566	1.52e-14
ABCA6	1.38136573	2.19e-28
MTURN	1.38079157	1.17e-12
CD274	1.38037558	1.37e-09
DEPP1	1.37988378	8.22e-16
HLA-DPB1	1.37899776	6.98e-14
ADGRL4	1.37857553	2.4e-22
UTRN	1.37809284	2.59e-31
UNC13B	1.37802835	5.69e-17
EOGT	1.37728337	5.35e-22
NACC2	1.37645179	2.97e-24
SULT1A1	1.37642373	2.01e-30
ZC3H12C	1.37595659	3.22e-21
PLAAT3	1.37546634	8.94e-17
MYL9	1.37516133	2.75e-16
LY86	1.3750046	6.22e-17
CYP27A1	1.37470607	1.94e-25
ATF3	1.37322214	5.41e-12
TTC28	1.37305535	1.69e-27
MITF	1.37229671	1.63e-20
SPRY4	1.37179642	3.03e-19
ZMAT1	1.37133365	2.21e-17
IL18RAP	1.37103047	6.8e-23
SMAD9	1.37033582	3.69e-09
MYO5C	1.3702239	1.08e-16
ARHGEF10	1.37016816	1.89e-24
CD44	1.37015425	8.09e-13
CPAMD8	1.3688759	2.09e-32
MRGPRF	1.36884179	2.77e-18
COL6A5	1.36760051	2.5e-23
TRIM22	1.3666085	5.12e-16
HP	1.36632754	3.56e-06
MYLK	1.36555274	4.59e-19
LINC00472	1.36390689	5.24e-27
IL1R1	1.36367676	3.76e-18
CXCL16	1.36269936	8.91e-21
PKNOX2	1.36202913	4.41e-26
RMDN2	1.36134717	3.37e-26
TMOD1	1.35857424	6.11e-33
GIMAP4	1.35848152	6.29e-20
MACF1	1.35774602	6.78e-37
CRACDL	1.35772841	1.71e-12
FXYD6	1.35740636	1.12e-17
HLA-DOA	1.35599243	2.54e-13
DPT	1.35436974	9.95e-12
MYO1F	1.3534824	5.71e-22
MFNG	1.35259876	2.1e-22
SLC16A6	1.35188142	2.6e-14
FYB2	1.35066063	1.75e-13
EPB41L4A	1.35039704	1.48e-18
SLC7A7	1.34988081	7.02e-18
SH2B3	1.34982122	1.71e-27
HLA-DRB1	1.34967353	3.06e-14
TSPAN8	1.34945215	3.13e-05
IL1B	1.3467867	1.06e-11
AZGP1	1.34651512	4.69e-05
SMAD7	1.34333467	2.77e-19
ABLIM3	1.34265086	2.16e-23
C1QB	1.34195281	2.8e-10
MFAP3L	1.34179912	1.94e-14
CRTAM	1.33962802	1.04e-16
BCL2A1	1.33910707	3.7e-10
CFAP70	1.33876984	2.21e-13
TRPC6	1.33853049	2.24e-20
AKAP13	1.33839282	5.14e-34
LIMS2	1.33824272	3.6e-32
SECISBP2L	1.33753296	2.68e-25
UBL3	1.33617751	1.46e-26
PRTG	1.33412625	1.2e-14
SPAG6	1.33387856	1.43e-08
CASP1	1.33373747	7.2e-17
EIF5	1.33336253	4.33e-28
SELPLG	1.33158438	8.66e-19
SERPIND1	1.33130389	8.48e-08
CCDC102B	1.32841145	2.97e-17
HLA-DRA	1.32816983	7.39e-12
ATP11A	1.32775082	1.41e-11
MS4A4A	1.32728649	7.47e-10
SERPING1	1.32569901	3.04e-19
ART4	1.32558482	4.21e-25
PLBD1	1.32512465	1e-14
PRKCZ	1.32480698	7.94e-21
EVI2B	1.32267976	2.67e-11
PPP1R3C	1.32124937	1.65e-11
HHIP-AS1	1.32096575	3.61e-25
QSOX1	1.3201306	3.95e-25
KLHL29	1.31664318	9.76e-17
RILPL2	1.31545469	2.73e-34
BIRC3	1.31521791	2.96e-16
MECOM	1.31482006	4.17e-11
TCIM	1.31459387	3.5e-10
SAP18	1.31424578	9.48e-29
FYN	1.31327471	1.75e-24
WWC3	1.31311528	6.88e-28
LINC00597	1.3125629	7.79e-24
USP9Y	1.31223087	2.24e-08
SLC18A2	1.31198246	5.13e-20
PLXDC2	1.31187785	1.81e-20
ARHGEF3	1.31174059	2.16e-29
GNLY	1.31121417	1.8e-09
FNIP2	1.31107117	2.01e-26
PLXNA2	1.31080962	6.72e-19
WLS	1.31039946	7.2e-17
PRF1	1.30890178	1.28e-14
CFAP221	1.30863288	8.43e-19
CNN1	1.3080718	7.91e-18
CAST	1.3080161	3.82e-21
NFASC	1.30741644	5.44e-13
MAGI1	1.30724224	8.43e-22
CD34	1.30604422	1.13e-27
CACNA1D	1.30602698	4.49e-10
RFTN1	1.3058057	1.15e-23
MGC32805	1.30323232	1.95e-21
CCR1	1.30182161	3e-14
TSPAN4	1.3015782	5.69e-19
CAPSL	1.30156818	2.57e-07
ZNF423	1.30085367	9.19e-17
RGS18	1.30065485	4.39e-16
FAM86B2-DT	1.29945871	9.92e-23
VSIR	1.29897417	2.36e-36
FGF18	1.29781172	4.14e-20
LOC100507311	1.29678843	1.25e-23
LOC101930404	1.29668653	5.94e-16
SLK	1.29547511	8.65e-27
LOC202025	1.29517085	4.66e-31
HPR	1.29390008	9.47e-06
RAPGEF4	1.2934356	3.06e-19
RETREG1	1.29317377	1.99e-13
ARAP3	1.2926827	1.46e-26
ADPRH	1.2911849	5.51e-37
GPR65	1.29092466	6.64e-15
GBP3	1.29070825	9.14e-09
JDP2	1.2892881	7.22e-25
PTPRC	1.28928251	1.03e-10
BNIP2	1.28855255	1.08e-28
C5	1.28797729	2.03e-12
SEMA3B	1.28753022	1.36e-21
PARVA	1.28700379	3.62e-23
LTBP4	1.28529972	1.86e-23
HLA-DRB4	1.2852451	0.00176
DHCR24	1.28505408	1.69e-16
PRG4	1.28476472	2.42e-17
SPNS2	1.28353001	1.38e-27
GAS7	1.28295075	2.77e-20
CAPN8	1.28213827	8.25e-10
LOC102724611	1.28188789	6.43e-24
ANKRD28	1.28180105	1.43e-17
ARRDC4	1.2807856	1.61e-17
EGR3	1.28070383	4.61e-12
BTK	1.28062077	2.38e-21
MALL	1.28036415	1.95e-10
TM4SF18	1.27962563	7.24e-16
FSTL1	1.27899485	7.18e-17
CD37	1.27875021	1.57e-11
FERMT2	1.27796319	2.58e-23
LAMA2	1.27729056	2.07e-18
APOC1	1.27684379	1.45e-09
CAMK2D	1.27617758	7.68e-25
LAMB2	1.27339315	2.38e-24
GIMAP2	1.27331787	1.7e-12
CLEC2B	1.2732096	1.06e-19
HNMT	1.27299062	1.69e-18
GBP4	1.27200436	1.1e-17
HLX	1.27197316	7.93e-29
MAGI2	1.27148009	2.37e-17
PIEZO2	1.27085411	6.42e-16
CRIM1	1.26940467	2.2e-23
TMED5	1.26877759	4.12e-24
STARD9	1.26867687	2.08e-31
C6	1.26853182	8.5e-13
LINC02555	1.26728491	4.48e-22
HIVEP3	1.26728032	4.2e-18
EVA1C	1.26644416	2.97e-12
DUSP6	1.26636772	4.19e-13
EEF1A1	1.26508709	1.76e-20
SH3BP5	1.26494625	8.93e-25
ANXA8	1.26479003	2.05e-16
SLC31A2	1.26469842	2.05e-19
IRF1	1.26427695	2.35e-15
NES	1.26366759	1.04e-17
SULT1A2	1.26323521	3.1e-31
HLA-DRB5	1.26212493	1.11e-13
IRX1	1.26115329	1.21e-14
RAB27B	1.25752289	8.94e-08
PPP1R12B	1.25725714	7.12e-24
ACTR3	1.25718326	6.16e-28
RFLNB	1.25682659	2.14e-18
PCM1	1.25439012	2.36e-20
TMTC1	1.25417033	8.08e-10
B3GNT7	1.25388796	2.61e-16
KAZN	1.25257444	1.57e-13
LCP2	1.25228631	1.22e-25
SH3GL3	1.25155823	5.95e-19
LOC285147	1.25107954	1.18e-25
SEC63	1.24853951	1.8e-25
LTA4H	1.24835985	7.35e-25
EVA1A	1.24790069	1.69e-11
CNTN6	1.24662369	1.57e-35
MICALCL	1.24661782	9.86e-23
ATP8A2	1.24614163	1.35e-12
CARD6	1.24598021	1.14e-20
RBPMS	1.24527732	3.8e-15
FZD4	1.244888	6.03e-23
LMCD1	1.24481741	3.33e-20
FAM167A	1.24438086	6.04e-11
APOLD1	1.24321882	3.7e-11
RRAS	1.24288794	3e-19
TFEC	1.24283986	6.85e-10
TMEM71	1.24256796	3.58e-16
RIPOR2	1.24175148	8.44e-16
ARHGAP24	1.23881775	1.85e-25
CD1C	1.2379236	3.8e-18
RGS5	1.23763147	6.26e-13
SRI	1.23696838	8.31e-17
CFH	1.23564645	8.94e-13
CLDN11	1.23453806	1.64e-07
GNG2	1.23390288	4.23e-18
PNPLA6	1.232957	8.3e-24
NCF4	1.2329194	2.46e-15
GYPC	1.2312805	2.51e-24
DKK3	1.2304776	4.41e-15
NTNG1	1.23000565	9.57e-28
TAPT1	1.22999412	9.78e-33
EIF1AY	1.22863405	9.67e-05
CYP4X1	1.22851864	2.45e-08
MPP7	1.22813143	1.31e-10
VPS13D	1.22783058	1.04e-30
IL6ST	1.22768952	2.38e-14
LOC158402	1.2268963	3.49e-22
FCGR3B	1.22645336	1.38e-12
DPYD	1.2256099	6.13e-14
APOL3	1.22492315	1.28e-18
PLAGL1	1.2248912	1.51e-13
DOCK2	1.22482806	8.65e-14
MACC1	1.22461286	1.01e-09
C1orf115	1.22429383	3.02e-17
VSTM4	1.22397665	8.35e-28
DOK2	1.22291287	3.2e-25
EHD2	1.22270027	1.62e-19
ESAM-AS1	1.22226889	1.89e-25
ZNF204P	1.22223693	1.17e-16
PLA2G5	1.22219647	8.38e-23
ZNF331	1.22175859	6.73e-18
MYO9A	1.22148845	6.33e-29
RAPGEF5	1.22037581	2.26e-19
SORT1	1.21958717	2.43e-25
PCDHA12	1.21932395	4.56e-11
EGR2	1.21891805	2.99e-13
RCAN1	1.21845762	1.56e-17
SLC25A16	1.21715849	1.06e-20
PDZRN3	1.2170405	6.47e-14
PILRA	1.2158991	2.52e-19
UBE2I	1.21548111	4.95e-25
NCOA7	1.21509756	4.96e-14
FENDRR	1.21501819	6.53e-27
SBSPON	1.21426623	7.17e-18
DNAI4	1.21395903	4.97e-12
CDKN1C	1.21387743	7.05e-13
TNIK	1.21385074	8.25e-16
LAMP2	1.2137936	8.01e-18
NKG7	1.21359491	5.01e-10
NCEH1	1.21302733	4.88e-13
DENND2A	1.21249064	5.7e-31
WDFY3-AS2	1.21051005	1.15e-25
HSPB6	1.21024217	1.7e-21
CXCL1	1.20900736	6.81e-05
NME5	1.20831311	4.47e-10
PDE8B	1.20813786	8.97e-12
NXF3	1.20810949	5.15e-24
RPL13AP17	1.20773756	5.99e-24
CTNNAL1	1.20684885	6.47e-19
STING1	1.20666871	1.1e-16
PREX1	1.20549983	1.18e-26
NRP1	1.20511053	3.62e-14
RGS2	1.20307278	3.01e-15
STN1	1.20304315	2.5e-31
TNFSF10	1.20245667	5.62e-10
SULT1A3	1.20194328	1.96e-27
SPTLC3	1.200288	2.35e-21
LEPROT	1.20006216	3e-23
PFKFB2	1.19987355	3.62e-16
ASAH1	1.19978322	6.42e-12
LAMC3	1.19870952	1.26e-19
EGR1	1.19849048	2.86e-11
SPATA6	1.19841364	3.2e-22
ATP6V0A2	1.19836783	2.19e-24
FABP3	1.1980877	8.56e-16
ITPR1	1.19748137	7.65e-20
FGFR2	1.1974703	1.38e-08
KANSL1L	1.1970791	9.51e-21
N4BP2L1	1.1968213	1.05e-20
DNASE2B	1.19515584	9.67e-11
SLC22A4	1.19479427	1.13e-13
SRSF11	1.19399933	2.56e-21
RCSD1	1.19278072	4.18e-13
NFIX	1.19220134	9.53e-16
LRCH2	1.19178459	4.25e-17
BANK1	1.19143636	3.45e-10
SCUBE1	1.19140319	1.18e-33
PTPRN2	1.19095455	1e-09
PTGIS	1.1904134	2.83e-10
CFP	1.18984125	1.79e-31
ZNF106	1.18980414	1.07e-36
ERP27	1.18811272	5.84e-08
NFATC1	1.18652084	2.95e-17
FZD5	1.18597741	4.04e-14
MFSD4A	1.18532746	2.65e-07
FRMD4A	1.18512287	1.26e-21
MID1IP1	1.18401736	1.11e-21
LONRF1	1.18316666	7.77e-21
RPL23AP32	1.18315671	6.97e-25
BPIFB1	1.18301145	0.00736
MEIS1	1.18293935	7.39e-17
ARHGAP42	1.18131952	1.75e-15
SLC16A4	1.18076784	1.28e-10
SPRY2	1.17993937	5.22e-15
PHYHD1	1.17834704	1.05e-22
SLCO2B1	1.17659981	1.03e-16
S100A3	1.17640889	9.32e-19
CYLD	1.17613416	2.45e-24
SREK1	1.17553051	6.88e-22
THEMIS2	1.17547807	3.33e-14
SDC4	1.17498234	6.39e-13
PRX	1.17452794	2.03e-28
KITLG	1.17446314	2.24e-14
LPXN	1.17421829	6.11e-13
PDE4C	1.17389892	4.33e-23
COX4I2	1.17362547	8.72e-25
CCND3	1.17212437	1e-28
AMOTL2	1.17196804	5.91e-16
DDR2	1.17047984	2.11e-16
SAMD5	1.17045247	2.25e-13
DYNC1I2	1.170153	1.32e-19
PPARGC1A	1.16927958	2.59e-11
TLR7	1.16811216	2.13e-14
TNFRSF19	1.16762487	7.31e-10
EIF3M	1.16733781	1.35e-25
ALDH1A1	1.16707707	4.54e-07
ACSL1	1.16676475	1.67e-13
APOBEC3A	1.1664739	6.49e-08
ELN	1.16573776	1.83e-12
GALNT12	1.16563813	2.17e-11
SIAH1	1.1650298	6.9e-21
GPA33	1.16475429	4.77e-17
APOD	1.1644894	2.58e-06
NAP1L5	1.16259959	1.21e-12
SLC15A3	1.1596092	3.19e-17
CTSO	1.15902926	4.05e-18
OSR1	1.1586464	2.07e-15
TIPARP	1.1585239	2.68e-13
UBASH3B	1.15828963	4.22e-20
KLRB1	1.157078	7.72e-10
PNMA2	1.15707127	3.51e-07
CTSS	1.15691891	1.75e-09
PCSK5	1.15674923	1.79e-11
TLR2	1.15645163	1.09e-15
LBH	1.15628165	1.31e-15
SESN1	1.15586863	3.18e-21
AR	1.15565581	4.27e-15
SERPINB9	1.15549102	4.48e-11
PCF11	1.15483358	5.85e-27
N4BP1	1.15476829	3.82e-27
SLC44A1	1.15473995	6.6e-25
EPB41L2	1.15465365	6.69e-23
ANXA1	1.15415277	8.7e-10
MEF2C	1.15409854	3.76e-18
CCDC9B	1.15395861	2.48e-23
F13A1	1.15390793	4.02e-09
C4orf19	1.15372847	1.04e-13
C1QA	1.15357618	1.13e-09
REEP5	1.15354374	6.55e-23
VWA3B	1.15200249	1.02e-09
APOBR	1.15049188	1.69e-33
SIGLEC17P	1.14951284	2.13e-31
SMURF2	1.14944905	1.1e-18
ANXA8L1	1.14918271	3.33e-05
RAB23	1.14880081	2.35e-19
IL20RA	1.14861141	8.16e-11
PLK3	1.14846693	1.1e-20
CD74	1.1473747	2.01e-07
TMEM245	1.1470064	5.88e-26
CAMTA1	1.14659491	4.04e-14
SOBP	1.14617348	3.94e-12
LAIR1	1.1457065	6.79e-15
PIK3R1	1.14552378	1.69e-22
NAV3	1.14541531	3.22e-14
C19orf33	1.14523241	7.89e-05
ABCG1	1.14508937	2.34e-17
GPRASP1	1.142059	3.14e-13
CGN	1.14194784	2.94e-09
NDRG2	1.14165534	4.91e-16
SIGLEC1	1.14155829	2.89e-12
LURAP1L	1.14100508	4.94e-14
PIGA	1.13975675	4.39e-16
RHOB	1.13973485	2.86e-14
EPDR1	1.13963438	7.84e-09
KCNJ8	1.13870696	6.35e-19
ZCCHC24	1.13766001	1.17e-20
LAMA4	1.13733368	2.48e-19
IL17D	1.13731981	1.36e-20
PPP1R9A	1.13579053	2.58e-07
SOX5	1.13523433	3.15e-15
HHEX	1.13459601	1.49e-11
RAB8B	1.13454637	7.72e-27
SWAP70	1.13409164	1.26e-17
OTULINL	1.13397735	5.4e-15
USP25	1.13391559	1.27e-26
GJA4	1.13327251	5.36e-25
EIF4E3	1.13128985	7.56e-25
NFKBIA	1.13099271	1.3e-14
CTDSPL	1.13053918	1.46e-21
SPN	1.13014204	4.18e-20
PLA2G4C	1.13006265	2.84e-17
EBF1	1.12997005	1.08e-15
GALNT5	1.12977716	1.47e-11
CFI	1.12955386	2.57e-07
GSTM3	1.12932329	2.65e-19
BTN3A3	1.1287461	1.62e-14
TLE4	1.12859101	3.26e-16
ESYT3	1.12797179	1.45e-23
C2	1.12796102	2.47e-25
PIK3CG	1.12572521	1.64e-11
PDCD6IP	1.12488091	4.19e-20
RSAD2	1.12430541	4.28e-08
RNF180	1.12411346	3.95e-20
NEK5	1.12277564	3.92e-12
PTGER2	1.12277043	5.16e-18
CIITA	1.12195833	2.26e-19
SEPTIN7	1.12077847	5.67e-28
AMOTL1	1.11995119	7.33e-19
ARHGEF37	1.11964467	1.73e-15
DNM3	1.1195874	2.57e-24
STARD8	1.11925953	8.51e-35
NPC1	1.11839183	1.98e-24
CIMAP3	1.11825182	2.25e-08
B3GALNT1	1.11803485	2.48e-11
STK17A	1.11778166	2.27e-16
LONP2	1.11672481	1.08e-21
MPEG1	1.11666851	7.59e-10
SEC62	1.11632676	3.29e-21
P2RY12	1.11615574	4.94e-15
NTRK3	1.11572394	1.24e-23
ZBTB20	1.11541146	1.53e-12
SNRK	1.11513217	5.54e-33
ANXA4	1.11438752	5.77e-17
EGFL7	1.11431403	3.63e-20
LOC285812	1.11405614	3.4e-13
KCTD12	1.11313169	5.07e-16
PRRG1	1.11273215	6.02e-21
PRKD1	1.1112018	5.96e-13
PRKCH	1.11106847	2.84e-19
SCD5	1.11092497	2.86e-09
DPH3	1.11078278	3.77e-24
BEND7	1.11070196	6.53e-12
NFATC2	1.11050995	6.8e-12
MAP2	1.10942026	3.41e-06
THRB	1.10930618	6.26e-27
ATXN7	1.10922389	5.33e-22
NAMPT	1.10900587	1.68e-09
HSPC324	1.1085917	1.78e-27
MT1E	1.10843867	2.4e-11
PLEK	1.10830904	3.01e-10
TRIB1	1.10801582	2.34e-17
RAPGEF2	1.10782802	4.95e-31
CABLES1	1.10673412	5.56e-23
DCSTAMP	1.10612514	3.78e-13
TMEM170B	1.10603248	5.34e-13
DOK3	1.10549068	5.95e-15
PCNX1	1.10533961	6.44e-25
GSN	1.10509488	2.07e-14
MAST4	1.10445328	6.33e-12
JUN	1.10388318	1.05e-13
BCL6B	1.10367902	1.39e-29
GSTM5	1.10242947	2.75e-28
CASP4	1.10196449	4.68e-16
SGMS1	1.10138908	5.79e-15
CPEB2	1.10082537	2.42e-16
LRRN4CL	1.10062451	9.04e-20
CTSW	1.10060893	5.75e-16
ZSCAN18	1.10045417	2.14e-12
ADGRE1	1.10003926	1.67e-17
PNISR	1.09998854	1.66e-20
DIXDC1	1.09946086	1.62e-14
COPG2IT1	1.09900585	1.84e-13
GCHFR	1.09756061	6.89e-14
NLRP3	1.09718122	4.69e-16
TJP1	1.09705538	4.22e-22
ANXA11	1.09694961	3.4e-35
RIMS3	1.0963456	2.34e-16
CFAP52	1.09593424	1.05e-08
NCK1	1.09540389	1.09e-19
PLCG2	1.0953114	2.14e-16
STX12	1.0952672	1.67e-34
OLFML3	1.09486025	1.15e-11
IKZF1	1.09476738	1.42e-10
OASL	1.09461911	3.37e-12
IGFBP6	1.09353354	9.53e-10
GTF2H2	1.09308618	6.65e-18
CASZ1	1.09290216	8.11e-12
APLP2	1.09268949	5.37e-11
HMOX1	1.09222666	1.3e-11
SESTD1	1.09192497	2.02e-12
HSD11B1	1.09178972	2.96e-10
MVB12B	1.09159396	1.93e-27
PTPRO	1.09158217	7.5e-11
FAM13B	1.09146698	3.6e-27
SLC2A3	1.09040016	1.57e-08
HSD17B11	1.08912854	1.05e-20
ERICH3	1.08868097	6.05e-07
FCGR1BP	1.08853185	1.03e-08
FGL2	1.0881601	8.91e-09
TMEM237	1.08690396	1.57e-18
CALM1	1.08685198	5.61e-15
INPP5A	1.08677969	4.68e-21
ORM1	1.08643492	5.59e-06
SYTL3	1.08616997	1.72e-13
RPGR	1.0861537	1.83e-25
ARHGAP5	1.08605768	1.58e-11
APBB1IP	1.08547655	6.01e-13
SLC47A1	1.08540789	1.14e-09
HIP1	1.08526712	5.1e-21
MS4A6A	1.08525523	2.55e-08
CIMAP1B	1.08492505	7.48e-13
CSF1	1.08451368	1.34e-19
VNN2	1.08345399	8.77e-13
THSD4	1.08282597	3.61e-16
MEGF9	1.08265496	1.07e-13
P2RY1	1.08256757	2.4e-08
LOC101927069	1.08222966	9.99e-28
SAP30L	1.08194877	1.48e-22
ACER3	1.080953	5.87e-21
PDE4DIP	1.08068599	1.34e-15
GAB3	1.08023805	4.12e-23
TSPAN3	1.08013557	1.52e-28
SCTR	1.07989187	4e-18
EIF3F	1.07940744	2.96e-19
NECTIN3	1.07936108	7.73e-13
ITLN1	1.07897534	6.84e-07
HPCAL1	1.07880693	3.37e-22
EPB41L3	1.07866415	4.11e-08
PDE4B	1.07809151	3.78e-10
SH3KBP1	1.07805635	7.88e-21
MAN2A2	1.07734111	6.56e-29
