Updated.gene.symbol	logFC	P.Value
MIX23	-1.217331	1.36e-09
FOXE1	-1.2171828	0.000554
ARHGAP11B	-1.2152095	1.46e-09
MRPL42	-1.2137441	4.71e-13
SMC2	-1.212263	6.64e-08
PFDN6	-1.2106866	4.73e-17
RECQL4	-1.2098202	2.01e-18
COA6	-1.2084764	1.84e-21
HPRT1	-1.2074092	7.03e-17
PAK6	-1.2059065	1.53e-12
BNIP3	-1.2058113	7.29e-07
MRPS12	-1.2056182	6.08e-11
PTTG3P	-1.2055692	1.85e-17
CREB3L4	-1.2053828	8.23e-08
PPIF	-1.2048688	1.1e-13
ZNF239	-1.2043152	1.41e-07
DCUN1D1	-1.2040512	4.75e-07
BYSL	-1.2034477	6.11e-12
MANEAL	-1.1992115	1.45e-07
GPATCH4	-1.1967521	4.64e-17
CHMP4C	-1.1966771	5.25e-10
DUSP4	-1.1964479	0.00278
PNPT1	-1.1958363	2.68e-13
FAM241B	-1.195399	3.29e-22
MRPL3	-1.1953194	2.81e-23
PDCD6P1	-1.1950267	2.84e-07
P2RY6	-1.1947951	2.53e-08
SPCS3	-1.194498	8.48e-21
IL36G	-1.1944084	0.000136
SDF2L1	-1.1930812	9.82e-23
STRA6	-1.192469	9.26e-07
KNSTRN	-1.1920806	2.1e-08
GLB1L3	-1.1920277	0.00555
TOP6BL	-1.1916961	3.73e-08
TMEM117	-1.1910303	4.21e-09
SPINT2	-1.1892261	1.43e-16
RAD54L	-1.188675	2.65e-11
CD79A	-1.1883066	5.71e-05
ALYREF	-1.1877341	2.79e-11
XKRX	-1.1873363	1.04e-05
LPGAT1	-1.1871383	3.77e-12
TDRKH	-1.1868982	9.27e-06
ARG2	-1.1863549	1.17e-05
RNF183	-1.1861794	3.74e-06
FARP1	-1.18529	7.12e-08
RANBP1	-1.1841448	2.2e-14
FAM83F	-1.1838264	3.1e-06
FXR1	-1.1832373	5.93e-18
RDH10	-1.1819494	8.03e-06
C19orf48P	-1.1819396	7.27e-17
TTC39C	-1.1817995	8.32e-07
NCBP2	-1.1813673	4.6e-12
RSRC1	-1.1812773	9e-14
LARGE2	-1.181252	4.23e-12
MAGEA4	-1.1809418	0.0135
NMNAT2	-1.1805407	0.00318
ALG3	-1.1803401	6.51e-15
SEC61G	-1.1796403	3.07e-20
CARD14	-1.1779389	4.57e-09
PPFIA1	-1.1778915	8.97e-10
E2F2	-1.177815	1.7e-13
HS3ST3A1	-1.176885	2.8e-07
RAD54B	-1.1757932	1.72e-07
HTR3A	-1.1755291	0.00102
CST2	-1.1741206	5.71e-10
SLC6A15	-1.174042	0.00233
OAZ1	-1.1727829	5.39e-18
SNX5	-1.172483	3.33e-11
CST4	-1.1718732	1.5e-06
SLC1A4	-1.1715756	1.08e-11
PMEPA1	-1.1712873	1.4e-07
GTSF1	-1.1706849	0.0034
LINC00467	-1.1705225	1.03e-09
HYLS1	-1.1703877	2.62e-11
TMEM45A	-1.1699585	3.15e-05
POPDC3	-1.1698992	0.00664
FBXO16	-1.169273	2.55e-10
CD38	-1.1689955	9.89e-07
AGR2	-1.1668486	0.00148
IRF6	-1.1660492	0.000415
GNG4	-1.1658544	0.000156
TRPM8	-1.1653137	0.00266
NOP16	-1.1650014	5.46e-13
SSX2IP	-1.1647579	5.92e-07
PGF	-1.1647225	1.01e-08
ASPH	-1.1639528	9.93e-06
MRPS23	-1.162531	1.07e-19
BNC1	-1.1624147	0.0128
BRI3BP	-1.1615938	7.32e-06
NUDT5	-1.1612991	7.6e-16
LYPLA1	-1.1600108	1.21e-20
IGHV1-69	-1.1595247	0.000606
PTBP3	-1.159093	6.37e-11
RHPN2	-1.1586286	1.61e-05
SSR3	-1.1572601	1.98e-24
CIP2A	-1.157054	6.34e-09
ATL3	-1.1567715	1.66e-15
FBXO5	-1.1559882	3.21e-07
PAK1IP1	-1.1558758	9.05e-14
ABCB6	-1.1557272	1.45e-14
CXCL9	-1.1552807	0.00075
CBX2	-1.1547438	3.12e-07
MAGEA1	-1.1537883	0.000293
SYNDIG1	-1.1527592	3.88e-05
H2BC12	-1.1520241	3.78e-09
GMPS	-1.1516379	8.02e-10
KIF18A	-1.1513879	1.57e-07
NUDT21	-1.1503055	5.03e-17
PDCD5	-1.1496896	5.71e-17
GMDS	-1.1479066	3.03e-12
MRPS16	-1.1477717	9.83e-19
NDUFAF6	-1.1469208	5.44e-10
MMP14	-1.1468044	1.12e-11
FAM83H	-1.1451406	3.44e-11
FRK	-1.1451056	1.08e-07
DHTKD1	-1.1450075	8.81e-09
TMTC4	-1.1442372	6.68e-08
SPATS2	-1.1428234	3.49e-24
UQCC3	-1.1419483	4.65e-20
MROH1	-1.1414016	1.27e-09
MAPK13	-1.1401558	1.69e-13
PC	-1.1390137	4.11e-13
CLCA4	-1.1377427	0.015
RPA3	-1.1376282	4.37e-13
CREM	-1.1375158	5.88e-10
CKAP4	-1.1373998	2.37e-19
RFLNA	-1.1359529	4.37e-10
ARTN	-1.1359437	1.27e-06
ELOVL6	-1.134625	3.59e-05
KDM5B	-1.1342361	1.17e-16
BORA	-1.1329977	1.25e-08
SEC24D	-1.1321914	2.59e-14
LSM12	-1.1279677	3.7e-21
HSPA13	-1.1278634	8.16e-17
SYNGR3	-1.1242258	8.22e-06
NOPCHAP1	-1.1229442	1.08e-27
HSPE1	-1.1228994	9.04e-20
AP1S1	-1.1228833	1.45e-18
UBE2W	-1.1225553	6.11e-26
ENAH	-1.1223981	2.21e-09
STEAP1B	-1.1204859	2.59e-09
UBE2H	-1.1201604	4.48e-16
SSR4	-1.1196186	2.43e-21
PREP	-1.119438	2.34e-10
LSM5	-1.1190418	6.54e-20
OLA1	-1.118276	2.07e-24
IGFBP2	-1.1180353	0.00226
TMEM237	-1.1171811	9.95e-11
TRIM2	-1.117116	0.000168
TRIM29	-1.1170628	0.00141
KNTC1	-1.1161563	2.29e-10
SLC27A2	-1.115505	0.000615
EHF	-1.1152804	4.39e-06
SDHAF3	-1.1134047	1.03e-11
TRIB3	-1.112634	1.9e-08
ATP10B	-1.1107419	4.2e-05
TDRD5	-1.1105429	2.63e-05
TMEM106C	-1.1101312	1.77e-16
NAA15	-1.1099929	2.59e-13
SYNCRIP	-1.1099166	2.54e-12
RHNO1	-1.1098867	6.59e-11
MAPK6	-1.1090236	1.7e-15
IL1RAP	-1.1089047	0.000172
FOXA1	-1.1070547	4.62e-05
MAPKAP1	-1.1067166	1.2e-12
RPL7	-1.106433	5.97e-15
ILF2	-1.1063031	3.91e-11
E2F5	-1.1053513	0.000555
H2AC7	-1.1048935	3.52e-21
SNRPE	-1.1047411	2.75e-24
ATP2A2	-1.1046568	1.51e-16
TMA16	-1.1045362	3.04e-10
DARS2	-1.1021897	1.24e-10
AGO2	-1.1021344	9.72e-07
PARPBP	-1.10167	5.55e-12
SFRP2	-1.1012179	0.000195
KIF26B	-1.1006222	7.68e-12
C1orf74	-1.1004251	1.74e-16
PSMD4	-1.1003802	3.53e-17
RAB10	-1.1000374	1.2e-13
ALG10	-1.1000183	1.36e-09
NIFK	-1.0995555	9.7e-16
ST14	-1.099353	2.04e-10
PEX13	-1.0985379	3.52e-11
PRXL2A	-1.0978276	3.75e-11
PROC	-1.0966161	9.08e-12
ABRACL	-1.09568	5.26e-13
GALNT2	-1.0933858	2.18e-11
PDIA6	-1.0924368	2.44e-19
AZIN1	-1.0918931	3.8e-17
PLEKHG6	-1.0914559	4.87e-10
PIGX	-1.0906077	8.17e-06
RCCD1	-1.0899244	2.94e-16
TIMM8A	-1.0897262	6.26e-13
TIMM8B	-1.0892048	4.56e-15
H2AC14	-1.0887892	3.76e-17
LNX1	-1.0885621	0.000164
TMED2	-1.0876512	6.73e-19
HSP90B1	-1.0865423	4.81e-18
ERCC6L	-1.0849288	5.98e-13
CDA	-1.0838157	0.00429
TWNK	-1.0831079	1.69e-15
MUC20	-1.0829342	0.000932
NANOS1	-1.082718	6.75e-05
KHDC1	-1.0824574	0.0021
WFDC3	-1.0820911	4.12e-07
ENO1	-1.081661	2.47e-08
KICS2	-1.0805313	2.26e-10
TCF19	-1.0801739	9.83e-07
STAT1	-1.0797421	1.26e-06
ZYG11A	-1.0789144	1.6e-05
BOP1	-1.0788256	7.97e-10
NPW	-1.0783836	0.0109
POLR2H	-1.0783792	4.02e-24
KRT8	-1.0773845	3.3e-08
H3C4	-1.0764011	4.21e-08
GSDMC	-1.0759177	5.01e-08
CCL26	-1.0756731	1.1e-07
HPSE	-1.0749795	1.82e-06
EPRS1	-1.0745964	2.82e-09
SYT7	-1.0741	4.16e-07
C1QTNF6	-1.0728979	4.23e-09
TSKU	-1.0726642	2.2e-09
POC1A	-1.0723926	5.51e-14
TP63	-1.0718468	0.00283
UNC5CL	-1.0716274	5.14e-06
ELL2	-1.0714435	6.69e-09
OSTC	-1.0714105	1.28e-25
CDC73	-1.0711718	4.02e-19
LAGE3	-1.0709078	5.16e-12
SEM1	-1.0705753	1.18e-18
CEP41	-1.0689328	1.81e-07
SRM	-1.0686328	4.37e-16
PDLIM4	-1.0681112	9.25e-06
SPSB1	-1.067573	6.62e-08
GRTP1	-1.0674539	0.000338
MAST1	-1.0672047	1.99e-10
C16orf87	-1.0666318	1.3e-14
ORC5	-1.0658989	1.3e-06
GTPBP10	-1.0658909	7.52e-10
SPDL1	-1.0654192	8.99e-11
GRHL3	-1.065173	0.000109
DNPH1	-1.0647509	5.04e-17
SAR1A	-1.0642838	1.69e-14
TTLL12	-1.0639996	7.26e-12
TUBB2B	-1.0628766	0.00709
BDH1	-1.0628062	9.14e-08
HLTF	-1.0614801	1.17e-12
TLCD1	-1.0614121	1.03e-09
TRMT5	-1.0613117	2.7e-16
JPT2	-1.0610257	3.74e-16
RAB5IF	-1.0608796	8.83e-21
TBC1D7	-1.0602855	1.68e-12
UBE2K	-1.0595474	3.42e-13
CCT3	-1.059493	2.11e-13
TFR2	-1.0592867	9.71e-07
HSPD1	-1.0591881	1.18e-10
ZNF710	-1.0586927	3.11e-08
GDA	-1.0586708	0.00608
ASPN	-1.0585366	0.00231
MEX3D	-1.0582416	1.46e-07
CRIPT	-1.0566989	1.5e-21
ABCC3	-1.0566535	0.00856
SLC39A11	-1.05615	2.44e-17
NDE1	-1.0561236	3.42e-06
MARK1	-1.0554227	0.000142
FHOD3	-1.0552924	0.000133
CGAS	-1.0550645	2.13e-07
HYPK	-1.0547123	1.56e-17
FUT8	-1.0543358	1.3e-08
AK2	-1.0531899	2.06e-16
SGPL1	-1.0531085	2.39e-17
MRPS30	-1.0516918	5.57e-09
PAX7	-1.0516669	0.000775
RUVBL1	-1.050184	8.15e-09
AVEN	-1.0493449	7.86e-16
IL2RA	-1.0491696	1.06e-09
NT5E	-1.0484534	4.93e-05
UGT8	-1.0467379	8.57e-05
ADORA3	-1.0458603	5.61e-06
NICOL1	-1.0453985	3.35e-08
PHKA1	-1.0452301	1.88e-12
FAM133A	-1.0447322	0.00407
TPMT	-1.0445724	1.32e-15
HAMP	-1.0443903	3.62e-06
P4HA3	-1.0441925	1.42e-09
FLAD1	-1.043619	4.87e-09
TET1	-1.0422923	2.74e-07
TWF1	-1.0417387	4.11e-08
MRPL17	-1.0413291	6.31e-24
HS2ST1	-1.0405082	6.49e-10
ZC3H8	-1.0403618	1.01e-09
HPDL	-1.0402479	2.88e-05
TSR1	-1.0400166	1.78e-11
CCT2	-1.0397621	1.79e-06
MESP1	-1.0393381	1.1e-11
C2orf49	-1.0383947	6.9e-15
GCAT	-1.038391	1.23e-12
GAD1	-1.0380946	3e-08
PNO1	-1.0376197	8.72e-13
H2AC17	-1.0372438	4.56e-09
ESPN	-1.0371094	4.18e-10
SLC16A3	-1.0366148	3.21e-06
MRPL47	-1.0365836	3.22e-13
PSMD12	-1.0365115	1.86e-14
BCL2L11	-1.036282	5.69e-14
CHPF	-1.0357009	8.52e-09
H2AX	-1.0347315	1.22e-08
ADAMTS16	-1.0337053	1.85e-07
HS3ST1	-1.0324435	0.000712
TIPRL	-1.032152	1.97e-16
PRIM1	-1.0308334	1.95e-07
SAR1B	-1.0307562	3.56e-14
GINS3	-1.0303924	3.65e-08
CSTF2	-1.0299498	6.34e-15
MZT2A	-1.0293302	1.5e-20
LMNB2	-1.0292919	9.56e-10
STK39	-1.0292535	2.97e-06
DCTPP1	-1.0291253	1.75e-14
LAPTM4B	-1.0263502	7.28e-05
MEST	-1.024741	5.06e-08
MRPL12	-1.0245742	9.52e-14
C8orf76	-1.0245681	3.54e-13
GLRX3	-1.023112	1.23e-23
MTX2	-1.0221933	5.61e-20
FANCD2	-1.0218098	1.92e-07
EFNA3	-1.0214078	6.01e-15
CALR	-1.0208075	7.17e-10
TFDP2	-1.0206455	1.3e-09
TBC1D16	-1.0202774	1.95e-06
TARS1	-1.0194449	6.69e-13
LRP8	-1.0191051	1.02e-06
NLRP7	-1.0184724	3.12e-06
GSTO2	-1.0178053	1.69e-06
PLA2G12A	-1.0141693	6.74e-15
MTCH2	-1.0123043	1.24e-18
PKMYT1	-1.012243	7.9e-17
GART	-1.0114897	3.42e-11
HPS3	-1.0110987	2.43e-09
NAPG	-1.0105788	4.29e-10
KCNQ5	-1.0098498	1.11e-05
GRHL2	-1.0091442	7.38e-10
NAXE	-1.0088487	2.68e-15
CIART	-1.0088485	1.92e-07
GOLT1B	-1.0088367	7.08e-14
SMYD3	-1.0083002	5.6e-14
SLC39A6	-1.0080055	5.1e-14
RPAP3	-1.0079802	8.88e-07
CCT6A	-1.0070167	1.43e-13
PRKDC	-1.0063645	3.7e-10
BPNT2	-1.005699	1.73e-14
ARHGEF39	-1.0056771	7.09e-08
PRTFDC1	-1.0056625	4.03e-06
TUFT1	-1.0055367	1.67e-07
EXOSC5	-1.0052337	4.07e-11
GPR180	-1.0048992	5.98e-09
FAM162A	-1.0039923	2.33e-08
RPRD1A	-1.0038114	7.13e-08
SIX2	-1.0035987	0.000773
TMEM33	-1.0033999	2.92e-10
PCBD2	-1.0024165	4.2e-12
TMCO1	-1.001924	2.09e-24
ADAM8	-1.0017501	1.51e-07
CALHM6	-1.0015157	0.0023
CCDC138	-1.0013984	2.03e-08
EPCAM	-1.0009462	1.44e-09
GID4	-0.9994586	2e-14
ZNF146	-0.9993301	3.96e-18
CLDN12	-0.9993273	1.6e-07
DUSP23	-0.9978253	1.99e-08
DLEU1	-0.9976337	1.12e-12
SULF2	-0.9972607	0.000112
BARD1	-0.9970639	3.73e-08
PSMG1	-0.9964841	1.69e-09
MATCAP2	-0.9959013	0.000278
BPTF	-0.9956914	3.77e-07
H1-4	-0.9948976	5.89e-16
TMED3	-0.9944682	2.57e-13
ARL4C	-0.9941438	1.8e-08
ZNF281	-0.9940116	2.23e-10
TRMT6	-0.9938904	2.48e-16
MRPS21	-0.9938466	4.76e-16
PADI3	-0.9935772	0.00041
GPI	-0.9933979	5.4e-10
NRAS	-0.9929997	2.76e-11
HYOU1	-0.9929717	1.95e-13
METTL1	-0.9928889	3.37e-20
LSM2	-0.9923883	1.25e-12
RAC3	-0.992365	1.93e-09
FA2H	-0.991833	0.00176
GGCX	-0.9916774	3.74e-16
IRAK1	-0.9915586	7.38e-19
VPREB3	-0.9886288	2.11e-06
POLR1B	-0.9885127	1.44e-12
SERTAD4	-0.9884159	0.000644
CISD1	-0.988339	1.89e-19
POLR1G	-0.9881362	5.02e-15
FKBP14	-0.9876812	8.53e-09
H2AC6	-0.9874327	8.32e-06
DPY30	-0.9874326	1.28e-23
IL12RB2	-0.9865286	0.000106
CBX5	-0.98552	9.23e-16
DBNDD1	-0.9853893	6.2e-14
VWA1	-0.9846362	2.07e-09
NECTIN1	-0.9841177	3.83e-07
UCHL3	-0.9838899	1.78e-08
NRIP3	-0.9831495	6.33e-08
NHS	-0.982653	4.7e-05
TIMM13	-0.9826254	3.63e-14
CTPS1	-0.9824424	1.03e-05
FNDC3B	-0.9821222	2.52e-12
GAREM2	-0.9812471	1.02e-16
DNAJC3	-0.9805731	8.45e-12
KRT31	-0.9804141	0.000655
ATIC	-0.9801641	2.19e-16
CGREF1	-0.9801125	3.24e-08
CABLES2	-0.9800468	4.13e-15
BRCA1	-0.9797234	2.51e-06
SNRPC	-0.9796193	2.88e-17
B4GALT2	-0.9793804	9.58e-23
ZNF92	-0.9787847	3.24e-07
ELOVL2	-0.9785692	1.17e-05
RAE1	-0.9783304	5.7e-11
SKP2	-0.9780409	0.00021
CMSS1	-0.9778273	5.47e-09
PFDN2	-0.9773356	1.11e-15
GPR84	-0.9767953	3.91e-05
TFAM	-0.9758793	1.05e-11
UQCC6	-0.9757443	3.76e-11
CDCP1	-0.9755623	5.96e-07
MTHFD1L	-0.975524	4.97e-09
DNAJB11	-0.9754518	2.63e-17
CDC7	-0.9750629	9.71e-05
FBXO31	-0.9748624	1.98e-07
SALL4	-0.9739788	9.03e-11
IPO4	-0.9733525	2.97e-14
FAM220A	-0.9726603	6.55e-12
ZNF107	-0.9722795	0.000112
AACS	-0.9720916	3.95e-06
C17orf58	-0.9720193	1.97e-11
RAMP1	-0.9713775	2.77e-07
KLK6	-0.9713073	0.000317
FADD	-0.9712076	4.29e-09
YDJC	-0.9704537	2.64e-19
GNL3	-0.970423	2.32e-19
DUSP9	-0.9701969	4.56e-11
IGFBPL1	-0.9700815	1.39e-05
CCNO	-0.9673616	2.88e-08
SUB1	-0.9660187	1.03e-13
TMPRSS11D	-0.9652083	0.0018
SCUBE3	-0.9648638	0.00466
MCM7	-0.9644852	1.15e-07
SHISAL1	-0.9644306	3.41e-12
VDR	-0.9642275	8.27e-08
INTS13	-0.9638724	7.92e-10
RIT1	-0.9631617	6.52e-12
PAX9	-0.9621615	2.31e-05
WDR33	-0.961826	3.47e-13
RMI1	-0.9615822	2.07e-09
AVL9	-0.9607942	3e-18
TATDN1	-0.9602613	1.94e-11
OGDHL	-0.9601019	4.29e-09
CHEK2	-0.95985	6.82e-08
AIFM2	-0.9596127	2.09e-07
AMACR	-0.9595972	3.29e-07
RAB3B	-0.959167	1.18e-06
GEMIN6	-0.95913	2.76e-16
STT3A	-0.9585105	1.76e-15
XRCC4	-0.9582798	3.63e-12
F5	-0.9581499	0.000588
LINC00665	-0.9577202	1.06e-07
DIAPH3	-0.9566724	2.03e-06
SDC1	-0.9563826	1.11e-07
ZNF138	-0.9560082	4.02e-06
SLC29A4	-0.9555136	1.35e-08
ZNF593	-0.955396	2.67e-16
CSE1L	-0.9552559	6.33e-09
ALDOA	-0.954675	9.93e-12
ALDH1B1	-0.9542365	4.88e-14
PSMB5	-0.9542015	4.85e-19
EPOP	-0.9540685	1.45e-08
STOML2	-0.9540374	3.19e-12
L2HGDH	-0.9529448	4.55e-12
C9orf40	-0.9528952	2.16e-06
DLG5	-0.9518188	6.32e-13
GFUS	-0.951059	6.76e-10
BICD1	-0.9510511	2.39e-05
SOX11	-0.950993	0.00201
IFT25	-0.9509744	7.56e-13
TIMM17A	-0.9497569	3.39e-18
DNAJC22	-0.9494439	2.71e-09
TMTC3	-0.9494351	7.42e-07
EXOSC3	-0.9490842	5.81e-10
MRPS24	-0.9488141	1.65e-19
DNMT3A	-0.9477237	5.05e-14
SRP72	-0.9471109	8.46e-11
STC2	-0.9465417	2.57e-11
DAP3	-0.9465292	1.27e-14
SMUG1	-0.9464126	1.71e-20
DENR	-0.9458175	3.4e-09
ISG15	-0.9449183	2.95e-05
PAK1	-0.9444544	1.37e-06
GLRX2	-0.94367	3.41e-13
FBXL20	-0.9435936	7e-11
NPAS2	-0.9429104	2.23e-05
LINC02591	-0.9427667	7.06e-13
CNTNAP2	-0.9427153	1.06e-05
NSD2	-0.9423756	1.98e-07
RGS20	-0.9421926	0.000332
DNAJC2	-0.9421923	2.4e-10
RFC3	-0.9421298	7.54e-05
SERPINH1	-0.9419369	1.94e-10
B4GALT4	-0.9413894	6.53e-15
TIMM50	-0.9402419	2.75e-08
KNOP1	-0.9402226	3.03e-11
PRR7	-0.9397616	1.02e-09
TRPA1	-0.9397402	1.87e-05
ATP6V1C1	-0.9394755	4.83e-13
SRP54	-0.9390859	1.16e-08
CERCAM	-0.9388615	1.88e-06
SNRPG	-0.9385411	1.88e-21
RHCG	-0.9384578	0.00384
MRPL9	-0.9381158	1.51e-13
MUC13	-0.9374585	6.93e-05
TMEM267	-0.9371876	2.79e-10
NIPSNAP1	-0.9370482	3.77e-16
PGM3	-0.9370399	8.73e-10
MRTO4	-0.9369403	8.95e-11
FCRLA	-0.9368961	0.000112
TOMM5	-0.9363191	6.65e-13
KDM4C	-0.9361872	5.2e-08
RGS4	-0.9358862	0.000884
FBL	-0.9357184	7.43e-10
CHAF1A	-0.9356268	1.22e-12
TPI1	-0.9348029	1e-14
UTP15	-0.9344859	3.09e-10
NAV1	-0.934103	7.75e-12
USP28	-0.9340265	6.99e-12
NETO1	-0.9340107	0.000143
SOX12	-0.9338814	7.97e-12
PRELID3B	-0.9335925	1.12e-10
SENP5	-0.9335448	4.4e-06
EXOSC4	-0.9323951	1.89e-10
DLL3	-0.9323236	1.03e-07
ANAPC11	-0.9320809	8.74e-18
PPIB	-0.9317322	9.22e-12
SNRNP25	-0.9312228	2.91e-14
PSORS1C2	-0.9307376	0.00216
CNIH4	-0.9306906	3.37e-15
SFXN4	-0.9302337	7.08e-14
PRMT5	-0.9300246	3e-12
DYRK2	-0.9299771	9.83e-08
HDGF	-0.9297086	1.18e-12
SBNO1	-0.9294726	5.52e-10
GPC6	-0.9290092	3.76e-06
MRPL52	-0.928797	3.02e-17
EIF2S1	-0.9283997	1.91e-17
CDIPTOSP	-0.9278142	3.85e-09
MAGED1	-0.9277345	2.06e-18
GPC2	-0.9275611	3.66e-17
POLR2D	-0.9273586	2.97e-11
ADORA2B	-0.9269439	0.000358
SLC30A9	-0.926139	3.02e-08
POP7	-0.9260744	5.95e-11
PNMA6A	-0.9253008	2.83e-06
DHRS13	-0.9247548	2.77e-10
IER3IP1	-0.9244789	3.31e-11
ATP5MJ	-0.9236833	2.56e-08
MAP3K13	-0.9235847	6.98e-11
CRACD	-0.9232351	0.000788
BICDL1	-0.9231665	1.31e-09
C1QBP	-0.9229468	3.19e-12
ASNS	-0.9227142	8.42e-08
INTS8	-0.9220641	1.09e-13
EYA2	-0.9219786	0.00276
COL22A1	-0.9218127	1.69e-09
GORASP2	-0.9215115	1.17e-18
FAM83B	-0.9203553	0.000194
RCN3	-0.9202629	1.17e-06
NDUFS6	-0.9201713	1.22e-14
TACO1	-0.919983	2.65e-16
INA	-0.9199586	0.000336
CPSF3	-0.9197427	1.07e-17
NHP2	-0.9185219	8.41e-18
MYL6B	-0.9183846	1.4e-16
TMEM63C	-0.9182331	9.68e-12
POF1B	-0.9177714	0.00163
HOXA1	-0.9177436	0.000472
PSMD14	-0.9173669	1.51e-18
H4C3	-0.9173062	1.91e-14
DUXAP10	-0.9164143	4.04e-05
DNMT3B	-0.9159614	5.05e-07
AHCY	-0.9157916	8.48e-09
UNG	-0.9151993	1.89e-07
CXCL10	-0.9147511	0.00261
HMBS	-0.9147478	7.22e-13
TICRR	-0.9145816	3.86e-09
ITGA2	-0.9137271	0.00198
LRRC59	-0.913634	2.72e-18
COL9A3	-0.9134768	5.48e-08
TMEM151B	-0.912709	6e-15
CYP26A1	-0.9125581	0.00106
CEP128	-0.9124934	2.18e-09
TIMM17B	-0.9120526	1.16e-15
ENTPD7	-0.9110161	1.55e-19
EFCAB11	-0.9108592	1.4e-06
DNAJC9	-0.9105107	2.03e-09
HKDC1	-0.9098204	0.00134
FAM114A1	-0.9093483	5.97e-09
USP1	-0.9085241	7.32e-06
PARP1	-0.907207	3.57e-16
PGAM5	-0.9068939	3.31e-12
FBXO28	-0.906772	2.82e-12
IMP4	-0.9065819	3.31e-11
FBXO22	-0.9064225	7.06e-16
H1-0	-0.9063281	5.33e-09
RPE	-0.9060802	8.51e-12
ALG8	-0.9052693	1.23e-12
POLR2K	-0.9048667	5.36e-15
BPNT1	-0.9047134	1.24e-09
MYEOV	-0.903908	1.39e-05
MRPS10	-0.90322	6.71e-13
DLX5	-0.9030502	4.08e-05
NUDCD1	-0.9017169	7.28e-10
ZNF85	-0.9013588	2.24e-06
OAZ3	-0.9012664	9.48e-05
CDCA4	-0.9010869	2.37e-07
BAX	-0.9010134	3.94e-13
SNRPF	-0.9009549	1.42e-12
COL15A1	-0.9009148	0.000298
TMEM184A	-0.9004237	1.67e-13
MKKS	-0.9002377	8.04e-12
GPSM2	-0.9002104	4.34e-06
SRPK2	-0.9001093	2.24e-07
RRP15	-0.8999479	2.92e-12
PSME3	-0.8992383	2.14e-14
TOMM40	-0.8984563	5.27e-10
NOX5	-0.8982192	7.33e-15
PTRH2	-0.8980124	2.64e-14
RAD1	-0.8978761	5.39e-11
UCA1	-0.8976671	4.58e-05
SEH1L	-0.8973997	3.37e-06
STK26	-0.8972452	2.88e-08
METTL21A	-0.8971742	6.09e-11
ZDHHC13	-0.8965745	3.24e-09
C1orf56	-0.8964745	3.78e-07
AIMP2	-0.8960989	3.65e-13
RBBP8	-0.8959608	9.59e-11
SLC52A3	-0.8957512	1.05e-11
ANKRD46	-0.8957187	7.42e-09
HOMER3	-0.8956502	1.66e-13
PRIM2	-0.8951022	1.54e-06
HEATR1	-0.8949472	1.32e-14
RHOD	-0.8948844	1.15e-06
LINC00460	-0.8943262	6.2e-06
TMEM45B	-0.8942464	0.000275
PLP2	-0.8935904	3.11e-11
MYO7A	-0.8933025	2.47e-15
MASTL	-0.8925465	8.11e-05
METTL8	-0.8924725	2.42e-06
ASCC3	-0.8923625	2.82e-12
BCAT1	-0.8921816	0.00195
BOLA1	-0.8915641	4.07e-06
H2AC11	-0.8908264	0.000949
RABIF	-0.8887839	9.23e-16
STX1A	-0.8886894	3.17e-09
FLNB	-0.888289	1.51e-15
XPOT	-0.8881547	1.47e-10
DCAF12	-0.8878142	9.27e-13
MED14	-0.8877023	7.92e-22
CNIH3	-0.8874556	0.000967
TIMP1	-0.8870761	6.14e-09
HACD3	-0.886455	8.07e-13
TSPAN5	-0.8863533	5.42e-08
NXPH4	-0.8861802	1.2e-12
CADM4	-0.8857031	1.05e-09
RAB27B	-0.8856993	3e-06
ACOT13	-0.8855984	5.61e-07
NHERF1	-0.8855071	1.11e-06
CTSK	-0.8854817	0.000575
STK32A	-0.8848148	2.56e-06
UAP1	-0.8847987	1.58e-08
OVOL2	-0.8845261	1.03e-05
HTATSF1	-0.8843895	9.5e-14
B3GNT6	-0.8842502	0.000153
KIF20B	-0.8842035	6.91e-12
PTGR1	-0.8836545	1.93e-05
MTX1	-0.882762	6.89e-14
CEBPZOS	-0.8827599	1.05e-08
SLX9	-0.8822122	2.58e-20
NOL11	-0.8821333	6.58e-11
UBE2V2	-0.8815332	7.85e-10
ASCL2	-0.8811995	0.000108
TOM1L1	-0.8810299	1.08e-05
EIF6	-0.8809632	7.99e-18
TRPS1	-0.8809243	9.47e-05
SNHG29	-0.8807731	2.66e-07
SNRPD2	-0.8807283	9.26e-17
ARL1	-0.8804559	8.18e-19
TMEM65	-0.8800763	1.09e-09
POLR3G	-0.8799473	3.72e-07
WDR3	-0.8795616	1.36e-11
ARSL	-0.8792632	0.00456
SCLT1	-0.8792393	7.61e-06
ICMT	-0.8790842	2.87e-16
NDUFS8	-0.8790501	4.28e-17
ETNK1	-0.8786264	1.63e-07
TIGD2	-0.8784783	2.47e-08
STRIP2	-0.8782731	4.87e-05
HEBP2	-0.8781858	5.72e-14
PRPS2	-0.8781645	5.47e-08
BET1	-0.8776696	2.91e-06
DANCR	-0.8773721	1.06e-06
TMPO-AS1	-0.8773657	6.24e-08
CCDC150	-0.8762596	9.79e-05
CCDC86	-0.875364	4.94e-10
DDIAS	-0.8751205	0.00028
BCAS4	-0.8738639	3.52e-18
IL23A	-0.8734221	2.16e-06
