Updated.gene.symbol	logFC	P.Value
LINC00622	1.5956853	1.44e-16
NCF2	1.5947967	1.84e-12
PRDM5	1.5922381	5.34e-22
GADD45B	1.5909201	1.32e-12
HEG1	1.5872789	7.5e-17
CRTAM	1.5871352	1.43e-15
ZEB1	1.586092	4.67e-15
ABCA9	1.5858194	1.08e-33
SOBP	1.5843914	1.15e-13
PARD6B	1.5839507	2.98e-10
HK3	1.5832986	2.42e-16
EGFL7	1.5825291	2.17e-19
NFIA	1.5821575	3.18e-18
AGBL2	1.5821251	3.36e-15
RASAL2	1.5807682	5.27e-11
TRPV2	1.5805628	7.65e-23
CMAHP	1.5791802	9.2e-08
CFTR	1.5791002	7.08e-09
SF1	1.5766829	5.23e-18
GATA2	1.5756062	7.62e-20
DIAPH2	1.5699702	9.89e-21
LINC00261	1.5687142	4.64e-06
EGR3	1.5683973	8.55e-06
IRAK3	1.5679685	3.4e-08
HMCN1	1.567075	4.81e-06
FAM216B	1.5670094	3.97e-13
NSMCE4A	1.5667123	4.79e-19
CAVIN1	1.5665488	6.85e-16
H2AJ	1.563984	7.78e-20
PDE2A	1.563713	1.82e-28
ETS2	1.5614559	3.08e-14
MATN2	1.5595282	1.38e-06
SLC27A3	1.5594086	1.12e-20
HMGCLL1	1.5583553	2.19e-25
HPCAL1	1.5581326	3.2e-16
ADCY4	1.5580329	6.03e-28
CALM1	1.5578043	5.06e-34
NEAT1	1.5562014	1.42e-15
PCM1	1.5555218	2.67e-15
TRPC6	1.5541828	1.93e-08
RRN3P1	1.5525689	2.37e-32
PCDH17	1.5521263	1.85e-12
CASZ1	1.5509223	6.99e-10
KANK2	1.5501574	9.49e-15
EYA4	1.5500383	1.51e-08
SLCO4C1	1.5493496	1.18e-05
HDC	1.5492679	2.27e-20
A2M	1.5487405	1.97e-18
C1orf115	1.547571	1.65e-16
KLHL29	1.5467866	5.79e-13
CNN1	1.5455651	7.19e-13
HSDL2	1.5453477	3.35e-16
GAB1	1.5440203	2.71e-15
TBX5	1.5439218	5.34e-13
KLF6	1.5434851	5.1e-16
MICU3	1.5398995	3.22e-09
CCDC78	1.5397714	5.65e-12
SCD5	1.5395141	1.13e-07
UBE2D3	1.5385891	4.42e-14
SPNS2	1.5381427	3.93e-19
ZNF677	1.5376837	1.19e-09
MYL9	1.5374543	4.53e-10
MAP2	1.5368196	0.000167
GAS6	1.5359136	7.74e-14
PODXL	1.5359053	5.34e-22
FGF18	1.5356518	3.05e-15
DAAM2	1.5351579	5.56e-12
SLC22A3	1.5329131	6.02e-07
SEMA3E	1.532093	6.73e-09
SNRK	1.5312499	2.07e-29
LAMA2	1.5300242	2.14e-13
ATP2B1-AS1	1.5296231	2.38e-22
MGLL	1.5253968	2.83e-13
HLA-DRB4	1.5250877	3.16e-11
CCN1	1.5247283	8.53e-07
SESN1	1.5238216	4.86e-22
TMOD1	1.523689	8.5e-28
APOLD1	1.5229628	4.86e-08
OSR1	1.5214796	4.79e-16
ICAM2	1.521413	2.58e-23
PRKCB	1.520173	3.98e-10
AHNAK	1.5199308	6.66e-20
CCRL2	1.51982	2.61e-20
JUND	1.5182114	7.47e-16
DENND2A	1.5181843	1.35e-27
CD55	1.5181413	2.71e-09
FCN1	1.5172027	4.96e-10
HHIP-AS1	1.5167304	7e-09
TMEM43	1.5151787	2.93e-17
RBMS2	1.514978	7.88e-23
REPS2	1.5146002	2.73e-10
C6	1.5143766	3.22e-16
DCSTAMP	1.5141979	3.48e-15
GBP4	1.5118134	3.18e-11
HLA-E	1.5116685	1.96e-29
TUBB1	1.5112898	1.77e-27
GNA14	1.5087487	6.69e-08
SYNE3	1.5081846	3.84e-16
SLC6A16	1.5079639	4.68e-28
RASGRP2	1.5075903	4.59e-24
CRYAB	1.504689	5.31e-09
PROS1	1.5041576	4.47e-10
AFF4	1.5040187	9e-14
HLA-DQA1	1.5030149	0.00278
SCN2B	1.5011304	2.32e-19
NLRP1	1.5011269	1.17e-29
OSBPL6	1.4994468	1.07e-15
MACF1	1.4988614	2.25e-29
C1QTNF2	1.498834	3.99e-16
LOC286191	1.4981665	1.68e-32
ACSL4	1.4975186	3.56e-20
ANKRD44	1.4967747	1.25e-13
ABHD6	1.4959526	7.42e-20
OR2A1-AS1	1.4959392	8.75e-16
ROR1	1.4958363	1.97e-18
NSUN6	1.4939363	9.35e-24
TLR8	1.4936796	1.61e-07
RCAN2	1.491326	4.44e-11
CTNNAL1	1.4912852	2.7e-16
GSTM5	1.4906017	8.43e-28
N4BP2L1	1.4903509	5.94e-14
IL11RA	1.4890563	1.48e-26
STAC	1.4872536	1.55e-14
RPS27	1.4866081	1.52e-16
FMO3	1.4864953	7.78e-06
CFP	1.4862472	1.14e-22
OLFM1	1.4858314	2.79e-08
LHFPL6	1.4852568	1.15e-16
TTC28	1.4847415	9.59e-20
SHANK2	1.4841941	1.32e-13
HHEX	1.4838011	8.46e-15
KANSL1L	1.4832134	6.68e-16
NPHP3	1.4820095	1.26e-22
MBNL1-AS1	1.4809724	1.01e-12
MYOC	1.4802554	1.85e-32
RSRP1	1.4801727	6.26e-17
ARFGEF3	1.4796734	4.8e-06
PRTG	1.4779986	1.73e-09
CATSPERD	1.477458	4.97e-11
DTNA	1.4774365	6.78e-10
ALPL	1.4773298	1.9e-05
AGBL1	1.4771834	2.73e-31
FRMD4B	1.4763336	6.67e-19
SLC15A2	1.4757447	3.37e-08
KLK10	1.4749446	2.01e-05
RALGAPA2	1.4735867	1.68e-09
CYP27A1	1.473301	2.52e-18
UACA	1.4721717	7.22e-13
KAZN	1.4719306	5.48e-07
ZEB2	1.4719216	3.12e-14
CABLES1	1.4719008	2.63e-12
MBNL1	1.4711852	1.87e-09
MYH10	1.4702328	5.05e-24
ADGRE5	1.4700372	1.96e-14
GIMAP7	1.4688635	5.11e-10
DCDC2	1.4683061	1.21e-11
STN1	1.4671779	5.41e-15
PRICKLE2	1.467141	5.82e-15
CD37	1.4664544	4.49e-10
CLEC2B	1.4657564	4.24e-11
SERPINB6	1.4655518	1.16e-20
TJP2	1.464067	8.8e-21
EIF5	1.4638656	1.36e-16
P2RY14	1.4623773	1.38e-13
AXIN2	1.4617129	1.52e-11
ARAP3	1.4603898	9.17e-22
TM4SF18	1.4598175	1.27e-09
CNRIP1	1.4596768	9.03e-14
INPP5A	1.4586553	2.75e-20
TLR4	1.457993	1.08e-17
PAQR5	1.4578571	1.38e-06
OTUD1	1.4556618	1.04e-21
AK1	1.4538447	1.02e-12
FBXO9	1.4535087	8.94e-19
ELN	1.4533453	1.65e-09
CPAMD8	1.4524567	2.72e-13
COLEC12	1.4507179	4.51e-07
SIGLEC1	1.4503619	1.53e-15
MIR3945HG	1.4499422	1.79e-25
HSPB7	1.4495499	4.98e-20
PIEZO2	1.4493574	6.08e-14
GNAQ	1.4476062	8.91e-24
TSPAN4	1.4474733	7.96e-19
KCNA5	1.4469464	2.14e-28
NAP1L5	1.446212	4.05e-12
LILRA2	1.4431315	1.47e-12
CLASP2	1.4421239	8.82e-21
CCNL1	1.4405839	4.48e-15
PPP1R16B	1.440553	3.53e-11
CELF6	1.4400724	8.06e-25
KLHDC1	1.4399147	1.55e-13
SPRY4-IT1	1.439411	1.02e-14
DAPK1	1.43649	1.01e-09
CD47	1.4361507	6.09e-13
SLC47A1	1.4357103	1.08e-10
TM6SF1	1.4295857	2.11e-14
MDH1B	1.4277428	6.83e-13
PARD3B	1.4277297	6.9e-15
RRAS	1.4273685	1.87e-15
FAM153B	1.4261624	3.38e-23
SERPIND1	1.4258374	4.36e-07
KLKB1	1.4240793	8.71e-08
A2M-AS1	1.4224903	2.82e-22
MOB3B	1.4213432	6.12e-10
SFPQ	1.4210168	1.67e-13
ZNF423	1.4198734	2.05e-10
SLC16A5	1.4193455	9.72e-26
TMTC1	1.4177188	4.63e-06
ARHGAP18	1.4174886	3.95e-15
PNISR	1.4164274	2.01e-16
ADHFE1	1.4157361	2.36e-23
SLC6A14	1.4157169	0.00335
TPK1	1.411582	2.75e-19
STARD8	1.4115367	5.7e-31
PRPF38B	1.4093051	1.64e-13
CASP4	1.4087924	1.59e-19
PTGER4	1.408363	1.95e-10
TCF7L2	1.407986	3.17e-25
THRB	1.4079009	5.52e-09
MCAM	1.4077744	1.04e-11
PLA2G4C	1.4072684	3.36e-14
ITGA9	1.4043834	1.52e-07
SLC19A3	1.4039607	1.3e-19
ACP5	1.4033331	6.7e-14
IL6	1.4027182	0.000232
TMEM37	1.402251	4.72e-13
SAXO2	1.4021001	7.81e-13
PCDH12	1.4003183	1.55e-27
MFSD2A	1.3996801	2.34e-13
DIXDC1	1.3993738	2.55e-19
CYRIA	1.3992845	7.43e-17
FLT4	1.3988477	2.28e-13
CRIP1	1.3970768	4.79e-09
PTPRO	1.3969912	3.67e-11
RBM5	1.3965971	1.13e-18
USP44	1.3963226	7.81e-16
MGP	1.3934926	4.3e-09
FZD4	1.3929743	5.23e-21
TMEM273	1.3894413	4.22e-13
COX7A1	1.387521	1.74e-14
AIF1L	1.3872361	5.22e-06
PDZRN3	1.3861396	1.74e-09
PLXNA2	1.3836148	5.95e-12
ZFAND6	1.3828824	6.87e-16
MYO1F	1.3800474	2.08e-15
DNAJC27	1.3790847	2.33e-22
FLVCR2	1.3785348	3.06e-15
RPS16P5	1.3773613	4.47e-16
EPB41L4A	1.376915	3.75e-08
ENPP4	1.3768459	8.31e-10
ITPR1	1.3767545	1.25e-10
EPB41L2	1.3765886	1.44e-17
CDKN2B	1.3756007	2.66e-07
LHFPL3-AS2	1.3743196	5.4e-25
MECR	1.3742976	2.77e-15
KCNK17	1.3742948	5.33e-13
RNF125	1.3732018	6.16e-14
CREB5	1.3728274	5.95e-07
MIR23AHG	1.372439	9.65e-16
DNAH1	1.3712462	8.78e-29
NPC1	1.3711753	2.29e-27
RHOB	1.3706457	1.58e-08
TMEM170B	1.3704464	4.06e-09
EIF4A1	1.3687464	1.39e-19
CTDSPL	1.3682574	6.39e-20
ABLIM1	1.3678132	1.47e-10
PELI1	1.3671503	6.47e-10
IL20RA	1.3668046	2.07e-09
CAPS	1.3642873	1.72e-09
UBASH3B	1.3640634	2.38e-16
PGM5-AS1	1.3627427	7.05e-33
PDE3B	1.3626406	7.69e-13
NR5A2	1.3615843	3.7e-12
ARHGAP20	1.3614454	1.69e-06
TFEC	1.359955	3.67e-08
NPFF	1.359366	2.66e-34
ID2	1.3589142	1.45e-10
CIMAP3	1.3587522	2.03e-08
PPARGC1B	1.3582772	8.32e-14
SGIP1	1.3577224	3.4e-14
KIDINS220	1.3568022	1.56e-17
ALDH2	1.3550052	5.59e-15
RNF128	1.3546436	0.000799
EGR2	1.3544207	4.3e-11
DPP6	1.3540953	4.12e-17
CFAP126	1.3533648	1.58e-07
CRIP2	1.3524683	1.07e-12
NAPSB	1.3524408	8.27e-06
DKK3	1.3516661	2.69e-09
EGR1	1.3511382	1.41e-05
SIK3	1.3508186	5.29e-19
NPY1R	1.3488311	3.05e-07
N4BP1	1.3486451	6.84e-26
LONP2	1.3484872	4.71e-20
CXCL12	1.3483015	1.98e-07
PRX	1.3471045	1.33e-24
PZP	1.3467346	1.97e-24
NUMB	1.3452989	1.18e-17
USP53	1.3445056	2.92e-12
CLCN4	1.3443659	1.09e-12
PHACTR3	1.3442327	9.78e-05
MCC	1.344167	1.04e-06
GGTA1	1.342415	1.28e-09
DAB2	1.342362	1.33e-20
ITIH3	1.3422588	3.72e-21
CLIC2	1.3416398	1.76e-08
APOL3	1.3394281	2.55e-11
SPART	1.3385093	2.06e-17
CIMAP1C	1.3383577	1.92e-26
AKT3	1.3376817	6.11e-14
RCAN1	1.3365312	2.92e-11
UNC13B	1.3354596	2.27e-08
B3GALNT1	1.3353897	4.81e-09
CHD9	1.3346469	3.32e-15
SEC63	1.334474	3.89e-21
KIAA0040	1.3337781	2.34e-23
KDM6B	1.3318045	1.45e-12
CHIT1	1.3303564	0.000186
ZFP36L2	1.3296076	4.19e-13
TSC22D3	1.3290968	1.63e-12
THBS1	1.328951	0.000156
UTRN	1.3289105	3.14e-20
EIF4E3	1.3277473	1.11e-17
KLHL6	1.3272102	4.6e-12
MNDA	1.327036	4.11e-09
SCML1	1.3268173	7.36e-12
RAVER2	1.3261701	5.8e-11
RORA	1.3254581	2.93e-11
KMO	1.3247399	2.5e-08
GATA5	1.3244615	2.94e-22
STXBP1	1.3231977	2.27e-07
VSIR	1.3231651	3.5e-19
SCARF1	1.3221548	1.34e-19
WDFY3-AS2	1.3209419	1.23e-18
ATP8A2	1.3183341	6.08e-09
FADS3	1.3174854	4.67e-13
PIK3R1	1.3143982	8.17e-17
SCNN1B	1.3132817	1.4e-06
CEP126	1.3127368	1.33e-13
HNRNPA2B1	1.3126039	1.47e-13
DOCK8	1.3117959	1.37e-09
ST8SIA1	1.311721	2.63e-14
DUBR	1.3116446	5.04e-12
PLCL1	1.3105671	3.52e-10
CFAP276	1.3099598	1.04e-09
LMCD1	1.3083222	3.92e-13
N4BP2L2	1.3082386	6.85e-12
JUN	1.3080565	9.35e-09
UBA7	1.3075148	9.9e-22
SPTAN1	1.3072521	7.88e-23
CYB5A	1.306981	8.94e-08
MYRIP	1.3062359	1.25e-08
GYPC	1.3054423	3.87e-22
SPATA6	1.3052727	8.78e-14
SYNPO	1.3051484	2.38e-15
RBPMS	1.3051221	2.68e-11
PKIA	1.3039389	6.41e-09
USP9Y	1.303427	2.1e-05
IL6R	1.302753	3.7e-10
BTBD19	1.3025704	2.41e-12
SNAP23	1.3015608	6.77e-21
ADGRL4	1.3013833	5.52e-13
PLSCR4	1.3010696	4.89e-12
IGFBP6	1.3003719	8.24e-10
SPATS2L	1.3002014	3.24e-14
THSD4	1.29933	3.94e-08
DOK2	1.2993196	1.7e-16
GJA4	1.2991269	7.64e-15
PER3	1.2989568	7.25e-11
FGF14-AS2	1.2987109	1.2e-16
PRUNE2	1.2974294	8.53e-11
DMD	1.2963663	9.65e-07
FGFR2	1.2958035	3.39e-06
SLC25A25	1.2953612	2.54e-16
DAPK1-IT1	1.2946219	7.66e-12
TGM2	1.2940046	1.37e-10
EFHC1	1.2929167	4.04e-10
KAT2B	1.2924404	4.8e-12
USP34	1.2921009	1.11e-11
PRF1	1.2909927	2.56e-07
HLX	1.2909636	1.2e-15
PTPN13	1.2904114	1.15e-06
CFL2	1.2881244	1.78e-12
ARC	1.2874773	1.12e-16
RPGR	1.28737	5.62e-25
EPB41L3	1.2867848	4.99e-09
EOLA2-DT	1.2867179	5.43e-25
NFKBID	1.2859399	7.38e-21
ATG16L2	1.2851053	3.01e-35
ANK3	1.2840891	6.19e-22
DRC3	1.2836609	5.05e-16
S100A3	1.2834404	2.12e-17
BEX1	1.2826905	2.09e-20
SULT1A1	1.2826791	8.45e-16
CTNNB1	1.2820031	1.06e-12
ITGAX	1.2817899	6.59e-15
NAMPT	1.2816715	1.67e-05
SLC15A3	1.2816466	7.39e-14
P2RY13	1.2808595	9.17e-10
RGS11	1.280601	2.46e-23
PKIG	1.2805356	4.86e-19
ITPKB	1.2798446	3.25e-16
CLK4	1.2796266	2.42e-12
RGS5	1.2793209	9.24e-10
TMEM190	1.2772219	2.62e-10
NPDC1	1.2767476	5.61e-13
CRLS1	1.2763007	5.66e-09
RAB8B	1.2760422	4.91e-15
STOM	1.2735033	7.23e-20
ADGRE1	1.2734264	1.93e-09
SETBP1	1.2733577	1.16e-07
FAM167A	1.272989	2.58e-07
RIPOR1	1.2717761	3.19e-18
DNM3	1.2714386	1.94e-06
GGA2	1.271115	1.27e-19
PXMP4	1.2709026	2.46e-20
PKDCC	1.2708019	2.47e-12
FFAR4	1.2707375	1.02e-21
ACTG2	1.2706822	1.37e-06
ETV1	1.2705879	1.51e-06
TJP1	1.2701686	1.38e-14
LENG8	1.2698599	6.56e-16
CAPN8	1.2696434	0.00902
SERPING1	1.2687635	1.15e-17
GARS1-DT	1.2673348	8.23e-17
TBX4	1.2661043	1.06e-28
TMEM231	1.2659428	2.18e-11
ZMYND10	1.2654198	6.36e-12
HAGLR	1.2636768	7.87e-06
CYP2U1	1.2629941	8.13e-12
PARVG	1.2626946	1.02e-16
MOCS1	1.2624234	7.37e-18
GFOD1	1.2621889	3.27e-11
KIF26A	1.2612459	1.11e-16
BTN3A3	1.2610842	3.1e-12
ARAP2	1.260304	4.91e-15
ABLIM3	1.2591607	2.5e-11
PACRG	1.2574487	1.02e-14
SH2B3	1.2573068	2.73e-20
DGKE	1.2553638	9.37e-20
GIMAP4	1.2552459	6.66e-11
RNASE4	1.2547704	1.47e-07
AK7	1.2535556	8.35e-12
CETP	1.2530391	1.18e-17
GABRB2	1.2529632	0.000195
PPP1R12B	1.2528676	1.54e-13
ENOSF1	1.2518524	1.23e-10
BAALC	1.2517594	4.47e-09
GNG7	1.2508484	1.86e-16
ARHGEF6	1.2501061	6.99e-15
PRICKLE1	1.2494725	1.81e-11
NFIB	1.2489557	5.82e-10
SOX13	1.2473462	1.12e-11
FGF14	1.2468876	5.57e-20
MAPRE2	1.246881	4.99e-29
TBC1D10C	1.2459295	1.32e-12
FABP3	1.2447827	3.33e-09
SERPINB9	1.2440168	1.92e-13
ZFPM2	1.2432799	1.49e-05
ARHGAP30	1.2429828	9.36e-12
NR3C1	1.2418214	1.71e-08
RAB37	1.2409389	1.53e-15
GPER1	1.2407581	4.44e-17
TAPT1	1.2406831	1.21e-25
FGD4	1.2397804	1.57e-13
ULK2	1.2391414	7.33e-12
CDH13	1.237886	1.59e-14
PREX1	1.237654	2.33e-15
KCTD12	1.2374076	1.74e-12
CEBPA	1.2373196	3.37e-08
RPL13AP17	1.2369725	1.46e-23
ARHGEF10	1.2360245	3.43e-09
CST6	1.2355074	0.000147
CRY2	1.2342432	3.82e-34
MSX1	1.2338742	6.38e-13
DIO3OS	1.2336067	2.85e-16
MAML2	1.2333508	1.39e-09
CNN3-DT	1.2331626	1.37e-15
VSIG10	1.2324803	8.93e-13
SAP18	1.2298255	5.11e-11
MYLK	1.2294214	1.91e-09
SAMD4A	1.228711	7.01e-09
MVB12B	1.2282536	1.13e-16
SH3D19	1.2275363	1.04e-13
LOC100507311	1.2268167	6.17e-20
PILRA	1.2264334	1.07e-11
VSTM4	1.2247111	1.62e-16
PPM1F	1.2244473	1.56e-29
SAMHD1	1.2235959	6.62e-14
SAMD5	1.2231113	5.74e-05
PTPN5	1.2231021	2.16e-17
CYP26B1	1.2220211	4.36e-08
GAB3	1.2213199	5.22e-17
NR2F2	1.2212527	6.61e-17
BCL6B	1.2212194	3.85e-25
SYT11	1.2198866	2.47e-19
CD74	1.2197644	1.46e-06
ALDH3B1	1.2193148	2.26e-06
NINJ2-AS1	1.2182436	4.63e-13
CPLX1	1.2172613	5.25e-10
U2AF1	1.2157447	3.14e-16
C1orf198	1.215564	6.02e-17
DOCK11	1.2146447	9.95e-15
IFT140	1.2132235	8.16e-19
SMURF2	1.2130589	7.6e-10
ZYX	1.2118942	1.14e-11
CD58	1.211828	1.68e-24
MST1L	1.2112995	5.7e-08
GALNT5	1.2104315	3.08e-10
TREM1	1.2101556	5.97e-06
ZDHHC3	1.2100779	5.88e-26
ZC3H12C	1.2097395	8.61e-09
SGCE	1.2091146	7.05e-09
LRRC18	1.2089659	6.38e-21
ARMC3	1.2086734	7.63e-10
FAM43A	1.208352	4.11e-07
FTX	1.2063423	1.84e-06
LINC01128	1.2060984	1.29e-16
CRIM1	1.204917	1.66e-14
PABIR1	1.2043842	9.48e-29
CCDC9B	1.2038728	3.65e-13
ADD1	1.2027746	4.19e-26
PPP1R3C	1.2009887	1.27e-06
DMRT2	1.2007745	0.00202
AKAP13	1.1988738	9.8e-22
RSPH9	1.197948	6.35e-12
ICAM1	1.1968227	1.2e-05
SESTD1	1.1967556	1.27e-09
EFNB2	1.1965163	1.06e-11
ELMO1	1.1965143	8.53e-08
TBRG1	1.1959213	5.94e-14
RIMKLB	1.1956693	6e-06
TMED5	1.1945982	5.92e-17
CYB5B	1.1943177	6.1e-20
AMOTL1	1.1942483	4.94e-12
RAPGEF2	1.1938931	6.66e-17
ROPN1L	1.1932438	5.07e-10
B3GALT2	1.1930274	5.01e-07
HOPX	1.1929796	9.9e-05
DAB2IP	1.1925498	1.1e-21
TUB	1.1924429	6.14e-11
GUCY1A1	1.1923053	7.66e-09
SLC5A9	1.192248	3.98e-17
MAGI2	1.191661	1.09e-07
PRKCZ	1.1916063	4.37e-11
EPHX2	1.1910225	1.66e-19
SRSF7	1.1898245	8.76e-18
DNAJB4	1.1883238	2.55e-10
ITGA1	1.188198	1.36e-05
MPDZ	1.1879185	5.92e-11
FAM13A-AS1	1.1876222	2.94e-27
CYGB	1.1866411	7.4e-11
JAM3	1.1852937	1.78e-13
SEPTIN10	1.1852815	8.98e-09
FAS	1.1852011	2.59e-06
PFKFB2	1.1847291	1.94e-16
RILPL2	1.1844376	9.67e-18
XAF1	1.1843307	2.53e-18
LCP1	1.1842697	1.1e-12
FHDC1	1.1835699	6.45e-11
EZH1	1.1834678	6.23e-33
RAPGEF5	1.1832765	2.49e-09
RASSF2	1.1831753	4.36e-10
PALM3	1.1826668	5.26e-09
IQSEC1	1.1825746	1.43e-23
SLC22A4	1.1820953	8.23e-08
ARL6	1.1813813	1.6e-15
MKNK1	1.1813535	3.23e-15
TMC5	1.1811842	0.004
THEMIS2	1.1806282	3.94e-15
GNAS	1.1801195	2.89e-13
HPS5	1.1790921	1.32e-19
TOM1L2	1.1788797	1.35e-23
EXPH5	1.1777693	1.38e-08
SOD2	1.1767153	0.000501
TTLL3	1.1761571	1.99e-26
SERPINA1	1.1757223	0.000471
CRACDL	1.1742783	2.1e-05
PRKCQ	1.1728677	6.98e-09
SULT1A2	1.1726735	2.54e-15
CFAP91	1.1725765	7.12e-17
COX4I2	1.1724231	3.14e-16
NATD1	1.1718712	8.6e-19
SLC40A1	1.1713883	6.25e-07
C9orf72	1.1713157	7.51e-25
AHCYL2	1.1712408	0.000216
RADX	1.1712094	7.09e-06
PPARGC1A	1.1704019	2.21e-05
ZNF493	1.1703562	2.09e-10
PCDHB4	1.1702531	6.3e-13
CPPED1	1.1695762	3.66e-13
APOBR	1.1691363	6.1e-20
ECHDC2	1.1689974	8.73e-17
FGF7	1.1685973	1.66e-08
NFKBIA	1.1684934	3.81e-10
KIF13A	1.1676969	2.03e-15
NME5	1.1675905	0.000181
DNAAF9	1.1675499	5.53e-17
POU6F1	1.1670916	1.01e-17
GJC1	1.1669592	3.72e-08
INSIG1	1.1664322	4.1e-12
TM4SF1	1.1662739	5.99e-07
DDO	1.1662053	1.99e-28
DPT	1.1658575	0.000114
BTK	1.1654958	1.97e-12
SLC44A2	1.1651603	1.06e-20
TFPI	1.1646102	1.73e-07
CCDC102B	1.1638347	1.93e-06
SGCA	1.1628302	2.06e-15
SLC2A3	1.161058	3.36e-05
HYAL2	1.1594306	1.39e-23
NRROS	1.1592213	3.95e-13
MAGI3	1.1591126	2.48e-09
SNRPN	1.1588172	2.1e-14
DIPK2B	1.1582601	8.01e-20
CDKN1C	1.1582491	1.16e-11
CARD16	1.1570397	1.93e-06
FOXP1	1.1569556	9.35e-12
LAMA3	1.1569319	0.00621
ARGLU1	1.1566845	3.49e-16
MED6	1.1561088	1.45e-12
PLPPR4	1.1559495	4.91e-06
SCAF4	1.1555809	2.36e-11
SECISBP2L	1.1554362	1.23e-10
AXL	1.1549012	4.2e-09
ADAMTS9	1.1548711	2.74e-10
SMAD7	1.1547231	1.63e-13
DLEU2	1.1533669	5.1e-06
SUGT1P4-STRA6LP-CCDC180	1.1533604	3.05e-19
LRRC8C	1.151183	2.35e-15
TMOD2	1.1508539	3.52e-13
RAPGEF3	1.1505228	1.38e-21
HIP1	1.1496051	2.01e-09
RCSD1	1.1490003	2.36e-09
ALS2CL	1.1488543	5.44e-19
EHD1	1.148488	1.45e-13
ST6GALNAC6	1.1484836	7.59e-20
IPO5P1	1.1475029	4.93e-13
DNAI1	1.1470229	9.18e-13
DOCK6	1.1469959	7.58e-19
ZNRF3	1.1468528	3.85e-11
CTSH	1.1461465	1.24e-07
HBG1	1.1458912	1.61e-18
RNF180	1.145845	1.36e-05
ABHD5	1.145631	5.4e-12
CCND3	1.145241	2.62e-11
SMTNL2	1.1439341	8.96e-22
TRIM71	1.1437391	5.43e-08
ANKRD10	1.1434835	6.92e-08
TNFAIP2	1.1432442	6.5e-10
ZNF667-AS1	1.1431044	2.12e-05
WWC1	1.1417155	2.21e-15
SHISA2	1.1414902	0.00691
PEG10	1.1412647	0.01
PRKD1	1.139678	2.84e-06
GPRIN2	1.1395116	9.3e-17
PDCD6IP	1.1386163	2.79e-18
FYN	1.1385437	2.41e-15
CSAD	1.1382579	2.3e-21
CD1C	1.1380972	2.22e-09
SOD3	1.1378029	1.09e-08
FAM20A	1.1377515	0.000277
GSTM3	1.1372759	3.91e-18
EHD4	1.1372157	7.76e-19
CTSW	1.1368046	1.09e-08
TNFAIP3	1.1347744	1.49e-06
RAPH1	1.1347536	3.07e-08
DOK4	1.1346441	7.56e-14
RIPOR2	1.1342535	3.52e-07
EFR3B	1.1336743	1.18e-13
TYROBP	1.1332471	4.29e-10
SDC2	1.1321633	1.42e-11
RBM25	1.1319595	6.1e-12
HLA-DMA	1.1314124	2.59e-07
PATJ	1.1311408	5.56e-12
MCOLN2	1.1307612	1.9e-10
MORN5	1.1304355	4.06e-09
WLS	1.1299915	2.39e-07
SEC14L4	1.129558	1.48e-06
APCDD1	1.1288636	2.3e-09
RIMS3	1.1277808	3.38e-06
HYDIN	1.1276806	3.36e-12
TDRD10	1.1275001	7.24e-10
TEF	1.1266381	1.18e-13
CHST9	1.1264368	0.000603
RAB11FIP2	1.1263781	6.56e-14
CFAP53	1.1256169	3.96e-06
LRRN4CL	1.1251656	2.15e-10
VPS13D	1.1247924	3.22e-18
ZBTB20	1.1241369	1.02e-07
PRR5L	1.1235218	3.95e-07
CALCOCO1	1.1232532	5.42e-19
UBE2I	1.1228948	2.43e-09
ECPAS	1.1223154	5.03e-18
TOGARAM2	1.1219181	1.74e-13
BEX4	1.1216809	2.95e-09
SCTR	1.121525	1.98e-12
NKTR	1.121461	1.18e-20
TEKT1	1.1202442	3.61e-10
KLF13	1.120074	2.81e-14
SOCS3	1.1195477	1.65e-09
SHROOM3	1.1164819	5.89e-05
HOXA3	1.1164783	8.08e-05
LGI4	1.1159012	1.78e-36
CD59	1.115545	2.86e-08
ZNF106	1.1148786	2.55e-24
FIGN	1.114488	3.44e-07
STING1	1.11443	4.44e-10
B3GNT7	1.1137001	0.000349
RAPGEF1	1.1118929	6.71e-27
SLCO2B1	1.1115751	1.08e-09
HCAR3	1.1105587	0.000663
GPR65	1.10958	1.58e-09
AP1S2	1.1095012	7.77e-10
FHOD1	1.1091668	7.03e-12
TBC1D1	1.1075721	2.51e-17
ZNF582-DT	1.106165	3.28e-18
SORT1	1.1055689	7.5e-12
TMEM245	1.1054407	8.44e-14
MTHFR	1.1044271	2.28e-11
TMCC3	1.1043406	4.42e-07
MAST4	1.1042005	4.84e-08
PRKCH	1.10374	8.3e-19
HELQ	1.1035958	8.63e-16
HEYL	1.1020675	6.28e-10
DSERG1	1.1000886	8.67e-14
APOC1	1.0996974	2.08e-06
FAM149A	1.0975898	0.000115
DIS3	1.0968082	1.91e-12
CIITA	1.0967342	3.73e-13
CXCR2	1.0956414	6.07e-05
CSRP1	1.094569	6.95e-24
LY86	1.0942498	9.36e-09
GABBR1	1.0939412	1.46e-15
LBH	1.0932836	4.55e-13
SELPLG	1.0930925	4.76e-11
LAMB2	1.0927725	1.38e-14
COX4I1	1.0927454	7.4e-32
CASP1	1.0926721	1.03e-05
C2	1.0925552	2.88e-08
ARHGEF12	1.0923574	6.03e-15
S100A4	1.0916735	1.04e-07
